Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Aliyah Boston,40,40,30.9,14.0,2.8,6.1,8.9,3.2,0.9,1.2,2.0,3.3,1.6,5.9,11.2,52.9,0.2,0.7,26.9,2.0,2.8,73.6,5.7,10.5,54.5,1.256,0.54,F,False
Caitlin Clark,40,40,35.4,19.2,0.4,5.3,5.7,8.4,1.3,0.7,5.6,2.8,1.5,6.1,14.5,41.7,3.1,8.9,34.4,4.1,4.5,90.6,3.0,5.6,53.3,1.326,0.52,G,False
Celeste Taylor,5,0,3.2,0.6,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,1.0,0.2,0.2,100.0,0.0,0.0,0.0,0.2,0.4,50.0,0.2,0.2,100.0,3.000,1.00,G,False
Damiris Dantas,20,0,10.5,4.5,0.2,2.0,2.2,0.6,0.3,0.3,0.6,1.0,1.0,1.7,3.7,45.9,0.7,1.7,39.4,0.4,0.6,66.7,1.1,2.1,51.2,1.203,0.55,F,False
Erica Wheeler,39,2,14.0,3.6,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.2,2.0,1.5,3.6,41.1,0.4,1.3,28.8,0.3,0.3,84.6,1.1,2.3,48.3,1.007,0.46,G,False
Grace Berger,11,0,9.3,2.8,0.4,1.0,1.4,0.6,0.5,0.0,0.9,1.1,0.7,0.9,2.3,40.0,0.2,0.5,40.0,0.8,1.3,64.3,0.7,1.8,40.0,1.240,0.44,G,False
Katie Lou Samuelson,37,15,18.2,4.3,0.5,1.8,2.3,1.4,0.3,0.2,0.5,1.4,2.8,1.4,3.9,34.9,0.9,2.7,33.0,0.6,0.7,96.0,0.5,1.2,39.1,1.089,0.46,F,False
Kelsey Mitchell,40,38,32.0,19.2,0.7,1.8,2.5,1.8,0.7,0.2,1.6,1.6,1.1,7.1,15.1,46.8,2.7,6.8,40.2,2.4,2.8,83.2,4.3,8.3,52.3,1.274,0.56,G,False
Kristy Wallace,26,15,17.2,4.7,0.4,1.4,1.8,1.7,0.7,0.2,0.7,1.1,2.6,1.8,4.5,40.2,0.7,2.2,29.3,0.5,0.7,66.7,1.2,2.3,50.8,1.051,0.47,G,False
Lexie Hull,34,11,19.7,5.5,1.0,1.5,2.5,1.1,0.6,0.3,0.9,2.5,1.2,1.8,4.0,44.1,1.0,2.1,47.1,1.0,1.2,80.5,0.8,1.9,40.9,1.368,0.56,G,False
NaLyssa Smith,40,37,24.8,10.6,1.8,5.3,7.1,1.0,0.8,1.0,1.3,2.7,0.8,4.2,8.8,48.0,0.4,1.2,29.2,1.8,3.2,56.7,3.9,7.6,51.0,1.206,0.50,F,False
Temi Fagbenle,22,2,18.9,6.4,1.4,3.3,4.7,0.9,0.5,0.7,1.2,3.0,0.7,2.6,5.2,50.9,0.1,0.5,16.7,1.0,1.3,78.6,2.5,4.6,54.9,1.228,0.52,C,False
Total,40,,,85.0,8.3,26.8,35.1,20.4,5.9,4.3,14.2,18.2,1.4,31.0,68.4,45.4,9.2,25.9,35.6,13.3,17.1,77.5,21.8,42.5,51.3,1.243,0.52,,False
Victaria Saxton,9,0,2.6,0.9,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.3,1.0,33.3,0.1,0.4,25.0,0.1,0.2,50.0,0.2,0.6,40.0,0.889,0.39,F,False
