Name,Team,P,G,A
Jermaine Pennant,Stoke City,0.0,0.0,8.0
Jonathan Walters,Stoke City,36.0,6.0,0.0
Kenwyne Jones,Stoke City,34.0,9.0,0.0
Matthew Etherington,Stoke City,0.0,0.0,6.0
Robert Huth,Stoke City,35.0,6.0,0.0
