Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Andrelton Simmons,22.0,ATL,NL,2.9,49.0,182.0,166.0,17.0,48.0,8.0,2.0,3.0,19.0,1.0,0.0,12.0,21.0,0.289,0.335,0.416,0.751,101.0,0.329,96.0,69.0,5.0,1.0,0.0,3.0,1.0,6,
Anthony Varvaro,27.0,ATL,NL,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Ben Sheets,33.0,ATL,NL,-0.1,9.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.071,0.0,0.071,-78.0,0.114,-95.0,0.0,0.0,0.0,3.0,0.0,0.0,/1,
Brandon Beachy,25.0,ATL,NL,0.1,14.0,31.0,27.0,3.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,17.0,0.185,0.241,0.222,0.464,27.0,0.209,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1/H,
Brian McCann*,28.0,ATL,NL,1.1,121.0,487.0,439.0,44.0,101.0,14.0,0.0,20.0,67.0,3.0,0.0,44.0,76.0,0.23,0.3,0.399,0.698,87.0,0.307,79.0,175.0,15.0,1.0,0.0,3.0,7.0,*2/HD,
Chad Durbin,34.0,ATL,NL,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Chipper Jones#,40.0,ATL,NL,2.8,112.0,448.0,387.0,58.0,111.0,23.0,0.0,14.0,62.0,1.0,0.0,57.0,51.0,0.287,0.377,0.455,0.832,124.0,0.376,131.0,176.0,15.0,1.0,0.0,3.0,6.0,5H/D,"AS,MVP-32"
Cory Gearrin,26.0,ATL,NL,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Craig Kimbrel,24.0,ATL,NL,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,"AS,CYA-5,MVP-8"
Cristhian Martínez,30.0,ATL,NL,0.0,52.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-145.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Dan Uggla,32.0,ATL,NL,2.9,154.0,630.0,523.0,86.0,115.0,29.0,0.0,19.0,78.0,4.0,3.0,94.0,168.0,0.22,0.348,0.384,0.732,98.0,0.332,99.0,201.0,8.0,10.0,0.0,3.0,5.0,*4/H,AS
David Ross,35.0,ATL,NL,1.0,62.0,196.0,176.0,18.0,45.0,7.0,0.0,9.0,23.0,1.0,0.0,18.0,60.0,0.256,0.321,0.449,0.77,105.0,0.34,104.0,79.0,5.0,0.0,0.0,2.0,0.0,2/H,
Eric Hinske*,34.0,ATL,NL,-1.1,91.0,147.0,132.0,9.0,26.0,7.0,1.0,2.0,13.0,0.0,0.0,14.0,41.0,0.197,0.272,0.311,0.583,57.0,0.262,47.0,41.0,5.0,0.0,0.0,1.0,2.0,H3/79D,
Eric O'Flaherty*,27.0,ATL,NL,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Freddie Freeman*,22.0,ATL,NL,2.4,147.0,620.0,540.0,91.0,140.0,33.0,2.0,23.0,94.0,2.0,0.0,64.0,129.0,0.259,0.34,0.456,0.796,113.0,0.351,113.0,246.0,10.0,7.0,0.0,9.0,4.0,*3/H,
J.C. Boscán,32.0,ATL,NL,-0.1,6.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.2,0.2,0.2,0.4,9.0,0.181,-12.0,2.0,0.0,0.0,0.0,0.0,0.0,/2H,
Jack Wilson,34.0,ATL,NL,-0.9,40.0,77.0,71.0,4.0,12.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,12.0,0.169,0.189,0.211,0.4,8.0,0.17,-27.0,15.0,1.0,0.0,3.0,1.0,1.0,6H/4,
Jair Jurrjens,26.0,ATL,NL,-0.1,10.0,17.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.077,0.143,0.077,0.22,-38.0,0.114,-95.0,1.0,0.0,0.0,3.0,0.0,0.0,1,
Jason Heyward*,22.0,ATL,NL,5.5,158.0,651.0,587.0,93.0,158.0,30.0,6.0,27.0,82.0,21.0,8.0,58.0,152.0,0.269,0.335,0.479,0.814,117.0,0.363,121.0,281.0,4.0,2.0,0.0,3.0,1.0,*9/H8,"MVP-28,GG"
Jeff Baker,31.0,ATL,NL,-0.4,14.0,20.0,19.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.105,0.15,0.105,0.255,-29.0,0.095,-85.0,2.0,0.0,0.0,0.0,0.0,1.0,H/749,
Jonny Venters*,27.0,ATL,NL,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
José Constanza*,28.0,ATL,NL,0.5,37.0,86.0,76.0,8.0,19.0,2.0,0.0,0.0,4.0,5.0,2.0,8.0,21.0,0.25,0.321,0.276,0.598,64.0,0.272,50.0,21.0,0.0,0.0,2.0,0.0,2.0,7H/8,
Juan Francisco*,25.0,ATL,NL,0.2,93.0,205.0,192.0,17.0,45.0,11.0,0.0,9.0,32.0,1.0,1.0,11.0,70.0,0.234,0.278,0.432,0.71,88.0,0.303,78.0,83.0,5.0,1.0,0.0,1.0,2.0,H5,
Julio Teheran,21.0,ATL,NL,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,52.0,0.347,109.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
