Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Adam Loewen*,22.0,BAL,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brandon Fahey*,25.0,BAL,AL,0.1,91.0,286.0,251.0,36.0,59.0,8.0,2.0,2.0,23.0,3.0,3.0,23.0,48.0,0.235,0.307,0.307,0.614,61.0,0.285,59.0,77.0,2.0,3.0,9.0,0.0,0.0,76H4/59D,
Brian Roberts#,28.0,BAL,AL,3.3,138.0,630.0,563.0,85.0,161.0,34.0,3.0,10.0,55.0,36.0,7.0,55.0,66.0,0.286,0.347,0.41,0.757,96.0,0.351,99.0,231.0,16.0,0.0,6.0,5.0,4.0,*4/HD,
Bruce Chen*,29.0,BAL,AL,0.1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,424.0,0.909,508.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Chris Britton,23.0,BAL,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Chris Gomez,35.0,BAL,AL,0.6,55.0,142.0,132.0,14.0,45.0,7.0,0.0,2.0,17.0,1.0,2.0,7.0,11.0,0.341,0.387,0.439,0.827,115.0,0.372,124.0,58.0,7.0,3.0,0.0,0.0,1.0,34/65HD,
Chris Ray,24.0,BAL,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Chris Widger,35.0,BAL,AL,-0.2,9.0,20.0,17.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.118,0.211,0.118,0.328,-11.0,0.171,-29.0,2.0,1.0,0.0,1.0,0.0,0.0,/2HD,
Corey Patterson*,26.0,BAL,AL,4.2,135.0,499.0,463.0,75.0,128.0,19.0,5.0,16.0,53.0,45.0,9.0,21.0,94.0,0.276,0.314,0.443,0.757,94.0,0.349,95.0,205.0,0.0,5.0,8.0,1.0,5.0,*8/H,
Daniel Cabrera,25.0,BAL,AL,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-400.0,0.0,0.0,0.0,1.0,0.0,0.0,1,
Danny Ardoin,31.0,BAL,AL,-0.2,5.0,15.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.077,0.2,0.077,0.277,-23.0,0.158,-31.0,1.0,1.0,1.0,0.0,0.0,0.0,/2,
David Newhan*,32.0,BAL,AL,-0.3,39.0,143.0,131.0,14.0,33.0,4.0,0.0,4.0,18.0,4.0,2.0,7.0,22.0,0.252,0.294,0.374,0.668,73.0,0.292,64.0,49.0,4.0,2.0,0.0,3.0,1.0,87/93DH,
Eddie Rogers,27.0,BAL,AL,-0.6,17.0,26.0,25.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.2,0.192,0.2,0.392,3.0,0.175,-19.0,5.0,0.0,0.0,0.0,1.0,0.0,/H45769D,
Fernando Tatís,31.0,BAL,AL,0.1,28.0,64.0,56.0,7.0,14.0,6.0,1.0,2.0,8.0,0.0,0.0,6.0,17.0,0.25,0.313,0.5,0.813,107.0,0.332,92.0,28.0,2.0,0.0,0.0,2.0,1.0,H/D53749,
Howie Clark*,32.0,BAL,AL,-0.1,7.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.143,0.333,0.143,0.476,31.0,0.26,34.0,1.0,0.0,0.0,1.0,0.0,0.0,/H5D,
