"Name","Team","P","G","A"
"Bernardo Silva","Manchester City","35.0","8.0","4.0"
"Gabriel Jesus","Manchester City","28.0","8.0","8.0"
"Ilkay Gündogan","Manchester City","27.0","8.0","0.0"
"João Cancelo","Manchester City","0.0","0.0","7.0"
"Kevin De Bruyne","Manchester City","30.0","15.0","8.0"
"Phil Foden","Manchester City","28.0","9.0","5.0"
"Raheem Sterling","Manchester City","30.0","13.0","5.0"
"Riyad Mahrez","Manchester City","28.0","11.0","5.0"
"Rodri","Manchester City","33.0","7.0","0.0"
