Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
26,Adam Ollas Mattsson,STK,20,D,9,1,1,2,6,4.0,0,0,1,0.111,0.111,0.222,8.0,12.5%
4,Andrew Mangiapane,STK,20,F,66,20,21,41,64,4.0,11,0,2,0.303,0.318,0.621,132.0,15.2%
15,Austin Carroll,STK,22,F,46,7,8,15,40,5.0,0,0,3,0.152,0.174,0.326,54.0,13.0%
9,Brandon Bollig,STK,29,F,60,11,11,22,136,-4.0,4,0,0,0.183,0.183,0.367,80.0,13.8%
22,Brett Kulak,STK,22,D,22,2,8,10,14,7.0,0,0,0,0.091,0.364,0.455,37.0,5.4%
33,Cam Braes,STK,25,F,1,0,0,0,0,-3.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
25,Colby Robak,STK,26,D,6,0,5,5,6,8.0,0,0,0,0.0,0.833,0.833,5.0,0.0%
16,Daniel Pribyl,STK,24,F,33,5,10,15,4,-2.0,0,0,1,0.152,0.303,0.455,55.0,9.1%
36,David Rittich,STK,24,G,31,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
14,Emile Poirier,STK,22,F,43,6,11,17,64,-7.0,1,0,1,0.14,0.256,0.395,75.0,8.0%
11,Garnet Hathaway,STK,25,F,31,8,12,20,67,22.0,1,1,0,0.258,0.387,0.645,81.0,9.9%
6,Hunter Shinkaruk,STK,22,F,52,15,20,35,20,10.0,2,0,1,0.288,0.385,0.673,128.0,11.7%
21,Hunter Smith,STK,21,F,34,3,8,11,34,8.0,0,0,0,0.088,0.235,0.324,32.0,9.4%
17,Jamie Devane,STK,25,F,43,4,9,13,77,4.0,0,0,1,0.093,0.209,0.302,48.0,8.3%
30,Jon Gillies,STK,22,G,39,0,1,1,0,,0,0,0,0.0,0.026,0.026,,
34,Josh Healey,STK,22,D,2,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
28,Kayle Doetzel,STK,21,D,56,0,2,2,59,6.0,0,0,0,0.0,0.036,0.036,29.0,0.0%
27,Keegan Kanzig,STK,21,D,6,0,2,2,19,1.0,0,0,0,0.0,0.333,0.333,3.0,0.0%
24,Keith Aulie,STK,27,D,54,2,5,7,90,0.0,0,0,0,0.037,0.093,0.13,34.0,5.9%
18,Kenney Morrison,STK,24,D,51,4,8,12,36,-11.0,1,0,0,0.078,0.157,0.235,91.0,4.4%
2,Linden Vey,STK,25,F,61,15,40,55,40,0.0,5,2,3,0.246,0.656,0.902,114.0,13.2%
1,Mark Jankowski,STK,22,F,64,27,29,56,29,19.0,7,1,5,0.422,0.453,0.875,156.0,17.3%
32,Mason McDonald,STK,20,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
23,Matt Bailey,STK,25,F,17,2,5,7,22,2.0,0,0,1,0.118,0.294,0.412,24.0,8.3%
5,Matt Frattin,STK,28,F,54,18,18,36,18,-15.0,7,1,2,0.333,0.333,0.667,153.0,11.8%
29,Matthew Phillips,STK,18,F,1,0,1,1,0,-1.0,0,0,0,0.0,1.0,1.0,4.0,0.0%
12,Mike Angelidis,STK,31,F,49,7,13,20,97,-2.0,1,0,0,0.143,0.265,0.408,74.0,9.5%
19,Mike Kostka,STK,31,D,15,2,10,12,4,9.0,0,0,0,0.133,0.667,0.8,26.0,7.7%
20,Mikkel Aagaard,STK,21,F,25,5,6,11,18,3.0,1,0,0,0.2,0.24,0.44,31.0,16.1%
3,Morgan Klimchuk,STK,21,F,66,19,24,43,36,9.0,3,1,4,0.288,0.364,0.652,150.0,12.7%
8,Oliver Kylington,STK,19,D,60,6,21,27,22,3.0,0,0,2,0.1,0.35,0.45,90.0,6.7%
10,Rasmus Andersson,STK,20,D,54,3,19,22,38,13.0,1,0,0,0.056,0.352,0.407,92.0,3.3%
35,Ryan Culkin,STK,23,D,19,0,0,0,4,-2.0,0,0,0,0.0,0.0,0.0,25.0,0.0%
7,Ryan Lomberg,STK,22,F,68,13,16,29,127,15.0,0,1,5,0.191,0.235,0.426,120.0,10.8%
31,Thomas McCollum,STK,27,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
13,Tyler Wotherspoon,STK,23,D,56,6,12,18,24,30.0,1,0,1,0.107,0.214,0.321,72.0,8.3%
