Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Jahlil Okafor,53,48.0,30.0,17.5,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,0.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,7.5,14.6,51.1,1.188,0.51,C,False
Ish Smith,50,50.0,32.4,14.7,0.6,3.7,4.3,7.0,1.3,0.4,2.6,1.9,2.7,6.0,14.8,40.5,0.9,2.7,33.6,1.8,2.7,66.9,5.1,12.0,42.0,0.992,0.44,PG,True
Robert Covington,67,49.0,28.4,12.8,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,0.7,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,1.6,3.4,45.2,1.205,0.5,PF,False
Nerlens Noel,67,62.0,29.3,11.1,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,0.8,4.6,8.8,52.1,0.0,0.0,50.0,2.0,3.4,59.0,4.6,8.7,52.1,1.273,0.52,C,False
Isaiah Canaan,77,39.0,25.5,11.0,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,1.5,3.4,9.4,36.0,2.3,6.3,36.3,1.9,2.3,83.3,1.1,3.1,35.4,1.172,0.48,G,False
Hollis Thompson,77,17.0,28.0,9.8,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,1.3,3.5,8.8,39.7,1.9,5.1,38.0,0.9,1.2,71.9,1.6,3.7,42.0,1.115,0.51,F,False
Carl Landry,36,12.0,15.8,9.8,1.4,2.7,4.1,0.9,0.3,0.3,0.6,1.9,1.5,3.9,6.9,55.6,0.2,0.4,46.2,1.9,2.5,73.6,3.7,6.6,56.1,1.404,0.57,PF,False
Jerami Grant,77,52.0,26.8,9.7,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,1.2,3.3,7.8,41.9,0.5,1.9,24.0,2.8,4.2,65.8,2.8,5.9,47.7,1.25,0.45,F,False
Nik Stauskas,73,35.0,24.8,8.5,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,1.5,2.9,7.5,38.5,1.5,4.5,32.6,1.2,1.6,77.1,1.4,3.0,47.3,1.132,0.48,G,False
Tony Wroten,8,3.0,18.0,8.4,0.3,2.4,2.6,2.5,0.4,0.0,3.6,1.4,0.7,2.8,8.1,33.8,0.4,2.1,17.6,2.5,4.6,54.1,2.4,6.0,39.6,1.031,0.36,SG,False
T.J. McConnell,81,17.0,19.8,6.1,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,2.6,2.7,5.7,47.0,0.4,1.1,34.8,0.3,0.5,63.4,2.3,4.6,49.9,1.063,0.5,G,False
Richaun Holmes,51,1.0,13.8,5.6,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,1.0,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,2.1,3.5,59.6,1.293,0.53,F,False
JaKarr Sampson,47,18.0,14.7,5.1,0.6,2.1,2.7,0.6,0.2,0.3,1.1,1.9,0.6,1.8,4.3,42.6,0.1,0.7,17.6,1.3,2.1,63.9,1.7,3.6,47.6,1.188,0.44,SF,True
Elton Brand,17,1.0,13.2,4.1,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,1.6,1.8,4.2,43.1,0.0,0.1,0.0,0.5,0.5,88.9,1.8,4.2,43.7,0.972,0.43,PF,False
Phil Pressey,14,0.0,12.1,3.9,0.0,1.6,1.6,3.3,0.8,0.1,1.4,1.0,2.4,1.5,3.9,38.2,0.3,0.9,30.8,0.6,1.3,50.0,1.2,3.0,40.5,1.0,0.42,PG,True
Kendall Marshall,30,6.0,13.3,3.7,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1.0,1.7,1.4,3.9,36.4,0.5,1.6,32.7,0.3,0.4,69.2,0.9,2.3,39.1,0.941,0.43,PG,False
Christian Wood,17,0.0,8.5,3.6,0.8,1.5,2.2,0.2,0.3,0.4,0.1,0.6,1.5,1.3,3.1,41.5,0.2,0.6,36.4,0.8,1.2,61.9,1.1,2.5,42.9,1.151,0.45,F,False
Sonny Weems,7,0.0,11.1,2.4,0.1,1.6,1.7,0.3,0.0,0.0,0.6,1.0,0.5,1.0,3.0,33.3,0.3,1.3,22.2,0.1,0.3,50.0,0.7,1.7,41.7,0.81,0.38,SG,True
Total,82,,,97.4,9.5,31.8,41.2,21.5,8.3,6.0,15.6,21.7,1.4,36.2,84.0,43.1,9.3,27.5,33.9,15.7,22.6,69.4,26.9,56.5,47.6,1.16,0.49,Total,False
