Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Bobby Abreu*,35.0,LAA,AL,3.2,152.0,667.0,563.0,96.0,165.0,29.0,3.0,15.0,103.0,30.0,8.0,94.0,113.0,0.293,0.39,0.435,0.825,118.0,0.373,121.0,245.0,15.0,1.0,0.0,9.0,7.0,*9D7/H,MVP-12
Bobby Wilson,26.0,LAA,AL,0.0,12.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.4,0.6,53.0,0.249,22.0,2.0,1.0,0.0,1.0,0.0,0.0,2/3,
Brandon Wood,24.0,LAA,AL,-0.2,18.0,46.0,41.0,5.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,19.0,0.195,0.267,0.293,0.559,48.0,0.273,51.0,12.0,3.0,1.0,1.0,0.0,0.0,/563H,
Brian Fuentes*,33.0,LAA,AL,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,AS
Chone Figgins#,31.0,LAA,AL,7.7,158.0,729.0,615.0,114.0,183.0,30.0,7.0,5.0,54.0,42.0,17.0,101.0,114.0,0.298,0.395,0.393,0.789,110.0,0.369,120.0,242.0,8.0,1.0,8.0,4.0,0.0,*5/4D7,"AS,MVP-10"
Chris Pettit,24.0,LAA,AL,-0.1,10.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.286,0.286,0.286,0.571,52.0,0.246,33.0,2.0,1.0,0.0,0.0,0.0,0.0,/H9D7,
Darren Oliver,38.0,LAA,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Erick Aybar#,25.0,LAA,AL,3.4,137.0,556.0,504.0,70.0,157.0,23.0,9.0,5.0,58.0,14.0,7.0,30.0,54.0,0.312,0.353,0.423,0.776,104.0,0.343,102.0,213.0,9.0,5.0,12.0,5.0,1.0,*6/H,
Freddy Sandoval#,26.0,LAA,AL,-0.1,5.0,11.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.182,0.182,0.273,0.455,18.0,0.187,-9.0,3.0,0.0,0.0,0.0,0.0,0.0,/45,
Gary Matthews#,34.0,LAA,AL,-0.1,103.0,360.0,316.0,44.0,79.0,19.0,2.0,4.0,50.0,4.0,1.0,40.0,74.0,0.25,0.336,0.361,0.697,85.0,0.315,81.0,114.0,4.0,2.0,0.0,2.0,2.0,89H7/D,
Howie Kendrick,25.0,LAA,AL,3.1,105.0,400.0,374.0,61.0,109.0,21.0,3.0,10.0,61.0,11.0,4.0,20.0,71.0,0.291,0.334,0.444,0.778,104.0,0.357,111.0,166.0,8.0,4.0,2.0,0.0,1.0,4/HD,
Jason Bulger,30.0,LAA,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jeff Mathis,26.0,LAA,AL,0.9,84.0,272.0,237.0,26.0,50.0,8.0,0.0,5.0,28.0,2.0,3.0,22.0,73.0,0.211,0.288,0.308,0.596,58.0,0.274,54.0,73.0,2.0,4.0,8.0,1.0,0.0,2/HD,
