Name,Team,P,G,A
Aaron Pitchkolan,San Jose Earthquakes,32,0,0
Antonio Ribeiro,San Jose Earthquakes,24,0,0
Arturo Álvarez,San Jose Earthquakes,92,20,0
Bobby Burling,San Jose Earthquakes,40,0,0
Bobby Convey,San Jose Earthquakes,104,4,4
Brandon McDonald,San Jose Earthquakes,72,4,4
Chris Leitch,San Jose Earthquakes,116,0,8
Chris Wondolowski,San Jose Earthquakes,84,20,8
Cornell Glen,San Jose Earthquakes,48,16,4
Darren Huckerby,San Jose Earthquakes,56,12,8
Eric Denton,San Jose Earthquakes,44,0,0
Jason Hernandez,San Jose Earthquakes,64,0,0
Joe Cannon,San Jose Earthquakes,112,0,0
Kelly Gray,San Jose Earthquakes,32,0,0
Michael Zaher,San Jose Earthquakes,40,0,0
Moreira Andre Luiz,San Jose Earthquakes,20,0,0
Pablo Campos,San Jose Earthquakes,52,8,4
Quincy Amarikwa,San Jose Earthquakes,96,4,4
Ramiro Corrales,San Jose Earthquakes,96,0,12
Ramon Sanchez,San Jose Earthquakes,40,8,0
Ryan Johnson,San Jose Earthquakes,120,44,8
Shea Salinas,San Jose Earthquakes,92,0,16
Simon Elliott,San Jose Earthquakes,60,0,0
