Name,Team,P,G,A
Aaron Hohlbein,Sporting Kansas City,88,8,0
Adam Cristman,Sporting Kansas City,20,0,0
Chance Myers,Sporting Kansas City,24,0,4
Claudio Lopez,Sporting Kansas City,116,28,28
Davy Arnaud,Sporting Kansas City,100,20,4
Graham Zusi,Sporting Kansas City,52,0,4
Herculez Gomez,Sporting Kansas City,104,0,4
Jack Jewsbury,Sporting Kansas City,112,0,16
Jimmy Conrad,Sporting Kansas City,96,4,0
Jonathan Leathers,Sporting Kansas City,44,0,0
Josh Wolff,Sporting Kansas City,108,48,0
Kei Kamara,Sporting Kansas City,112,24,4
Kevin Hartman,Sporting Kansas City,120,0,0
Kevin Souter,Sporting Kansas City,4,0,0
Kurt Morsink,Sporting Kansas City,20,0,0
Lance Watson,Sporting Kansas City,80,0,0
Matt Besler,Sporting Kansas City,112,0,0
Matt Marquess,Sporting Kansas City,4,0,0
Michael Harrington,Sporting Kansas City,108,0,12
Michael Kraus,Sporting Kansas City,40,4,0
Rauwshan McKenzie,Sporting Kansas City,24,0,0
Roger Espinoza,Sporting Kansas City,60,0,0
Santiago Hirsig,Sporting Kansas City,104,0,4
Zoltan Hercegfalvi,Sporting Kansas City,40,8,0
