Name,Team,P,G,A
A.J. DeLaGarza,LA Galaxy,96,4,4
Alan Gordon,LA Galaxy,100,8,12
Alecko Eskandarian,LA Galaxy,40,12,0
Bryan Jordan,LA Galaxy,76,4,0
Chris Birchall,LA Galaxy,16,0,0
Chris Klein,LA Galaxy,128,0,12
Christopher Birchall,LA Galaxy,28,0,4
David Beckham,LA Galaxy,60,8,12
Dema Kovalenko,LA Galaxy,72,0,0
Donovan Ricketts,LA Galaxy,120,0,0
Eddie Lewis,LA Galaxy,116,12,12
Eddie Lewis,LA Galaxy,116,12,0
Eddie Lewis,LA Galaxy,4,0,12
Eddie Lewis,LA Galaxy,4,0,0
Edson Buddle,LA Galaxy,92,20,0
Gregg Berhalter,LA Galaxy,120,4,0
Josh Saunders,LA Galaxy,28,0,0
Josh Tudela,LA Galaxy,32,0,0
Jovan Kirovski,LA Galaxy,96,8,4
Kyle Patterson,LA Galaxy,12,0,4
Landon Donovan,LA Galaxy,116,60,28
Mike Magee,LA Galaxy,108,16,12
Omar González,LA Galaxy,136,4,4
Sean Franklin,LA Galaxy,68,0,0
Stefani Miglioranzi,LA Galaxy,92,0,0
Todd Dunivant,LA Galaxy,112,4,4
Tony Sanneh,LA Galaxy,52,0,0
