Name,Team,P,G,A
Anthony Wallace,FC Dallas,28,0,0
Atiba Harris,FC Dallas,104,16,16
Blake Wagner,FC Dallas,56,0,0
Brek Shea,FC Dallas,76,0,16
Daniel Hernandez,FC Dallas,20,0,0
Daniel Hernández,FC Dallas,0,0,4
Daniel Torres,FC Dallas,60,0,0
Dario Sala,FC Dallas,56,0,0
Dave van den Bergh,FC Dallas,120,12,32
David Ferreira,FC Dallas,120,32,8
Dax McCarty,FC Dallas,112,12,20
Eric Avila,FC Dallas,72,4,8
George John,FC Dallas,64,4,0
Guerreiro Andre Rocha,FC Dallas,84,8,0
Heath Pearce,FC Dallas,16,0,0
Jair Benítez,FC Dallas,52,0,4
Jeff Cunningham,FC Dallas,112,68,24
Kenny Cooper,FC Dallas,60,28,4
Kyle Davies,FC Dallas,44,0,0
Marvin Chávez,FC Dallas,28,0,0
Pablo Ricchetti,FC Dallas,88,4,0
Ray Burse,FC Dallas,68,0,0
Steve Purdy,FC Dallas,20,0,0
Ugo Ihemelu,FC Dallas,112,4,0
