Name,Team,P,G,A
Ben Dragavon,Seattle Sounders FC,4,0,0
Brad Evans,Seattle Sounders FC,116,12,4
Chris Eylander,Seattle Sounders FC,4,0,0
Evan Brown,Seattle Sounders FC,0,0,0
Freddie Ljungberg,Seattle Sounders FC,96,8,20
Fredy Montero,Seattle Sounders FC,112,48,16
Graham Taylor,Seattle Sounders FC,0,0,0
James Riley,Seattle Sounders FC,120,0,8
Jhon Kennedy Hurtado,Seattle Sounders FC,116,0,0
Kasey Keller,Seattle Sounders FC,124,0,0
Lamar Neagle,Seattle Sounders FC,0,0,0
Leonardo Gonzalez,Seattle Sounders FC,52,0,0
Nate Jaqua,Seattle Sounders FC,120,32,20
Nathan Sturgis,Seattle Sounders FC,36,0,0
Osvaldo Alonso,Seattle Sounders FC,116,4,4
Patrick Ianni,Seattle Sounders FC,72,4,4
Peter Vagenas,Seattle Sounders FC,56,0,4
Roger Levesque,Seattle Sounders FC,64,8,0
Sanna Nyassi,Seattle Sounders FC,60,0,0
Stephen King,Seattle Sounders FC,40,0,0
Steve Zakuani,Seattle Sounders FC,124,20,12
Sébastien Le Toux,Seattle Sounders FC,116,4,8
Tyrone Marshall,Seattle Sounders FC,108,8,4
Tyson Wahl,Seattle Sounders FC,48,0,0
Zach Scott,Seattle Sounders FC,36,0,0
