Name,Team,P,G,A
Adam Moffat,Columbus Crew,48,4,0
Alejandro Moreno,Columbus Crew,92,16,4
Alex Grendi,Columbus Crew,12,0,0
Andy Gruenebaum,Columbus Crew,40,0,0
Andy Iro,Columbus Crew,44,4,0
Brian Carroll,Columbus Crew,112,0,4
Chad Marshall,Columbus Crew,80,16,4
Cory Elenio,Columbus Crew,4,0,0
Danny O'Rourke,Columbus Crew,112,0,4
Duncan Oughton,Columbus Crew,36,0,0
Eddie Gaven,Columbus Crew,132,24,0
Emilio Renteria,Columbus Crew,24,0,4
Emmanuel Ekpo,Columbus Crew,116,8,20
Eric Brunner,Columbus Crew,108,0,4
Frankie Hejduk,Columbus Crew,64,4,12
Gino Padula,Columbus Crew,116,4,8
Guillermo Barros Schelotto,Columbus Crew,100,56,4
Jason Garey,Columbus Crew,64,16,4
Jed Zayner,Columbus Crew,80,0,0
Kenny Schoeni,Columbus Crew,4,0,0
Kevin Burns,Columbus Crew,32,0,0
Robbie Rogers,Columbus Crew,96,4,20
Steven Lenhart,Columbus Crew,108,12,8
Will Hesmer,Columbus Crew,84,0,0
