Name,Team,P,G,A
Albert Celades,Red Bull New York,68,4,8
Alfredo Pacheco,Red Bull New York,56,0,0
Andrew Boyens,Red Bull New York,56,0,0
Bouna Coundoul,Red Bull New York,32,0,0
Carlos Johnson,Red Bull New York,52,0,0
Carlos Mendes,Red Bull New York,48,0,0
Dane Richards,Red Bull New York,108,12,8
Danleigh Borman,Red Bull New York,96,4,0
Danny Cepero,Red Bull New York,52,0,0
Jeremy Hall,Red Bull New York,96,0,4
John Wolyniec,Red Bull New York,80,8,4
Jorge Rojas,Red Bull New York,68,8,0
Jorge Rojas,Red Bull New York,68,8,0
Jorge Rojas,Red Bull New York,16,0,0
Jorge Rojas,Red Bull New York,16,0,0
Juan Pablo Angel,Red Bull New York,100,48,4
Kevin Goldthwaite,Red Bull New York,68,0,0
Khano Smith,Red Bull New York,32,0,0
Leo Krupnick,Red Bull New York,12,0,0
Luke Sassano,Red Bull New York,68,0,0
Macoumba Kandji,Red Bull New York,92,16,16
Mathew Mbuta,Red Bull New York,40,4,0
Mike Petke,Red Bull New York,76,0,0
Nick Zimmerman,Red Bull New York,44,0,0
Seth Stammler,Red Bull New York,104,0,0
Sinisa Ubiparipovic,Red Bull New York,88,0,8
