Name,Team,P,G,A
Abdoulie Mansally,New England Revolution,108,4,16
Amaechi Igwe,New England Revolution,44,0,0
Bobby Shuttleworth,New England Revolution,0,0,0
Brad Knighton,New England Revolution,24,0,0
Chris Albright,New England Revolution,4,0,0
Chris Tierney,New England Revolution,56,0,4
Darrius Barnes,New England Revolution,128,0,0
Edgaras Jankauskas,New England Revolution,48,8,0
Emmanuel Osei,New England Revolution,92,4,0
Emmanuel Osel,New England Revolution,8,0,0
Jay Heaps,New England Revolution,108,4,4
Jeff Larentowicz,New England Revolution,120,4,4
Kevin Alston,New England Revolution,112,0,0
Matt Reis,New England Revolution,104,0,0
Mauricio Castro,New England Revolution,32,0,4
Michael Videira,New England Revolution,48,0,0
Mikokheli Dube,New England Revolution,112,32,0
Nico Colaluca,New England Revolution,24,0,0
Pat Phelan,New England Revolution,92,0,0
Sainey Nyassi,New England Revolution,120,8,4
Shalrie Joseph,New England Revolution,116,36,28
Stephane Assengue,New England Revolution,8,0,0
Steve Ralston,New England Revolution,80,28,24
Taylor Twellman,New England Revolution,8,8,0
Wells Thompson,New England Revolution,108,4,0
