Name,Team,P,G,A
Abdus Ibrahim,Toronto FC,24,0,0
Adrian Serioux,Toronto FC,104,8,4
Ali Gerba,Toronto FC,44,4,4
Amado Guevara,Toronto FC,100,20,12
Amadou Sanyang,Toronto FC,28,0,0
Brian Edwards,Toronto FC,12,0,0
Carl Robinson,Toronto FC,84,0,4
Chad Barrett,Toronto FC,116,20,8
Daniele Dichio,Toronto FC,76,12,8
Dwayne De Rosario,Toronto FC,112,44,20
Emmanuel Gomez,Toronto FC,36,0,0
Jim Brennan,Toronto FC,112,8,0
Johann Smith,Toronto FC,16,0,0
Julian de Guzman,Toronto FC,20,0,0
Kevin Harmse,Toronto FC,48,0,0
Lesly Fellinga,Toronto FC,16,0,0
Marco Velez,Toronto FC,60,0,0
Marvell Wynne,Toronto FC,84,0,12
Nana Attakora-Gyan,Toronto FC,80,8,16
Nick Garcia,Toronto FC,100,0,0
O'Brian White,Toronto FC,36,8,0
Pablo Vitti,Toronto FC,104,8,0
Rohan Ricketts,Toronto FC,48,0,0
Sam Cronin,Toronto FC,108,4,12
Stefan Frei,Toronto FC,104,0,4
