Name,Team,P,G,A
Colin Clark,Colorado Rapids,64,12,8
Conor Casey,Colorado Rapids,96,64,8
Cory Gibbs,Colorado Rapids,80,0,0
Drew Moor,Colorado Rapids,116,12,0
Facundo Ignacio Diz,Colorado Rapids,32,0,0
Greg Dalby,Colorado Rapids,44,0,0
Gregory Richardson,Colorado Rapids,4,0,0
Jacob Peterson,Colorado Rapids,92,8,4
Jamie Smith,Colorado Rapids,16,0,4
Jordan Harvey,Colorado Rapids,120,0,4
Julien Baudet,Colorado Rapids,40,4,0
Kosuke Kimura,Colorado Rapids,104,8,4
Matthew Pickens,Colorado Rapids,76,0,0
Mehdi Ballouchy,Colorado Rapids,108,8,24
Michael Holody,Colorado Rapids,16,4,0
Nick LaBrocca,Colorado Rapids,116,8,4
Omar Cummings,Colorado Rapids,112,32,40
Pablo Mastroeni,Colorado Rapids,100,4,8
Pat Noonan,Colorado Rapids,88,8,4
Preston Burpo,Colorado Rapids,44,0,0
Ross Schunk,Colorado Rapids,12,0,0
Scott Palguta,Colorado Rapids,92,0,0
Terry Cooke,Colorado Rapids,40,4,4
Ty Harden,Colorado Rapids,28,0,0
