Name,Team,P,G,A
Andrew Jacobson,D.C. United,68,0,0
Ange N'Silu,D.C. United,36,4,0
Avery John,D.C. United,20,0,0
Ben Olsen,D.C. United,80,4,0
Brandon Barklage,D.C. United,16,0,0
Bryan Namoff,D.C. United,104,8,12
Chris Pontius,D.C. United,112,16,12
Christian Gomez,D.C. United,108,24,8
Clyde Simms,D.C. United,112,0,0
Danny Szetela,D.C. United,16,0,0
Dejan Janković,D.C. United,92,0,0
Devon McTavish,D.C. United,44,0,0
Fred Da Silva,D.C. United,92,8,12
Greg Janicki,D.C. United,28,0,0
Jaime Moreno,D.C. United,96,36,12
Josh Wicks,D.C. United,76,0,0
Julius James,D.C. United,68,4,0
Lawson Vaughn,D.C. United,12,0,0
Louis Crayton,D.C. United,24,0,0
Luciano Emilio,D.C. United,108,40,4
Marc Burch,D.C. United,104,4,4
Milos Kocic,D.C. United,16,0,0
Rodney Wallace,D.C. United,112,12,8
Santino Quaranta,D.C. United,88,8,16
Thabiso Khumalo,D.C. United,44,0,4
