Name,Team,P,G,A
Abe Thompson,Houston Dynamo FC,36,4,0
Ade Akinbiyi,Houston Dynamo FC,56,0,0
André Hainault,Houston Dynamo FC,92,4,0
Bobby Boswell,Houston Dynamo FC,128,4,0
Brad Davis,Houston Dynamo FC,120,20,32
Brian Ching,Houston Dynamo FC,88,36,12
Brian Mullan,Houston Dynamo FC,112,0,16
Cam Weaver,Houston Dynamo FC,76,16,8
Corey Ashe,Houston Dynamo FC,116,0,4
Craig Waibel,Houston Dynamo FC,52,4,0
Danny Cruz,Houston Dynamo FC,24,0,0
Dominic Oduro,Houston Dynamo FC,88,4,12
Eddie Robinson,Houston Dynamo FC,0,0,0
Erik Ustruck,Houston Dynamo FC,8,0,0
Geoff Cameron,Houston Dynamo FC,128,8,12
Luis Angel Cortes Landin,Houston Dynamo FC,40,4,0
Mike Chabala,Houston Dynamo FC,68,0,8
Pat Onstad,Houston Dynamo FC,132,0,0
Ricardo Clark,Houston Dynamo FC,100,4,0
Richard Mulrooney,Houston Dynamo FC,56,4,0
Ryan Cochrane,Houston Dynamo FC,32,0,0
Stuart Holden,Houston Dynamo FC,116,24,12
Wade Barrett,Houston Dynamo FC,52,0,0
