Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander True,SJ,C,28,3,2,5,-5.0,8,10:03,1,1,33,9.1,,,,,,0,0,0.0
Antti Suomela,SJ,C,31,3,4,7,-1.0,4,11:34,0,0,31,9.7,,,,,,0,0,0.0
Barclay Goodrow C *,SJ,,70,7,24,31,-19.0,34,15:30,3,5,76,9.2,,,,,,0,0,0.0
Brandon Davidson D *,SJ,,3,0,0,0,-2.0,2,12:46,0,0,3,0.0,,,,,,0,0,0.0
Brenden Dillon D *,SJ,,70,5,10,15,-10.0,10,20:17,0,0,74,6.8,,,,,,0,0,0.0
Brent Burns,SJ,D,64,26,21,47,-12.0,122,19:32,14,4,216,12.0,,,,,,1,0,0.0
Dalton Prout,SJ,D,5,0,0,0,-1.0,0,12:45,0,0,4,0.0,,,,,,0,0,0.0
Danil Yurtaykin,SJ,LW,3,0,0,0,-1.0,2,10:49,0,0,0,0.0,,,,,,0,0,0.0
Dylan Gambrell,SJ,C,61,2,9,11,-15.0,30,15:53,0,0,63,3.2,,,,,,0,0,0.0
Erik Karlsson,SJ,D,70,12,33,45,-22.0,34,25:24,5,12,225,5.3,,,,,,1,0,0.0
Evander Kane,SJ,LW,70,22,27,49,-22.0,42,17:16,2,7,199,11.1,,,,,,1,1,100.0
Jake Middleton,SJ,D,12,0,4,4,1.0,2,10:00,0,0,12,0.0,,,,,,0,0,0.0
Joachim Blichfeld,SJ,RW,3,0,1,1,0.0,0,7:24,0,0,5,0.0,,,,,,0,0,0.0
Joe Thornton,SJ,C,70,14,19,33,-33.0,38,16:04,3,6,176,8.0,,,,,,3,1,33.3
Joel Kellman,SJ,C,34,6,2,8,-1.0,32,11:49,1,0,59,10.2,,,,,,0,0,0.0
Jonny Brodzinski,SJ,C,3,1,0,1,0.0,0,9:04,0,0,3,33.3,,,,,,0,0,0.0
Kevin Labanc,SJ,RW,48,16,20,36,-18.0,16,18:26,2,5,117,13.7,,,,,,1,0,0.0
Lean Bergmann,SJ,LW,10,0,2,2,-2.0,9,10:46,0,0,9,0.0,,,,,,0,0,0.0
Logan Couture,SJ,C,56,6,34,40,-15.0,16,24:31,1,12,120,5.0,,,,,,2,0,0.0
Lukas Radil,SJ,LW,2,0,0,0,0.0,7,12:48,0,0,2,0.0,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,66,7,11,18,-12.0,26,13:50,0,0,78,9.0,,,,,,0,0,0.0
Marcus Sorensen,SJ,LW,58,10,10,20,-5.0,12,15:35,1,0,101,9.9,,,,,,0,0,0.0
Mario Ferraro,SJ,D,61,6,6,12,-7.0,20,12:16,0,0,56,10.7,,,,,,0,0,0.0
Maxim Letunov,SJ,C,12,0,1,1,-6.0,4,8:16,0,0,11,0.0,,,,,,0,0,0.0
Melker Karlsson,SJ,C,59,1,13,14,0.0,83,19:21,0,0,48,2.1,,,,,,0,0,0.0
Nikolai Knyzhov,SJ,D,3,0,0,0,0.0,5,5:47,0,0,1,0.0,,,,,,0,0,0.0
Noah Gregor,SJ,LW,38,1,4,5,-10.0,2,13:00,0,1,44,2.3,,,,,,0,0,0.0
Patrick Marleau C *,SJ,,62,8,16,24,-8.0,80,16:22,0,2,94,8.5,,,,,,0,0,0.0
Radim Simek,SJ,D,50,5,6,11,-8.0,17,11:57,0,1,43,11.6,,,,,,0,0,0.0
Stefan Noesen RW *,SJ,,48,2,7,9,-13.0,14,17:10,0,0,40,5.0,,,,,,0,0,0.0
Tim Heed,SJ,D,20,1,6,7,4.0,4,9:41,0,0,18,5.6,,,,,,0,0,0.0
Tomas Hertl,SJ,C,52,16,23,39,0.0,18,18:31,0,9,126,12.7,,,,,,3,0,0.0
Total,SJ,,4,0,0,0,-1.0,0,13:00,0,0,2,0.0,,,,,,0,0,0.0
Trevor Carrick,SJ,D,14,0,0,0,-3.0,8,9:23,0,0,12,0.0,,,,,,0,0,0.0
