Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Kempe,LA,RW,58,18,16,34,-4.0,16,16:36,4,3,165,10.9,,,,,,1,0,0.0
Alec Martinez D *,LA,,17,3,6,9,-10.0,12,15:24,1,2,35,8.6,,,,,,0,0,0.0
Alex Iafallo,LA,LW,70,21,41,62,6.0,16,21:02,7,14,135,15.6,,,,,,4,1,25.0
Austin Wagner,LA,LW,56,6,6,12,-7.0,16,11:54,0,0,92,6.5,,,,,,0,0,0.0
Ben Hutton,LA,D,68,6,10,16,-11.0,10,13:01,0,3,99,6.1,,,,,,2,0,0.0
Blake Lizotte,LA,C,70,5,19,24,-12.0,26,18:50,0,5,127,3.9,,,,,,0,0,0.0
Carl Grundstrom,LA,RW,15,3,2,5,-1.0,2,12:55,0,0,19,15.8,,,,,,0,0,0.0
Derek Forbort D *,LA,,2,0,1,1,0.0,0,12:48,0,0,2,0.0,,,,,,0,0,0.0
Drew Doughty,LA,D,66,17,18,35,-1.0,22,18:24,1,4,169,10.1,,,,,,1,0,0.0
Dustin Brown,LA,RW,70,17,26,43,1.0,14,18:55,6,3,142,12.0,,,,,,0,0,0.0
Gabriel Vilardi,LA,C,17,6,2,8,-1.0,4,13:50,1,0,26,23.1,,,,,,1,0,0.0
Ilya Kovalchuk LW *,LA,,65,6,5,11,-5.0,39,11:44,0,0,124,4.8,,,,,,0,0,0.0
Jaret Anderson-Dolan,LA,C,4,0,0,0,-3.0,2,14:33,0,0,2,0.0,,,,,,0,0,0.0
Jeff Carter,LA,C,69,11,21,32,-10.0,29,16:00,2,8,148,7.4,,,,,,3,1,33.3
Joakim Ryan,LA,D,18,1,4,5,-5.0,2,10:22,0,0,25,4.0,,,,,,0,0,0.0
Kale Clague,LA,D,13,0,1,1,-4.0,4,17:51,0,0,15,0.0,,,,,,0,0,0.0
Kurtis MacDermid,LA,LW,41,1,7,8,-9.0,17,21:31,0,2,59,1.7,,,,,,0,0,0.0
Kyle Clifford LW *,LA,,65,4,12,16,5.0,14,18:15,0,0,114,3.5,,,,,,0,0,0.0
Martin Frk,LA,RW,45,3,5,8,-9.0,47,13:42,0,0,51,5.9,,,,,,0,0,0.0
Matt Luff,LA,RW,10,3,4,7,0.0,4,12:51,1,1,19,15.8,,,,,,1,0,0.0
Matt Roy,LA,D,65,6,17,23,-4.0,20,13:57,2,1,87,6.9,,,,,,0,0,0.0
Michael Amadio,LA,RW,70,4,14,18,16.0,10,18:06,0,1,112,3.6,,,,,,0,0,0.0
Mikey Anderson,LA,D,13,0,4,4,2.0,8,12:45,0,0,16,0.0,,,,,,0,0,0.0
Nikolai Prokhorkin,LA,LW,53,6,8,14,-6.0,45,11:41,0,0,89,6.7,,,,,,0,0,0.0
Paul LaDue,LA,D,6,1,0,1,4.0,0,18:08,0,0,9,11.1,,,,,,0,0,0.0
Sean Walker,LA,D,60,17,10,27,-21.0,36,16:56,3,2,182,9.3,,,,,,0,0,0.0
Tim Schaller C *,LA,,4,0,0,0,-1.0,0,10:15,0,0,2,0.0,,,,,,0,0,0.0
Tobias Bjornfot,LA,D,2,0,0,0,-1.0,0,8:01,0,0,1,0.0,,,,,,0,0,0.0
Total,LA,,3,0,0,0,-4.0,0,12:58,0,0,0,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,43,4,10,14,-6.0,6,12:05,0,3,63,6.3,,,,,,2,1,50.0
Trevor Moore LW *,LA,,35,1,4,5,-10.0,10,19:08,0,0,54,1.9,,,,,,0,0,0.0
Tyler Toffoli C *,LA,,67,7,28,35,-16.0,36,25:49,5,9,141,5.0,,,,,,0,0,0.0
