Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Greene D *,NJ,,68,7,11,18,-21.0,79,22:07,2,4,151,4.6,,,,,,0,0,0.0
Ben Street,NJ,C,12,0,2,2,4.0,4,10:13,0,0,11,0.0,,,,,,0,0,0.0
Blake Coleman LW *,NJ,,69,8,23,31,-20.0,52,22:57,3,7,114,7.0,,,,,,2,1,50.0
Brett Seney,NJ,LW,1,0,0,0,0.0,0,12:04,0,0,0,0.0,,,,,,0,0,0.0
Colton White,NJ,D,2,0,0,0,-1.0,0,9:56,0,0,1,0.0,,,,,,0,0,0.0
Connor Carrick,NJ,D,50,2,5,7,-13.0,23,17:38,0,1,29,6.9,,,,,,0,0,0.0
Dakota Mermis,NJ,D,43,3,1,4,-2.0,77,9:42,0,0,39,7.7,,,,,,0,0,0.0
Damon Severson,NJ,D,65,8,24,32,-12.0,14,16:16,3,5,97,8.2,,,,,,1,0,0.0
Fredrik Claesson,NJ,D,20,0,3,3,-2.0,6,12:08,0,0,14,0.0,,,,,,0,0,0.0
Jack Hughes,NJ,C,68,11,12,23,-19.0,57,13:14,0,0,141,7.8,,,,,,0,0,0.0
Janne Kuokkanen,NJ,C,3,0,1,1,1.0,0,8:07,0,0,4,0.0,,,,,,0,0,0.0
Jesper Boqvist,NJ,C,10,1,3,4,7.0,4,19:13,0,0,17,5.9,,,,,,0,0,0.0
Jesper Bratt,NJ,LW,58,14,22,36,-16.0,12,18:03,2,8,123,11.4,,,,,,1,0,0.0
Joey Anderson,NJ,RW,29,1,5,6,-6.0,17,14:24,0,0,25,4.0,,,,,,0,0,0.0
John Hayden,NJ,C,18,4,2,6,1.0,2,13:13,0,0,21,19.0,,,,,,0,0,0.0
Josh Jacobs,NJ,C,6,0,0,0,-2.0,4,13:59,0,0,2,0.0,,,,,,0,0,0.0
Kevin Rooney,NJ,C,53,2,9,11,1.0,14,20:06,0,0,49,4.1,,,,,,0,0,0.0
Matt Tennyson,NJ,D,35,4,0,4,-11.0,8,10:56,1,0,41,9.8,,,,,,3,2,66.7
Michael McLeod,NJ,C,4,1,1,2,0.0,2,11:21,0,0,8,12.5,,,,,,0,0,0.0
Miles Wood,NJ,LW,47,5,18,23,-12.0,22,21:45,1,9,95,5.3,,,,,,0,0,0.0
Mirco Mueller,NJ,D,49,4,5,9,8.0,20,11:43,0,0,59,6.8,,,,,,0,0,0.0
Nick Merkley,NJ,RW,5,1,1,2,1.0,0,14:29,0,0,1,100.0,,,,,,0,0,0.0
Nico Hischier,NJ,C,66,13,31,44,-15.0,12,14:41,5,10,158,8.2,,,,,,9,6,66.7
Nikita Gusev,NJ,RW,65,25,20,45,-4.0,41,17:06,11,7,155,16.1,,,,,,7,0,0.0
P.K. Subban,NJ,D,56,4,17,21,-8.0,6,17:55,0,1,62,6.5,,,,,,0,0,0.0
Pavel Zacha,NJ,C,60,16,16,32,-6.0,6,13:58,1,5,101,15.8,,,,,,1,1,100.0
Sami Vatanen,NJ,D,61,8,16,24,-17.0,64,15:10,5,4,110,7.3,,,,,,1,0,0.0
Taylor Hall LW *,NJ,,69,9,16,25,-12.0,28,17:05,1,0,72,12.5,,,,,,0,0,0.0
Total,NJ,,2,0,0,0,1.0,2,16:35,0,0,3,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,57,21,10,31,-2.0,40,17:02,1,2,182,11.5,,,,,,0,0,0.0
Wayne Simmonds RW *,NJ,,30,6,19,25,-11.0,20,19:11,2,10,109,5.5,,,,,,4,0,0.0
Will Butcher,NJ,D,61,7,14,21,-26.0,10,15:51,4,5,123,5.7,,,,,,9,2,22.2
