Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adrian Kempe,LAK,R,69,11,21,32,-10,29,960.7246,2,8,2,1,2,148,0.07432,7,18,0.41255,2019-2020
Alec Martinez,LAK,D,51,3,13,16,-4,23,1290.4705,0,4,0,0,0,75,0.04,3,12,,2019-2020
Alex Iafallo,LAK,L,70,17,26,43,1,14,1135.6571,6,3,0,2,3,142,0.11971,11,34,0.47826,2019-2020
Anze Kopitar,LAK,C,70,21,41,62,6,16,1262.4,7,14,1,1,5,135,0.15555,13,40,0.55152,2019-2020
Austin Wagner,LAK,L,65,6,5,11,-5,39,704.5692,0,0,0,0,0,124,0.04838,6,11,0.33333,2019-2020
Ben Hutton,LAK,D,65,4,12,16,5,14,1095.6769,0,0,0,0,1,114,0.03508,4,16,,2019-2020
Ben Hutton,LAK,D,65,4,12,16,5,14,1095.6769,0,0,0,0,1,114,0.03508,4,16,,2019-2020
Blake Lizotte,LAK,C,65,6,17,23,-4,20,837.6,2,1,2,0,0,87,0.06896,2,17,0.5016,2019-2020
Carl Grundstrom,LAK,R,13,0,4,4,2,8,765.8461,0,0,0,0,0,16,0.0,0,4,,2019-2020
Derek Forbort,LAK,D,20,0,1,1,-5,4,1068.75,0,0,0,0,0,22,0.0,0,1,,2019-2020
Drew Doughty,LAK,D,67,7,28,35,-16,36,1549.4179,5,9,0,2,2,141,0.04964,2,20,,2019-2020
Dustin Brown,LAK,R,66,17,18,35,-1,22,1104.3939,1,4,0,0,1,169,0.10059,16,30,0.4375,2019-2020
Gabriel Vilardi,LAK,C,10,3,4,7,0,4,771.0,1,1,0,0,0,19,0.15789,2,5,0.5326,2019-2020
Ilya Kovalchuk,LAK,L,46,10,16,26,-4,18,1017.7608,2,3,0,2,3,115,0.08695,8,21,0.33333,2019-2020
Jaret Anderson-Dolan,LAK,C,4,0,0,0,-1,0,615.5,0,0,0,0,0,2,0.0,0,0,0.38461,2019-2020
Jeff Carter,LAK,C,60,17,10,27,-21,36,1016.0833,3,2,0,1,7,182,0.0934,14,22,0.51206,2019-2020
Joakim Ryan,LAK,D,35,1,4,5,-10,10,1148.6,0,0,0,0,0,54,0.01851,1,5,,2019-2020
Joakim Ryan,LAK,D,35,1,4,5,-10,10,1148.6,0,0,0,0,0,54,0.01851,1,5,,2019-2020
Kale Clague,LAK,D,4,0,0,0,-3,2,873.5,0,0,0,0,0,2,0.0,0,0,,2019-2020
Kurtis MacDermid,LAK,L,45,3,5,8,-9,47,822.8,0,0,0,0,0,51,0.05882,3,7,,2019-2020
Kyle Clifford,LAK,L,69,7,10,17,-7,68,671.4782,0,0,0,0,0,110,0.06363,7,17,0.6,2019-2020
Martin Frk,LAK,R,17,6,2,8,-1,4,830.2941,1,0,0,0,1,26,0.23076,5,7,,2019-2020
Matt Luff,LAK,R,18,1,4,5,-5,2,622.3333,0,0,0,0,0,25,0.04,1,5,0.0,2019-2020
Matt Roy,LAK,D,70,4,14,18,16,10,1086.8428,0,1,0,0,0,112,0.03571,4,17,,2019-2020
Michael Amadio,LAK,R,68,6,10,16,-11,10,781.2352,0,3,0,0,0,99,0.0606,6,13,0.48333,2019-2020
Michael Amadio,LAK,R,68,6,10,16,-11,10,781.2352,0,3,0,0,0,99,0.0606,6,13,0.48333,2019-2020
Mikey Anderson,LAK,D,6,1,0,1,4,0,1088.6666,0,0,0,0,1,9,0.11111,1,1,,2019-2020
Nikolai Prokhorkin,LAK,L,43,4,10,14,-6,6,725.5116,0,3,0,0,1,63,0.06349,4,11,0.47641,2019-2020
Paul LaDue,LAK,D,2,0,1,1,0,0,768.0,0,0,0,0,0,2,0.0,0,1,,2019-2020
Sean Walker,LAK,D,70,5,19,24,-12,26,1130.2,0,5,0,0,0,127,0.03937,5,19,,2019-2020
Tim Schaller,LAK,L,53,5,1,6,-14,14,693.7924,0,0,1,0,0,49,0.10204,4,5,0.38888,2019-2020
Tobias Bjornfot,LAK,D,3,0,0,0,-4,0,778.3333,0,0,0,0,0,0,,0,0,,2019-2020
Trevor Lewis,LAK,C,56,6,6,12,-7,16,714.0535,0,0,0,0,1,92,0.06521,6,12,0.38793,2019-2020
Trevor Moore,LAK,L,42,6,4,10,-4,6,773.8809,0,0,0,0,0,60,0.1,6,9,0.28571,2019-2020
Tyler Toffoli,LAK,C,68,24,20,44,-1,20,1010.9117,5,5,0,1,4,203,0.11822,19,34,0.28571,2019-2020
