Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexei Zhamnov,WIN,C,64,24,38,62,-4,73,,5,23,0,0,2,210,0.11428,19,34,,1995-1996
Brent Thompson,WIN,D,10,0,1,1,-2,21,,0,0,0,0,0,7,0.0,0,1,,1995-1996
Chad Kilger,WIN,L,4,1,0,1,0,0,,0,0,0,0,1,2,0.5,1,1,,1995-1996
Chad Kilger,WIN,L,74,7,10,17,-4,34,,0,0,0,0,1,57,0.1228,7,17,,1995-1996
Craig Janney,WIN,C,6,1,2,3,0,0,,0,0,0,0,0,6,0.16666,1,3,,1995-1996
Craig Janney,WIN,C,84,20,62,82,-33,26,,7,28,0,0,2,91,0.21978,13,47,,1995-1996
Craig Mills,WIN,R,5,0,2,2,0,0,,0,0,0,0,0,0,,0,2,,1995-1996
Craig Muni,WIN,D,6,0,1,1,-2,2,,0,0,0,0,0,1,0.0,0,1,,1995-1996
Craig Muni,WIN,D,72,1,7,8,-6,106,,0,0,0,0,0,41,0.02439,1,8,,1995-1996
Dallas Drake,WIN,R,72,19,20,39,-9,36,,4,3,4,1,2,124,0.15322,11,27,,1995-1996
Dallas Eakins,WIN,D,18,0,1,1,-1,34,,0,0,0,0,0,6,0.0,0,1,,1995-1996
Darren Turcotte,WIN,C,68,22,21,43,5,30,,2,6,1,0,4,167,0.13173,19,33,,1995-1996
Darrin Shannon,WIN,L,69,6,18,24,-5,34,,0,1,0,0,1,76,0.07894,6,23,,1995-1996
Darryl Shannon,WIN,D,74,4,13,17,15,92,,0,1,0,0,0,59,0.06779,4,14,,1995-1996
Dave Manson,WIN,D,88,9,24,33,11,235,,3,6,0,0,1,201,0.04477,6,24,,1995-1996
Denis Chasse,WIN,R,60,3,0,3,-14,125,,1,0,0,0,1,31,0.09677,2,2,,1995-1996
Deron Quint,WIN,D,51,5,13,18,-2,22,,2,5,0,0,0,97,0.05154,3,11,,1995-1996
Ed Ronan,WIN,R,17,0,0,0,-3,16,,0,0,0,0,0,13,0.0,0,0,,1995-1996
Eddie Olczyk,WIN,R,57,28,24,52,0,71,,16,2,0,0,1,162,0.17283,12,34,,1995-1996
Iain Fraser,WIN,C,16,1,1,2,1,4,,0,0,0,0,0,12,0.08333,1,2,,1995-1996
Igor Korolev,WIN,C,79,22,32,54,-1,42,,8,7,0,0,5,169,0.13017,14,39,,1995-1996
Jason Doig,WIN,D,15,1,1,2,-2,28,,0,0,0,0,0,7,0.14285,1,2,,1995-1996
Jeff Finley,WIN,D,71,1,5,6,-6,85,,0,0,0,0,0,30,0.03333,1,6,,1995-1996
Jim McKenzie,WIN,L,74,4,2,6,-4,204,,0,0,0,0,0,28,0.14285,4,6,,1995-1996
Keith Tkachuk,WIN,L,82,51,50,101,11,178,,20,21,2,0,6,265,0.19245,29,57,,1995-1996
Kris King,WIN,L,86,9,12,21,-6,155,,0,0,1,0,2,92,0.09782,8,18,,1995-1996
Michal Grosek,WIN,L,23,6,4,10,-1,31,,2,3,0,0,1,34,0.17647,4,5,,1995-1996
Mike Eastwood,WIN,C,86,14,15,29,-15,22,,2,1,0,0,3,96,0.14583,12,26,,1995-1996
Mike Stapleton,WIN,C,64,10,14,24,-5,58,,3,0,1,0,0,92,0.10869,6,20,,1995-1996
Neil Wilkinson,WIN,D,62,3,14,17,12,120,,0,0,1,0,1,59,0.05084,2,16,,1995-1996
Norm MacIver,WIN,D,6,1,0,1,3,2,,0,0,0,0,0,10,0.1,1,1,,1995-1996
Norm MacIver,WIN,D,71,7,46,53,6,58,,3,25,0,0,0,79,0.0886,4,23,,1995-1996
Oleg Tverdovsky,WIN,D,6,0,1,1,-2,0,,0,0,0,0,0,8,0.0,0,1,,1995-1996
Oleg Tverdovsky,WIN,D,82,7,23,30,-7,41,,2,6,0,0,0,119,0.05882,5,22,,1995-1996
Randy Gilhen,WIN,C,22,2,3,5,1,12,,0,0,0,0,0,26,0.07692,2,5,,1995-1996
Ravil Gusmanov,WIN,R,4,0,0,0,-3,0,,0,0,0,0,0,6,0.0,0,0,,1995-1996
Rob Murray,WIN,C,1,0,0,0,-1,2,,0,0,0,0,0,1,0.0,0,0,,1995-1996
Shane Doan,WIN,R,80,7,10,17,-9,107,,1,3,0,1,3,108,0.06481,6,13,,1995-1996
Stewart Malgunas,WIN,D,30,0,1,1,-10,32,,0,0,0,0,0,13,0.0,0,1,,1995-1996
Teemu Selanne,WIN,R,79,40,68,108,5,22,,9,39,1,0,5,267,0.14981,30,59,,1995-1996
Teppo Numminen,WIN,D,80,11,43,54,-7,24,,6,22,0,0,3,171,0.06432,5,25,,1995-1996
