Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Yegorov,SJ,C,60,1,4,5,-10.0,40,0:00,1,0,59,1.7,,,,,,0,0,0.0
Andrei Nazarov,SJ,RW,78,12,4,16,-4.0,192,0:00,0,0,84,14.3,,,,,,0,0,0.0
Chris Tancill,SJ,LW,57,4,19,23,-18.0,50,0:00,3,9,94,4.3,,,,,,0,0,0.0
Darren Turcotte C *,SJ,,31,2,11,13,-7.0,14,0:00,0,1,58,3.4,,,,,,0,0,0.0
Dave Brown,SJ,RW,7,1,3,4,2.0,4,0:00,1,2,21,4.8,,,,,,0,0,0.0
Dody Wood,SJ,C,11,8,3,11,4.0,0,0:00,2,0,20,40.0,,,,,,0,0,0.0
Doug Bodger D *,SJ,,59,16,12,28,-21.0,27,0:00,5,4,103,15.5,,,,,,0,0,0.0
Igor Larionov C *,SJ,,9,3,0,3,-1.0,4,0:00,0,0,18,16.7,,,,,,0,0,0.0
Jamie Baker,SJ,C,71,8,31,39,-23.0,42,0:00,4,13,94,8.5,,,,,,0,0,0.0
Jan Caloun,SJ,RW,9,6,5,11,8.0,4,0:00,0,1,33,18.2,,,,,,0,0,0.0
Jay More,SJ,D,32,3,6,9,0.0,138,0:00,0,0,33,9.1,,,,,,0,0,0.0
Jeff Friesen,SJ,LW,51,27,19,46,-19.0,10,0:00,12,6,170,15.9,,,,,,0,0,0.0
Jeff Odgers,SJ,RW,32,1,16,17,-3.0,28,0:00,0,6,35,2.9,,,,,,0,0,0.0
Jim Kyte,SJ,D,27,1,7,8,-16.0,18,0:00,0,2,11,9.1,,,,,,0,0,0.0
Kevin Miller C *,SJ,,79,15,31,46,-18.0,42,0:00,2,8,123,12.2,,,,,,0,0,0.0
Marcus Ragnarsson,SJ,D,60,17,24,41,-23.0,16,0:00,4,8,106,16.0,,,,,,0,0,0.0
Michal Sykora,SJ,D,74,13,8,21,-17.0,39,0:00,0,0,73,17.8,,,,,,0,0,0.0
Mike Rathje,SJ,D,57,1,7,8,-12.0,146,0:00,0,0,32,3.1,,,,,,0,0,0.0
Owen Nolan RW *,SJ,,71,13,49,62,-35.0,26,0:00,5,20,78,16.7,,,,,,0,0,0.0
Pat Falloon RW *,SJ,,37,3,1,4,4.0,46,0:00,0,0,8,37.5,,,,,,0,0,0.0
Ray Sheppard RW *,SJ,,72,29,32,61,-30.0,137,0:00,12,12,184,15.8,,,,,,0,0,0.0
Ray Whitney,SJ,LW,68,22,20,42,-10.0,41,0:00,2,9,146,15.1,,,,,,0,0,0.0
Sandis Ozolinsh D *,SJ,,9,3,2,5,-5.0,2,0:00,2,0,10,30.0,,,,,,0,0,0.0
Sergei Bautin,SJ,D,4,1,1,2,-6.0,0,0:00,1,0,5,20.0,,,,,,0,0,0.0
Shean Donovan,SJ,RW,45,7,16,23,-11.0,20,0:00,0,2,93,7.5,,,,,,0,0,0.0
Tom Pederson,SJ,C,27,0,7,7,-16.0,14,0:00,0,4,26,0.0,,,,,,0,0,0.0
Total,SJ,,1,0,0,0,-1.0,2,0:00,0,0,0,0.0,,,,,,0,0,0.0
Ulf Dahlen,SJ,LW,77,16,17,33,-20.0,79,0:00,2,0,117,13.7,,,,,,0,0,0.0
Viktor Kozlov,SJ,RW,79,4,16,20,-14.0,54,0:00,1,0,80,5.0,,,,,,0,0,0.0
Ville Peltonen,SJ,LW,42,7,7,14,-15.0,62,0:00,2,2,55,12.7,,,,,,0,0,0.0
Vlastimil Kroupa,SJ,D,74,2,7,9,-33.0,147,0:00,0,0,67,3.0,,,,,,0,0,0.0
Yves Racine D *,SJ,,62,6,13,19,-14.0,6,0:00,1,4,107,5.6,,,,,,0,0,0.0
