Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Burt,CAR,D,59,10,12,22,-4.0,47,0:00,1,3,108,9.3,,,,,,0,0,0.0
Alexander Godynyuk,CAR,D,3,0,0,0,-1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Andrei Nikolishin,CAR,C,81,29,29,58,-5.0,78,0:00,12,16,247,11.7,,,,,,0,0,0.0
Andrew Cassels,CAR,C,81,34,31,65,0.0,40,0:00,6,15,314,10.8,,,,,,0,0,0.0
Brad McCrimmon,CAR,D,79,1,9,10,7.0,88,0:00,0,0,93,1.1,,,,,,0,0,0.0
Brian Glynn,CAR,D,55,2,4,6,-4.0,230,0:00,0,0,19,10.5,,,,,,0,0,0.0
Frantisek Kucera D *,CAR,,35,5,4,9,0.0,6,0:00,0,0,46,10.9,,,,,,0,0,0.0
Geoff Sanderson,CAR,LW,74,44,34,78,2.0,125,0:00,17,14,280,15.7,,,,,,0,0,0.0
Gerald Diduck,CAR,D,68,2,10,12,10.0,138,0:00,0,0,62,3.2,,,,,,0,0,0.0
Glen Featherstone,CAR,D,78,4,9,13,-4.0,121,0:00,0,1,90,4.4,,,,,,0,0,0.0
Glen Wesley,CAR,D,65,8,19,27,-3.0,40,0:00,1,3,65,12.3,,,,,,0,0,0.0
Jason McBain,CAR,D,11,1,0,1,1.0,0,0:00,0,0,9,11.1,,,,,,0,0,0.0
Jeff O'Neill,CAR,RW,73,10,20,30,-2.0,14,0:00,0,2,126,7.9,,,,,,0,0,0.0
Jeff Randall Brown D *,CAR,,77,22,28,50,-2.0,6,0:00,8,9,203,10.8,,,,,,0,0,0.0
Jimmy Carson,CAR,C,29,1,2,3,-11.0,31,0:00,0,0,43,2.3,,,,,,0,0,0.0
Jocelyn Lemieux RW *,CAR,,21,2,1,3,-5.0,8,0:00,1,0,27,7.4,,,,,,0,0,0.0
Kelly Chase,CAR,RW,53,3,4,7,-3.0,254,0:00,0,0,43,7.0,,,,,,0,0,0.0
Kevin Dineen RW *,CAR,,58,3,6,9,15.0,62,0:00,0,0,39,7.7,,,,,,0,0,0.0
Kevin Smyth,CAR,LW,23,1,3,4,-3.0,8,0:00,0,0,27,3.7,,,,,,0,0,0.0
Marek Malik,CAR,D,3,0,0,0,-1.0,2,0:00,0,0,1,0.0,,,,,,0,0,0.0
Mark Janssens,CAR,C,20,2,7,9,7.0,67,0:00,0,2,35,5.7,,,,,,0,0,0.0
Nelson Emerson,CAR,RW,81,20,43,63,7.0,39,0:00,6,17,135,14.8,,,,,,0,0,0.0
Paul Ranheim,CAR,RW,48,7,31,38,1.0,38,0:00,5,18,115,6.1,,,,,,0,0,0.0
Robert Kron,CAR,C,61,14,37,51,-3.0,34,0:00,4,12,83,16.9,,,,,,0,0,0.0
Sami Kapanen,CAR,RW,81,2,7,9,-13.0,155,0:00,0,0,63,3.2,,,,,,0,0,0.0
Scott Daniels,CAR,LW,30,2,6,8,-3.0,10,0:00,0,2,43,4.7,,,,,,0,0,0.0
Steve Martins,CAR,C,54,0,4,4,-15.0,44,0:00,0,3,46,0.0,,,,,,0,0,0.0
Steven Rice,CAR,RW,68,8,16,24,-8.0,88,0:00,6,9,129,6.2,,,,,,0,0,0.0
Total,CAR,,7,0,0,0,-3.0,4,0:00,0,0,2,0.0,,,,,,0,0,0.0
