Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Bill Guerin,NJ,RW,81,26,35,61,-2.0,98,0:00,6,11,192,13.5,,,,,,0,0,0.0
Bob Carpenter,NJ,C,57,3,8,11,4.0,146,0:00,0,0,41,7.3,,,,,,0,0,0.0
Bobby Holik,NJ,C,73,20,12,32,-8.0,30,0:00,3,1,192,10.4,,,,,,0,0,0.0
Brian Rolston,NJ,RW,82,5,23,28,7.0,100,0:00,2,8,174,2.9,,,,,,0,0,0.0
Cale Hulse D *,NJ,,18,0,1,1,-7.0,4,0:00,0,0,20,0.0,,,,,,0,0,0.0
Dave Andreychuk LW *,NJ,,61,6,9,15,-10.0,107,0:00,3,2,86,7.0,,,,,,0,0,0.0
Denis Pederson,NJ,RW,23,1,5,6,2.0,79,0:00,0,0,8,12.5,,,,,,0,0,0.0
Esa Tikkanen LW *,NJ,,6,2,1,3,1.0,0,0:00,0,0,9,22.2,,,,,,0,0,0.0
Jason Smith,NJ,D,10,3,1,4,-1.0,0,0:00,1,0,6,50.0,,,,,,0,0,0.0
Jim Dowd C *,NJ,,53,1,12,13,0.0,14,0:00,0,5,90,1.1,,,,,,0,0,0.0
Jocelyn Lemieux RW *,NJ,,9,0,2,2,-6.0,4,0:00,0,1,15,0.0,,,,,,0,0,0.0
John MacLean,NJ,RW,80,23,30,53,7.0,116,0:00,8,5,216,10.6,,,,,,0,0,0.0
Ken Daneyko,NJ,D,41,0,6,6,4.0,28,0:00,0,2,29,0.0,,,,,,0,0,0.0
Kevin Dean,NJ,D,16,5,4,9,3.0,8,0:00,2,2,23,21.7,,,,,,0,0,0.0
Mike Peluso,NJ,LW,28,4,9,13,-1.0,17,0:00,0,0,41,9.8,,,,,,0,0,0.0
Neal Broten,NJ,C,58,13,11,24,9.0,8,0:00,3,4,139,9.4,,,,,,0,0,0.0
Patrik Elias,NJ,C,8,0,0,0,-2.0,15,0:00,0,0,5,0.0,,,,,,0,0,0.0
Petr Sykora,NJ,RW,76,20,28,48,3.0,91,0:00,3,12,237,8.4,,,,,,0,0,0.0
Phil Housley D *,NJ,,76,11,10,21,7.0,145,0:00,3,0,97,11.3,,,,,,0,0,0.0
Randy McKay,NJ,RW,64,2,21,23,1.0,18,0:00,2,13,112,1.8,,,,,,0,0,0.0
Reid Simpson,NJ,LW,80,2,4,6,-10.0,115,0:00,0,1,67,3.0,,,,,,0,0,0.0
Ricard Persson,NJ,D,64,2,1,3,5.0,86,0:00,0,0,52,3.8,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,63,18,24,42,7.0,32,0:00,8,11,128,14.1,,,,,,0,0,0.0
Scott Pellerin,NJ,LW,12,2,1,3,5.0,8,0:00,1,1,41,4.9,,,,,,0,0,0.0
Scott Stevens,NJ,D,63,13,17,30,9.0,58,0:00,1,3,157,8.3,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,52,5,5,10,-10.0,14,0:00,0,0,63,7.9,,,,,,0,0,0.0
Shawn Chambers,NJ,D,55,7,16,23,-3.0,14,0:00,1,5,73,9.6,,,,,,0,0,0.0
Stephane Richer,NJ,RW,79,8,25,33,5.0,46,0:00,6,10,179,4.5,,,,,,0,0,0.0
Steve Sullivan,NJ,LW,50,4,5,9,-2.0,26,0:00,0,0,51,7.8,,,,,,0,0,0.0
Tommy Albelin D *,NJ,,15,8,5,13,2.0,10,0:00,2,0,41,19.5,,,,,,0,0,0.0
Total,NJ,,1,0,0,0,-1.0,0,0:00,0,0,2,0.0,,,,,,0,0,0.0
Valeri Zelepukin,NJ,LW,22,1,15,16,-4.0,8,0:00,0,8,50,2.0,,,,,,0,0,0.0
