Name,Team,P,G,A
Charles N'Zogbia,Newcastle United,0.0,0.0,5.0
Geremi,Newcastle United,0.0,0.0,5.0
Mark Viduka,Newcastle United,26.0,7.0,0.0
Michael Owen,Newcastle United,29.0,11.0,0.0
Obafemi Martins,Newcastle United,31.0,9.0,0.0
