Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andreas Johansson LW *,TB,,14,3,3,6,-7.0,21,16:10,1,0,23,13.0,,,,,,0,0,0.0
Andrei Skopintsev,TB,D,5,0,0,0,-1.0,2,2:14,0,0,2,0.0,,,,,,0,0,0.0
Andrei Zyuzin,TB,D,20,7,5,12,2.0,4,14:31,1,2,47,14.9,,,,,,0,0,0.0
Ben Clymer,TB,LW,41,3,6,9,-21.0,37,13:09,0,0,30,10.0,,,,,,0,0,0.0
Bill Houlder D *,TB,,28,2,2,4,-8.0,36,11:11,1,1,42,4.8,,,,,,0,0,0.0
Brian Holzinger C *,TB,,60,2,6,8,-26.0,87,19:15,2,1,98,2.0,,,,,,0,0,0.0
Bruce Gardiner RW *,TB,,29,5,5,10,-7.0,28,12:21,0,0,42,11.9,,,,,,0,0,0.0
Bryan Muir D *,TB,,46,1,1,2,-12.0,56,15:37,0,0,23,4.3,,,,,,0,0,0.0
Chris Gratton F *,TB,,67,19,25,44,-29.0,86,19:18,6,8,126,15.1,,,,,,0,0,0.0
Chris McAlpine D *,TB,,8,1,1,2,-1.0,0,6:07,0,0,5,20.0,,,,,,0,0,0.0
Colin Forbes LW *,TB,,10,0,0,0,-1.0,39,2:08,0,0,0,0.0,,,,,,0,0,0.0
Cory Sarich D *,TB,,30,1,1,2,-8.0,32,18:33,0,0,32,3.1,,,,,,0,0,0.0
Dale Rominski,TB,RW,26,1,0,1,-3.0,103,4:27,0,0,13,7.7,,,,,,0,0,0.0
Dan Kesa,TB,RW,46,6,10,16,2.0,11,11:04,2,1,52,11.5,,,,,,0,0,0.0
Darcy Tucker RW *,TB,,58,14,27,41,-24.0,121,19:40,4,6,168,8.3,,,,,,0,0,0.0
Dwayne Hay RW *,TB,,18,1,2,3,1.0,20,13:11,0,0,22,4.5,,,,,,0,0,0.0
Fredrik Modin,TB,LW,80,25,42,67,-25.0,43,19:02,6,22,166,15.1,,,,,,0,0,0.0
Gordie Dwyer,TB,LW,3,0,1,1,1.0,2,8:23,0,0,0,0.0,,,,,,0,0,0.0
Ian Herbers D *,TB,,4,0,0,0,-4.0,6,14:07,0,0,0,0.0,,,,,,0,0,0.0
Jaroslav Svejkovsky LW *,TB,,34,2,9,11,-11.0,33,19:41,0,3,47,4.3,,,,,,0,0,0.0
Jassen Cullimore,TB,D,10,1,1,2,-5.0,10,18:23,0,0,5,20.0,,,,,,0,0,0.0
Jeff Shevalier,TB,LW,8,0,1,1,-2.0,4,16:47,0,0,3,0.0,,,,,,0,0,0.0
Kaspars Astashenko,TB,D,24,0,1,1,-6.0,135,4:56,0,0,7,0.0,,,,,,0,0,0.0
Kyle Freadrich,TB,LW,37,0,0,0,-12.0,45,15:05,0,0,11,0.0,,,,,,0,0,0.0
Marek Posmyk,TB,D,11,1,2,3,-3.0,4,10:31,1,1,10,10.0,,,,,,0,0,0.0
Matt Elich,TB,RW,5,0,2,2,1.0,2,7:50,0,0,6,0.0,,,,,,0,0,0.0
Michael Nylander C *,TB,,14,1,2,3,-3.0,2,21:28,1,1,21,4.8,,,,,,0,0,0.0
Mike Johnson RW *,TB,,55,11,13,24,-14.0,34,16:11,3,3,100,11.0,,,,,,0,0,0.0
Mike Sillinger C *,TB,,80,22,26,48,-26.0,18,15:19,3,9,167,13.2,,,,,,0,0,0.0
Nils Ekman,TB,LW,28,2,3,5,-9.0,6,17:34,1,0,23,8.7,,,,,,0,0,0.0
Paul Mara,TB,D,28,10,12,22,-2.0,4,20:33,4,5,43,23.3,,,,,,0,0,0.0
Pavel Kubina,TB,D,68,11,22,33,-18.0,24,16:35,1,5,94,11.7,,,,,,0,0,0.0
Pavel Torgajev LW *,TB,,13,1,1,2,0.0,2,6:03,0,0,11,9.1,,,,,,0,0,0.0
Petr Svoboda,TB,D,69,8,18,26,-19.0,93,22:05,6,9,128,6.3,,,,,,0,0,0.0
Reid Simpson,TB,LW,14,0,2,2,-9.0,2,11:02,0,0,5,0.0,,,,,,0,0,0.0
Robert Petrovicky,TB,C,54,7,11,18,-27.0,73,21:45,4,4,78,9.0,,,,,,0,0,0.0
Ryan Johnson C *,TB,,4,0,2,2,2.0,0,11:28,0,0,6,0.0,,,,,,0,0,0.0
Sergei Gusev,TB,D,17,2,3,5,-4.0,25,14:21,0,0,35,5.7,,,,,,0,0,0.0
Shawn Burr,TB,LW,17,0,2,2,-8.0,42,20:41,0,0,20,0.0,,,,,,0,0,0.0
Stan Drulia,TB,RW,50,14,20,34,-15.0,108,19:58,1,6,98,14.3,,,,,,0,0,0.0
Stephane Richer RW *,TB,,57,5,7,12,-11.0,37,13:27,0,0,62,8.1,,,,,,0,0,0.0
Stephen Guolla LW *,TB,,43,7,10,17,2.0,14,9:41,1,2,50,14.0,,,,,,0,0,0.0
Steve Martins C *,TB,,50,4,10,14,-11.0,21,13:16,0,0,55,7.3,,,,,,0,0,0.0
Todd Warriner LW *,TB,,70,2,23,25,-11.0,170,22:56,2,9,93,2.2,,,,,,0,0,0.0
Total,TB,,2,0,0,0,-2.0,0,8:41,0,0,1,0.0,,,,,,0,0,0.0
Viacheslav Butsayev C *,TB,,8,0,0,0,-4.0,18,8:52,0,0,3,0.0,,,,,,0,0,0.0
Wayne Primeau LW *,TB,,12,2,3,5,1.0,8,10:49,0,1,11,18.2,,,,,,0,0,0.0
