Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Mogilny RW *,NJ,,20,3,4,7,-6.0,8,10:58,0,0,20,15.0,,,,,,0,0,0.0
Bobby Holik,NJ,C,76,22,34,56,22.0,51,17:05,7,8,244,9.0,,,,,,0,0,0.0
Brad Bombardir,NJ,D,17,1,4,5,1.0,19,20:17,1,1,11,9.1,,,,,,0,0,0.0
Brendan Morrison C *,NJ,,53,10,16,26,1.0,18,13:42,0,2,55,18.2,,,,,,0,0,0.0
Brian Rafalski,NJ,D,70,17,21,38,-3.0,86,17:54,7,5,221,7.7,,,,,,0,0,0.0
Brian Rolston RW *,NJ,,32,3,1,4,-6.0,6,15:53,0,1,24,12.5,,,,,,0,0,0.0
Claude Lemieux RW *,NJ,,71,7,31,38,19.0,48,24:20,1,8,109,6.4,,,,,,0,0,0.0
Colin White,NJ,D,11,3,1,4,-2.0,0,19:08,1,1,33,9.1,,,,,,0,0,0.0
Denis Pederson RW *,NJ,,12,3,3,6,-4.0,4,17:04,2,0,35,8.6,,,,,,0,0,0.0
Deron Quint D *,NJ,,6,0,2,2,2.0,2,17:20,0,1,10,0.0,,,,,,0,0,0.0
Eric Bertrand LW *,NJ,,1,0,0,0,0.0,0,4:28,0,0,0,0.0,,,,,,0,0,0.0
Jason Arnott,NJ,C,79,25,43,68,24.0,26,17:06,5,13,222,11.3,,,,,,0,0,0.0
Jay Pandolfo,NJ,LW,69,6,10,16,-2.0,184,6:45,1,0,61,9.8,,,,,,0,0,0.0
John Madden,NJ,C,44,5,21,26,8.0,8,16:08,2,7,79,6.3,,,,,,0,0,0.0
Ken Daneyko,NJ,D,35,3,3,6,-7.0,16,10:42,0,0,41,7.3,,,,,,0,0,0.0
Ken Sutton,NJ,D,21,2,1,3,3.0,40,14:45,0,0,29,6.9,,,,,,0,0,0.0
Krzysztof Oliwa,NJ,LW,57,1,15,16,-10.0,104,16:41,0,2,59,1.7,,,,,,0,0,0.0
Lyle Odelein D *,NJ,,64,9,11,20,0.0,20,13:23,1,1,84,10.7,,,,,,0,0,0.0
Petr Sykora,NJ,RW,82,19,51,70,14.0,78,16:20,7,20,204,9.3,,,,,,0,0,0.0
Randy McKay,NJ,RW,79,23,23,46,7.0,106,16:52,7,6,257,8.9,,,,,,0,0,0.0
Scott Gomez,NJ,C,72,35,37,72,16.0,58,17:27,9,15,183,19.1,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,67,16,23,39,8.0,80,15:38,3,4,116,13.8,,,,,,0,0,0.0
Scott Stevens,NJ,D,75,5,27,32,21.0,28,18:50,1,6,128,3.9,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,74,16,9,25,7.0,6,11:39,0,0,115,13.9,,,,,,0,0,0.0
Sergei Nemchinov,NJ,C,78,8,21,29,30.0,103,23:22,0,1,133,6.0,,,,,,0,0,0.0
Sheldon Souray D *,NJ,,71,7,8,15,0.0,4,13:25,0,0,86,8.1,,,,,,0,0,0.0
Steve Kelly,NJ,C,2,0,0,0,1.0,0,16:04,0,0,2,0.0,,,,,,0,0,0.0
Total,NJ,,4,0,0,0,-1.0,0,7:46,0,0,1,0.0,,,,,,0,0,0.0
Vadim Sharifijanov RW *,NJ,,52,0,8,8,-6.0,70,17:11,0,2,74,0.0,,,,,,0,0,0.0
Vladimir Malakhov D *,NJ,,78,0,6,6,13.0,98,18:05,0,0,74,0.0,,,,,,0,0,0.0
Willie Mitchell,NJ,D,4,1,0,1,-2.0,2,16:25,0,0,6,16.7,,,,,,0,0,0.0
