Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Ward,DET,D,39,1,3,4,-4,24,732.6666,0,0,0,0,0,26,0.03846,1,4,,1999-2000
B.J. Young,DET,R,1,0,0,0,0,0,64.0,0,0,0,0,0,1,0.0,0,0,1.0,1999-2000
Brendan Shanahan,DET,L,87,44,39,83,24,115,1108.4942,13,18,1,1,9,324,0.1358,30,49,0.5,1999-2000
Brent Gilchrist,DET,L,30,4,2,6,-2,30,650.2666,0,0,0,0,0,40,0.1,4,6,0.50769,1999-2000
Chris Chelios,DET,D,90,3,32,35,45,111,1509.2333,0,4,0,0,0,146,0.02054,3,29,,1999-2000
Darren McCarty,DET,R,33,6,7,13,4,60,828.0606,0,0,0,0,1,47,0.12765,6,13,0.0,1999-2000
Darryl Laplante,DET,C,30,0,6,6,-2,10,574.5,0,0,0,0,0,19,0.0,0,6,0.53448,1999-2000
Darryl Laplante,DET,C,30,0,6,6,-2,10,574.5,0,0,0,0,0,19,0.0,0,6,0.53448,1999-2000
Doug Brown,DET,R,54,10,9,19,8,12,767.5555,0,0,1,0,0,71,0.14084,9,17,0.41052,1999-2000
Igor Larionov,DET,C,88,10,40,50,11,34,941.1136,4,13,0,0,4,74,0.13513,6,32,0.42643,1999-2000
Jesse Wallin,DET,D,1,0,0,0,-2,0,1162.0,0,0,0,0,0,0,,0,0,,1999-2000
Jiri Fischer,DET,D,52,0,8,8,1,45,651.2307,0,0,0,0,0,41,0.0,0,8,,1999-2000
Kirk Maltby,DET,L,49,6,9,15,1,28,812.6122,0,0,2,0,1,79,0.07594,4,13,0.5,1999-2000
Kris Draper,DET,C,60,7,7,14,7,34,788.8333,0,0,0,0,3,92,0.07608,7,14,0.58517,1999-2000
Larry Murphy,DET,D,90,12,33,45,5,47,1310.1,8,10,1,0,0,162,0.07407,3,26,1.0,1999-2000
Marc Rodgers,DET,R,21,1,1,2,-3,10,475.1904,0,0,0,0,0,17,0.05882,1,2,1.0,1999-2000
Martin Lapointe,DET,R,91,19,26,45,16,141,881.8791,3,9,1,1,3,139,0.13669,15,32,0.53918,1999-2000
Mathieu Dandenault,DET,R,87,6,12,18,-10,22,715.0574,0,0,0,0,0,99,0.0606,6,17,1.0,1999-2000
Nicklas Lidstrom,DET,D,90,22,57,79,13,22,1598.7666,10,26,4,0,3,239,0.09205,8,38,,1999-2000
Pat Verbeek,DET,R,77,23,27,50,18,97,960.3246,8,6,0,0,6,150,0.15333,15,36,0.0,1999-2000
Sergei Fedorov,DET,C,77,31,39,70,10,26,1210.2597,6,18,4,1,8,297,0.10437,21,41,0.5383,1999-2000
Stacy Roest,DET,C,52,7,9,16,-1,12,585.2307,1,0,0,0,1,58,0.12068,6,15,0.55882,1999-2000
Steve Duchesne,DET,D,88,10,35,45,14,52,1261.6704,1,15,0,1,1,168,0.05952,9,29,0.0,1999-2000
Steve Yzerman,DET,C,86,35,48,83,24,34,1275.1046,15,18,2,0,6,254,0.13779,18,46,0.57225,1999-2000
Todd Gill,DET,D,9,0,1,1,2,4,602.3333,0,0,0,0,0,7,0.0,0,1,,1999-2000
Todd Gill,DET,D,54,3,6,9,-8,45,958.2407,0,0,0,0,2,61,0.04918,3,9,1.0,1999-2000
Tomas Holmstrom,DET,L,81,16,23,39,7,59,723.4938,5,7,0,0,2,85,0.18823,11,27,,1999-2000
Vyacheslav Kozlov,DET,L,80,20,19,39,8,40,898.225,5,4,0,0,4,183,0.10928,15,30,0.35714,1999-2000
Yan Golubovsky,DET,D,21,1,2,3,3,8,534.2857,0,0,0,0,0,7,0.14285,1,3,,1999-2000
Yuri Butsayev,DET,L,57,5,3,8,-6,12,575.8596,0,0,0,0,0,46,0.10869,5,8,0.40909,1999-2000
