Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alex Newhook,MTL,C,55,15,19,34,-11,18,1015.5818,2,6,0,0,2,85,0.17647,13,26,0.46544,2023-2024
Arber Xhekaj,MTL,D,44,3,7,10,6,81,955.6363,0,0,0,0,0,61,0.04918,3,10,,2023-2024
Brandon Gignac,MTL,C,7,1,0,1,-3,0,698.7142,0,0,0,0,0,7,0.14285,1,1,0.45283,2023-2024
Brendan Gallagher,MTL,R,77,16,15,31,-24,74,827.4415,1,3,0,0,2,154,0.10389,15,27,0.41176,2023-2024
Christian Dvorak,MTL,C,30,5,4,9,-5,4,931.8666,1,0,0,0,0,35,0.14285,4,8,0.57771,2023-2024
Cole Caufield,MTL,R,82,28,37,65,-4,16,1165.2317,9,12,0,3,7,314,0.08917,19,44,0.4375,2023-2024
Colin White,MTL,C,28,0,0,0,-5,4,571.3571,0,0,0,0,0,16,0.0,0,0,0.384,2023-2024
David Savard,MTL,D,60,6,18,24,-1,24,1214.4833,0,0,0,0,0,54,0.11111,6,24,,2023-2024
Emil Heineman,MTL,L,4,0,0,0,2,0,597.25,0,0,0,0,0,0,,0,0,0.0,2023-2024
Gustav Lindström,MTL,D,46,3,7,10,12,24,924.0,0,0,0,0,0,29,0.10344,3,10,,2023-2024
Jake Evans,MTL,C,82,7,21,28,-1,24,961.0975,0,0,1,0,1,81,0.08641,6,27,0.52154,2023-2024
Jayden Struble,MTL,D,56,3,7,10,-3,57,966.7142,0,0,0,0,0,47,0.06382,3,10,,2023-2024
Jesse Ylonen,MTL,R,59,4,4,8,2,12,614.2372,0,0,0,0,1,50,0.08,4,8,0.55555,2023-2024
Joel Armia,MTL,R,66,17,8,25,4,34,933.0909,0,0,2,0,3,139,0.1223,15,23,0.3125,2023-2024
Johnathan Kovacevic,MTL,D,62,6,7,13,11,42,991.0967,0,0,0,0,0,46,0.13043,6,13,,2023-2024
Jordan Harris,MTL,D,56,3,11,14,-5,22,1048.3214,0,0,0,0,0,43,0.06976,3,14,,2023-2024
Josh Anderson,MTL,R,78,9,11,20,-18,74,927.8076,0,2,0,0,0,141,0.06382,9,18,0.48387,2023-2024
Joshua Roy,MTL,R,23,4,5,9,-2,0,728.4347,0,0,0,0,0,34,0.11764,4,9,0.28571,2023-2024
Juraj Slafkovský,MTL,L,82,20,30,50,-19,55,1076.1463,6,8,0,0,2,152,0.13157,14,36,0.5,2023-2024
Justin Barron,MTL,D,48,7,6,13,-3,16,1117.625,1,0,0,1,1,60,0.11666,6,12,,2023-2024
Kaiden Guhle,MTL,D,70,6,16,22,-8,56,1251.0428,0,0,0,1,1,95,0.06315,6,22,,2023-2024
Kirby Dach,MTL,C,2,0,2,2,2,0,781.0,0,0,0,0,0,3,0.0,0,2,0.375,2023-2024
Lane Hutson,MTL,D,2,0,2,2,-2,0,1363.0,0,0,0,0,0,3,0.0,0,2,,2023-2024
Logan Mailloux,MTL,D,1,0,1,1,1,0,1274.0,0,0,0,0,0,2,0.0,0,1,,2023-2024
Lucas Condotta,MTL,L,3,0,0,0,1,0,450.0,0,0,0,0,0,2,0.0,0,0,0.5,2023-2024
Michael Pezzetta,MTL,L,61,3,9,12,4,59,467.754,0,0,0,0,1,42,0.07142,3,12,0.42857,2023-2024
Mike Matheson,MTL,D,82,11,51,62,-24,58,1533.1707,5,23,2,0,0,187,0.05882,4,32,,2023-2024
Mitchell Stephens,MTL,C,23,2,1,3,2,4,543.0869,0,0,0,0,0,16,0.125,2,3,0.55555,2023-2024
Nick Suzuki,MTL,C,82,33,44,77,-14,36,1275.8414,12,19,0,1,1,185,0.17837,21,46,0.52555,2023-2024
Rafael Harvey-Pinard,MTL,L,45,2,8,10,-2,6,758.2666,0,0,0,0,0,26,0.07692,2,9,0.31707,2023-2024
Sean Monahan,MTL,C,83,26,33,59,-1,12,1085.6506,9,12,2,0,5,171,0.15204,15,36,0.54874,2023-2024
Tanner Pearson,MTL,L,54,5,8,13,-12,21,776.3148,1,1,0,0,1,77,0.06493,4,11,0.22727,2023-2024
