Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alex Vlasic,CHI,D,76,2,14,16,-4,45,1288.7236,0,2,0,0,1,71,0.02816,2,14,,2023-2024
Andreas Athanasiou,CHI,C,28,2,7,9,-7,7,785.8571,0,2,0,0,0,44,0.04545,2,7,0.46341,2023-2024
Anthony Beauvillier,CHI,R,60,5,12,17,-8,8,814.85,2,2,0,0,0,105,0.04761,3,13,0.51282,2023-2024
Boris Katchouk,CHI,L,59,7,6,13,-6,12,688.7288,0,0,1,0,0,70,0.1,6,12,0.43589,2023-2024
Brett Seney,CHI,L,4,0,0,0,0,6,620.75,0,0,0,0,0,1,0.0,0,0,0.33333,2023-2024
Cole Guttman,CHI,C,27,4,4,8,-17,7,757.1851,2,1,0,0,0,50,0.08,2,5,0.5,2023-2024
Colin Blackwell,CHI,C,44,8,4,12,-2,10,869.5454,1,0,0,0,2,88,0.0909,7,11,0.45714,2023-2024
Connor Bedard,CHI,C,68,22,39,61,-44,28,1187.0,4,17,0,1,2,206,0.10679,18,40,0.38909,2023-2024
Connor Murphy,CHI,D,46,2,6,8,-19,40,1189.913,0,0,0,0,0,51,0.03921,2,8,,2023-2024
Corey Perry,CHI,R,54,12,10,22,-6,46,802.9259,3,1,0,0,2,82,0.14634,9,18,0.0,2023-2024
Ethan Del Mastro,CHI,D,2,0,0,0,0,0,1114.5,0,0,0,0,0,0,,0,0,,2023-2024
Filip Roos,CHI,D,4,0,0,0,-4,0,883.75,0,0,0,0,0,2,0.0,0,0,,2023-2024
Frank Nazar,CHI,C,3,1,0,1,-4,0,968.6666,0,0,0,0,0,2,0.5,1,1,0.31818,2023-2024
Isaak Phillips,CHI,D,33,0,6,6,-26,22,1024.3636,0,0,0,0,0,31,0.0,0,6,,2023-2024
Jarred Tinordi,CHI,D,52,0,9,9,-27,64,938.75,0,0,0,0,0,32,0.0,0,8,,2023-2024
Jason Dickinson,CHI,C,82,22,13,35,4,43,994.256,2,0,0,0,4,126,0.1746,20,33,0.5,2023-2024
Jaycob Megna,CHI,D,44,0,2,2,-15,22,1051.3863,0,0,0,0,0,28,0.0,0,2,,2023-2024
Jaycob Megna,CHI,D,44,0,2,2,-15,22,1051.3863,0,0,0,0,0,28,0.0,0,2,,2023-2024
Kevin Korchinski,CHI,D,76,5,10,15,-39,20,1176.9868,0,7,0,1,2,93,0.05376,5,8,,2023-2024
Landon Slaggert,CHI,L,16,1,3,4,1,4,675.875,0,0,0,0,0,14,0.07142,1,4,0.0,2023-2024
Louis Crevier,CHI,D,24,0,3,3,-16,4,941.0,0,0,0,0,0,18,0.0,0,3,,2023-2024
Lukas Reichel,CHI,L,65,5,11,16,-29,12,846.6307,2,0,0,0,0,84,0.05952,3,14,0.43434,2023-2024
Nick Foligno,CHI,L,74,17,20,37,-29,57,1065.8783,8,8,1,0,0,146,0.11643,8,20,0.52413,2023-2024
Nikita Zaitsev,CHI,D,38,2,5,7,-5,14,955.8421,0,2,0,0,0,31,0.06451,2,5,,2023-2024
Philipp Kurashev,CHI,C,75,18,36,54,-44,23,1141.1066,6,13,0,1,3,128,0.14062,12,35,0.4635,2023-2024
Reese Johnson,CHI,C,42,2,3,5,-20,40,655.9761,0,0,0,0,0,51,0.03921,2,5,0.51851,2023-2024
Rem Pitlick,CHI,C,9,0,0,0,-7,2,935.2222,0,0,0,0,0,13,0.0,0,0,0.5,2023-2024
Ryan Donato,CHI,C,78,12,18,30,-14,26,839.9487,1,2,0,0,0,149,0.08053,11,27,0.44144,2023-2024
Seth Jones,CHI,D,67,8,23,31,-15,34,1529.0597,3,6,0,2,4,172,0.04651,5,22,,2023-2024
Taylor Hall,CHI,L,10,2,2,4,-3,4,979.8,0,1,0,0,1,20,0.1,2,3,0.66666,2023-2024
Taylor Raddysh,CHI,R,73,5,9,14,-19,22,952.9726,1,2,1,0,0,120,0.04166,3,10,0.33333,2023-2024
Tyler Johnson,CHI,C,67,17,14,31,-35,26,932.3134,8,8,0,0,1,112,0.15178,9,15,0.44444,2023-2024
Wyatt Kaiser,CHI,D,32,0,7,7,0,22,1038.75,0,0,0,0,0,18,0.0,0,7,,2023-2024
Zachary Sanford,CHI,L,29,0,6,6,0,6,650.2068,0,1,0,0,0,24,0.0,0,5,0.35294,2023-2024
