Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Akil Thomas,LA,C,20,1,3,4,5.0,6,9:16,0,0,14,7.1,,,,,,0,0,0.0
Alex Laferriere,LA,RW,71,2,22,24,5.0,12,14:25,1,5,80,2.5,,,,,,0,0,0.0
Alex Turcotte,LA,C,16,2,4,6,-6.0,10,13:39,0,3,31,6.5,,,,,,0,0,0.0
Andreas Englund,LA,D,50,8,4,12,-2.0,12,10:56,1,0,95,8.4,,,,,,3,1,33.3
Anze Kopitar,LA,C,82,29,44,73,1.0,62,18:02,11,19,225,12.9,,,,,,3,0,0.0
Arthur Kaliyev,LA,RW,82,8,8,16,7.0,20,11:38,0,1,130,6.2,,,,,,1,1,100.0
Blake Lizotte,LA,C,51,7,8,15,-3.0,14,11:48,3,1,101,6.9,,,,,,1,1,100.0
Brandt Clarke,LA,D,82,1,9,10,-3.0,81,13:13,0,0,41,2.4,,,,,,0,0,0.0
Carl Grundstrom,LA,RW,18,6,9,15,4.0,14,16:41,1,4,59,10.2,,,,,,0,0,0.0
Drew Doughty,LA,D,80,20,35,55,19.0,42,16:29,6,8,161,12.4,,,,,,2,0,0.0
Jacob Moverare,LA,D,30,1,3,4,-4.0,6,10:57,0,0,29,3.4,,,,,,0,0,0.0
Jaret Anderson-Dolan C *,LA,,7,3,1,4,0.0,2,8:43,0,0,9,33.3,,,,,,0,0,0.0
Jordan Spence,LA,D,81,5,20,25,21.0,42,20:53,0,1,135,3.7,,,,,,0,0,0.0
Kevin Fiala,LA,LW,77,28,47,75,13.0,72,18:56,5,22,246,11.4,,,,,,5,2,40.0
Matt Roy,LA,D,82,16,24,40,-9.0,70,15:42,7,1,146,11.0,,,,,,3,2,66.7
Mikey Anderson,LA,D,77,6,17,23,9.0,28,20:37,0,0,114,5.3,,,,,,0,0,0.0
Phillip Danault,LA,C,82,15,35,50,15.0,44,25:47,7,13,135,11.1,,,,,,0,0,0.0
Pierre-Luc Dubois,LA,LW,78,17,30,47,12.0,18,18:01,3,6,159,10.7,,,,,,1,0,0.0
Quinton Byfield,LA,RW,82,31,26,57,11.0,28,17:58,2,5,244,12.7,,,,,,7,3,42.9
Samuel Fagemo LW *,LA,,1,0,0,0,0.0,0,10:12,0,0,0,0.0,,,,,,0,0,0.0
Tobias Bjornfot D *,LA,,24,1,0,1,0.0,6,10:26,0,0,11,9.1,,,,,,0,0,0.0
Total,LA,,4,0,0,0,-1.0,0,8:33,0,0,6,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,74,2,16,18,22.0,18,20:37,0,0,89,2.2,,,,,,0,0,0.0
Trevor Moore,LA,LW,81,26,44,70,11.0,22,19:39,9,14,133,19.5,,,,,,3,0,0.0
Viktor Arvidsson,LA,LW,62,7,8,15,11.0,20,11:49,0,0,76,9.2,,,,,,0,0,0.0
Vladislav Gavrikov,LA,D,81,12,11,23,-14.0,46,13:13,0,3,147,8.2,,,,,,1,0,0.0
