Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Boqvist,CBJ,D,35,1,9,10,-8,0,1097.0,0,4,0,0,0,45,0.02222,1,6,,2023-2024
Adam Fantilli,CBJ,C,49,12,15,27,-21,16,942.6122,1,2,0,0,1,115,0.10434,11,24,0.43622,2023-2024
Alexander Nylander,CBJ,L,28,11,4,15,-1,6,974.9285,2,0,0,0,2,72,0.15277,9,13,0.47368,2023-2024
Alexandre Texier,CBJ,L,78,12,18,30,-5,38,910.8461,0,2,2,0,1,109,0.11009,10,26,0.31578,2023-2024
Andrew Peeke,CBJ,D,38,1,9,10,-1,14,983.921,0,0,0,0,0,37,0.02702,1,9,,2023-2024
Boone Jenner,CBJ,C,58,22,13,35,-8,28,1205.7586,5,3,1,0,1,155,0.14193,16,26,0.54267,2023-2024
Brendan Gaunce,CBJ,C,24,2,2,4,-7,6,704.7083,0,0,0,0,0,24,0.08333,2,4,0.53846,2023-2024
Cameron Butler,CBJ,R,1,0,0,0,0,0,54.0,0,0,0,0,0,0,,0,0,,2023-2024
Carson Meyer,CBJ,R,14,1,1,2,-2,2,547.2857,0,0,0,0,0,10,0.1,1,2,,2023-2024
Cole Sillinger,CBJ,C,77,13,19,32,-4,46,967.1688,1,0,0,0,1,157,0.0828,12,30,0.46296,2023-2024
Damon Severson,CBJ,D,67,9,19,28,-10,51,1268.8507,0,3,0,0,1,88,0.10227,9,23,,2023-2024
David Jiricek,CBJ,D,43,1,9,10,-4,22,875.8604,0,0,0,0,1,38,0.02631,1,10,,2023-2024
Dmitri Voronkov,CBJ,L,75,18,16,34,-6,52,807.4133,6,2,0,0,2,142,0.12676,12,26,0.42161,2023-2024
Egor Chinakhov,CBJ,R,53,16,13,29,-3,6,910.0566,1,1,0,0,3,110,0.14545,15,27,0.07142,2023-2024
Emil Bemstrom,CBJ,C,56,8,8,16,-5,12,668.4107,4,1,0,0,1,83,0.09638,4,11,0.375,2023-2024
Eric Robinson,CBJ,L,47,3,7,10,-3,19,679.9148,0,0,0,0,1,61,0.04918,3,10,0.5,2023-2024
Erik Gudbranson,CBJ,D,78,6,20,26,-14,74,1179.6025,0,0,0,0,1,91,0.06593,6,25,,2023-2024
Gavin Brindley,CBJ,C,1,0,0,0,0,0,740.0,0,0,0,0,0,0,,0,0,,2023-2024
Ivan Provorov,CBJ,D,82,5,27,32,-11,20,1329.7439,0,7,0,0,0,107,0.04672,5,25,,2023-2024
Jack Roslovic,CBJ,C,59,9,22,31,-10,16,933.2711,0,4,1,1,3,117,0.07692,8,26,0.42857,2023-2024
Jake Bean,CBJ,D,72,4,9,13,-10,32,979.625,0,0,0,0,0,76,0.05263,4,13,,2023-2024
Jake Christiansen,CBJ,D,12,0,2,2,-5,2,793.1666,0,0,0,0,0,7,0.0,0,2,,2023-2024
James Malatesta,CBJ,L,11,2,2,4,-1,5,613.0,0,0,0,0,0,12,0.16666,2,4,0.0,2023-2024
Johnny Gaudreau,CBJ,L,81,12,48,60,-27,22,1128.7777,1,17,0,1,3,160,0.075,11,42,0.0,2023-2024
Justin Danforth,CBJ,R,71,10,16,26,-10,26,856.4225,0,0,0,0,1,86,0.11627,10,26,0.48459,2023-2024
Kent Johnson,CBJ,C,42,6,10,16,-2,10,812.5,0,0,0,1,1,62,0.09677,6,16,0.4,2023-2024
Kirill Marchenko,CBJ,R,78,23,19,42,-5,14,984.8333,9,4,0,0,1,193,0.11917,14,29,0.32911,2023-2024
Liam Foudy,CBJ,C,13,0,3,3,-2,2,598.6153,0,0,0,0,0,7,0.0,0,3,,2023-2024
Luca Del Bel Belluz,CBJ,C,1,1,0,1,1,0,575.0,0,0,0,0,0,2,0.5,1,1,0.4,2023-2024
Mathieu Olivier,CBJ,R,54,5,7,12,-4,70,676.9259,0,0,1,0,1,55,0.0909,4,11,0.25,2023-2024
Mikael Pyyhtia,CBJ,L,17,0,2,2,-5,0,789.2352,0,0,0,0,0,22,0.0,0,2,0.25,2023-2024
Nick Blankenburg,CBJ,D,12,1,0,1,1,4,972.9166,0,0,0,0,0,10,0.1,1,1,,2023-2024
Patrik Laine,CBJ,L,18,6,3,9,-10,6,913.1111,1,1,0,0,0,41,0.14634,5,7,0.37974,2023-2024
Sean Kuraly,CBJ,C,62,9,9,18,-5,40,824.1129,0,0,0,0,0,92,0.09782,9,17,0.48141,2023-2024
Trey Fix-Wolansky,CBJ,R,11,2,1,3,0,2,659.2727,0,0,0,0,0,17,0.11764,2,3,0.0,2023-2024
Tyler Angle,CBJ,C,2,0,0,0,-1,0,500.0,0,0,0,0,0,0,,0,0,0.33333,2023-2024
Zach Werenski,CBJ,D,70,11,46,57,0,22,1467.0857,2,10,0,0,0,202,0.05445,9,45,,2023-2024
