Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Holtz,NJ,RW,71,11,20,31,-9.0,37,15:38,1,4,108,10.2,,,,,,0,0,0.0
Brendan Smith,NJ,D,20,5,11,16,-8.0,20,20:58,4,4,61,8.2,,,,,,0,0,0.0
Brian Halonen,NJ,LW,4,0,1,1,3.0,16,14:46,0,0,0,0.0,,,,,,0,0,0.0
Cal Foote,NJ,D,16,0,1,1,1.0,50,4:21,0,0,4,0.0,,,,,,0,0,0.0
Chris Tierney,NJ,C,54,5,7,12,-10.0,32,10:09,0,0,57,8.8,,,,,,0,0,0.0
Colin Miller D *,NJ,,57,1,8,9,-7.0,20,19:20,0,0,63,1.6,,,,,,0,0,0.0
Curtis Lazar,NJ,C,82,16,12,28,-15.0,14,11:38,1,1,122,13.1,,,,,,0,0,0.0
Dawson Mercer,NJ,C,76,16,19,35,-1.0,54,16:52,1,2,155,10.3,,,,,,0,0,0.0
Dougie Hamilton,NJ,D,60,3,16,19,-7.0,33,19:51,0,2,73,4.1,,,,,,0,0,0.0
Erik Haula,NJ,LW,61,26,18,44,-15.0,12,17:32,8,6,179,14.5,,,,,,0,0,0.0
Graeme Clarke,NJ,RW,2,0,0,0,0.0,0,8:17,0,0,2,0.0,,,,,,0,0,0.0
Jack Hughes,NJ,C,82,27,56,83,-6.0,12,19:18,7,20,248,10.9,,,,,,1,0,0.0
John Marino,NJ,D,71,7,18,25,10.0,44,12:23,0,0,74,9.5,,,,,,0,0,0.0
Jonas Siegenthaler,NJ,D,82,1,10,11,1.0,82,17:23,0,0,63,1.6,,,,,,0,0,0.0
Justin Dowling,NJ,C,12,0,2,2,5.0,4,14:38,0,0,12,0.0,,,,,,0,0,0.0
Kevin Bahl,NJ,D,52,4,8,12,3.0,21,9:01,0,0,26,15.4,,,,,,0,0,0.0
Kurtis MacDermid LW *,NJ,,4,1,0,1,-1.0,0,10:06,0,0,6,16.7,,,,,,0,0,0.0
Luke Hughes,NJ,D,69,28,24,52,-28.0,45,17:36,10,7,207,13.5,,,,,,1,0,0.0
Max Willman,NJ,C,36,2,4,6,-11.0,6,11:48,0,0,38,5.3,,,,,,0,0,0.0
Michael McLeod,NJ,C,75,4,21,25,-6.0,41,20:57,0,0,57,7.0,,,,,,0,0,0.0
Nathan Bastian,NJ,RW,63,5,10,15,-3.0,61,16:06,0,0,60,8.3,,,,,,0,0,0.0
Nick DeSimone D *,NJ,,18,3,1,4,1.0,2,8:19,0,0,17,17.6,,,,,,0,0,0.0
Nico Hischier,NJ,C,62,27,47,74,-12.0,12,20:58,9,22,274,9.9,,,,,,0,0,0.0
Nolan Foote,NJ,LW,2,1,0,1,-2.0,0,10:31,0,0,3,33.3,,,,,,0,0,0.0
Ondrej Palat,NJ,LW,82,20,13,33,-26.0,29,17:13,4,1,134,14.9,,,,,,0,0,0.0
Samuel Laberge,NJ,LW,3,0,0,0,-2.0,2,11:23,0,0,2,0.0,,,,,,0,0,0.0
Santeri Hatakka,NJ,D,11,1,1,2,7.0,2,16:29,0,0,9,11.1,,,,,,0,0,0.0
Shane Bowers,NJ,C,2,0,0,0,0.0,0,3:05,0,0,0,0.0,,,,,,0,0,0.0
Simon Nemec,NJ,D,45,10,9,19,6.0,10,15:08,0,0,73,13.7,,,,,,0,0,0.0
Timo Meier,NJ,RW,71,27,40,67,-5.0,12,19:28,6,11,182,14.8,,,,,,0,0,0.0
Tomas Nosek,NJ,LW,41,4,4,8,10.0,24,15:55,0,0,65,6.2,,,,,,0,0,0.0
Total,NJ,,8,0,0,0,1.0,0,9:27,0,0,7,0.0,,,,,,0,0,0.0
Tyler Toffoli C *,NJ,,82,9,38,47,-25.0,28,21:28,4,21,135,6.7,,,,,,0,0,0.0
