Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Barre-Boulet,TB,C,59,3,7,10,-9.0,22,16:37,0,0,56,5.4,,,,,,0,0,0.0
Anthony Cirelli,TB,C,82,24,22,46,-16.0,27,17:15,9,5,153,15.7,,,,,,0,0,0.0
Anthony Duclair LW *,TB,,34,2,17,19,-16.0,16,22:33,0,7,53,3.8,,,,,,0,0,0.0
Austin Watson,TB,LW,24,1,4,5,5.0,20,16:07,0,0,25,4.0,,,,,,0,0,0.0
Brandon Hagel,TB,LW,78,13,63,76,18.0,76,24:48,4,27,168,7.7,,,,,,4,2,50.0
Brayden Point,TB,C,81,44,100,144,8.0,22,21:40,13,40,306,14.4,,,,,,2,0,0.0
Calvin de Haan,TB,D,81,10,1,11,-2.0,39,11:36,0,0,57,17.5,,,,,,0,0,0.0
Cole Koepke,TB,LW,18,0,2,2,-5.0,33,18:38,0,0,25,0.0,,,,,,0,0,0.0
Conor Sheary,TB,LW,17,8,7,15,4.0,6,14:27,0,2,31,25.8,,,,,,0,0,0.0
Darren Raddysh,TB,D,79,20,25,45,2.0,38,18:31,3,4,129,15.5,,,,,,0,0,0.0
Declan Carlile,TB,D,1,0,0,0,0.0,0,11:39,0,0,1,0.0,,,,,,0,0,0.0
Emil Lilleberg,TB,D,30,4,3,7,2.0,4,11:17,0,0,27,14.8,,,,,,0,0,0.0
Erik Cernak,TB,D,55,7,7,14,-10.0,75,12:01,1,1,59,11.9,,,,,,0,0,0.0
Gage Goncalves,TB,C,4,0,0,0,0.0,0,11:57,0,0,6,0.0,,,,,,0,0,0.0
Haydn Fleury,TB,D,37,0,5,5,-15.0,16,16:12,0,0,31,0.0,,,,,,0,0,0.0
Jack Thompson D *,TB,,2,0,0,0,0.0,6,9:57,0,0,0,0.0,,,,,,0,0,0.0
Luke Glendening,TB,C,69,2,11,13,5.0,63,19:11,0,0,53,3.8,,,,,,0,0,0.0
Matt Dumba D *,TB,,33,2,2,4,2.0,93,7:15,0,0,17,11.8,,,,,,0,0,0.0
Maxwell Crozier,TB,D,9,0,2,2,0.0,0,6:42,0,0,9,0.0,,,,,,0,0,0.0
Michael Eyssimont,TB,C,82,6,27,33,-3.0,21,19:06,1,6,101,5.9,,,,,,0,0,0.0
Mikhail Sergachev,TB,D,77,2,22,24,8.0,10,17:04,0,0,57,3.5,,,,,,0,0,0.0
Mitchell Chaffee,TB,RW,69,6,3,9,-8.0,28,12:26,0,0,83,7.2,,,,,,0,0,0.0
Nick Paul,TB,LW,82,26,49,75,1.0,79,19:15,2,5,184,14.1,,,,,,1,0,0.0
Nick Perbix,TB,D,81,11,14,25,7.0,104,11:51,2,2,149,7.4,,,,,,1,0,0.0
Philippe Myers,TB,D,19,1,0,1,2.0,4,9:48,0,0,17,5.9,,,,,,0,0,0.0
Steven Stamkos,TB,C,81,46,44,90,-16.0,14,20:02,15,17,227,20.3,,,,,,4,2,50.0
Tanner Jeannot,TB,LW,57,4,11,15,-3.0,12,11:06,0,0,50,8.0,,,,,,0,0,0.0
Total,TB,,1,0,0,0,1.0,0,11:27,0,0,0,0.0,,,,,,0,0,0.0
Tyler Motte,TB,C,36,6,3,9,-9.0,10,11:11,2,0,46,13.0,,,,,,0,0,0.0
Victor Hedman,TB,D,79,40,41,81,-21.0,34,18:13,19,20,262,15.3,,,,,,3,1,33.3
Waltteri Merela,TB,C,13,0,2,2,-2.0,7,12:56,0,0,13,0.0,,,,,,0,0,0.0
Zach Bogosian D *,TB,,5,0,0,0,-2.0,2,11:41,0,0,6,0.0,,,,,,0,0,0.0
