Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Hill,29.0,2TM,2LG,0.7,137.0,571.0,520.0,61.0,128.0,27.0,3.0,8.0,61.0,21.0,7.0,35.0,72.0,0.246,0.299,0.356,0.655,77.0,0.297,70.0,185.0,10.0,7.0,2.0,7.0,1.0,*4/H,
Alfredo Amézaga#,33.0,2TM,NL,-0.9,40.0,87.0,77.0,6.0,14.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,14.0,0.182,0.247,0.195,0.442,20.0,0.221,10.0,15.0,1.0,0.0,2.0,1.0,0.0,4H/7569,
Arthur Rhodes*,41.0,2TM,2LG,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Bill Hall,31.0,2TM,NL,-1.4,62.0,199.0,185.0,24.0,39.0,9.0,2.0,2.0,14.0,3.0,2.0,11.0,63.0,0.211,0.261,0.314,0.575,60.0,0.254,48.0,58.0,3.0,2.0,0.0,1.0,1.0,4H/7D,
Brad Ziegler,31.0,2TM,2LG,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brandon Allen*,25.0,2TM,2LG,-0.2,52.0,195.0,175.0,23.0,35.0,9.0,2.0,6.0,18.0,3.0,0.0,18.0,68.0,0.2,0.277,0.377,0.654,79.0,0.296,74.0,66.0,0.0,1.0,0.0,1.0,3.0,3/H,
Brandon Wood,26.0,2TM,2LG,-0.9,105.0,272.0,250.0,26.0,54.0,10.0,0.0,7.0,31.0,0.0,0.0,19.0,73.0,0.216,0.27,0.34,0.61,71.0,0.284,71.0,85.0,6.0,0.0,2.0,1.0,2.0,56H3/4D,
Carlos Beltrán#,34.0,2TM,NL,4.5,142.0,598.0,520.0,78.0,156.0,39.0,6.0,22.0,84.0,4.0,2.0,71.0,88.0,0.3,0.385,0.525,0.91,154.0,0.4,158.0,273.0,18.0,3.0,0.0,4.0,7.0,*9/HD,"AS,MVP-20"
Casper Wells,26.0,2TM,AL,1.8,95.0,241.0,215.0,30.0,51.0,11.0,0.0,11.0,27.0,3.0,2.0,18.0,71.0,0.237,0.317,0.442,0.759,110.0,0.334,110.0,95.0,3.0,7.0,1.0,0.0,2.0,97H/8D,
Chris Davis*,25.0,2TM,AL,-0.1,59.0,210.0,199.0,25.0,53.0,12.0,0.0,5.0,19.0,1.0,0.0,11.0,63.0,0.266,0.305,0.402,0.707,89.0,0.333,98.0,80.0,4.0,0.0,0.0,0.0,1.0,35/DH,
Colby Rasmus*,24.0,2TM,2LG,0.5,129.0,526.0,471.0,75.0,106.0,24.0,6.0,14.0,53.0,5.0,2.0,50.0,116.0,0.225,0.298,0.391,0.688,88.0,0.306,82.0,184.0,10.0,0.0,2.0,3.0,2.0,*8/H,
Conor Jackson,29.0,2TM,AL,0.0,114.0,390.0,352.0,32.0,86.0,17.0,1.0,5.0,43.0,3.0,1.0,32.0,53.0,0.244,0.31,0.341,0.651,81.0,0.305,84.0,120.0,13.0,3.0,0.0,3.0,0.0,397H/5D,
