Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrej Nedorost,CBJ,L,12,0,1,1,-6,4,555.1666,0,0,0,0,0,10,0.0,0,1,0.36666,2002-2003
Andrew Cassels,CBJ,C,79,20,48,68,-4,30,1191.6202,9,25,1,1,5,113,0.17699,10,31,0.48756,2002-2003
Blake Bellefeuille,CBJ,C,3,0,0,0,0,0,420.6666,0,0,0,0,0,0,,0,0,0.64705,2002-2003
Darren Van Impe,CBJ,D,14,1,1,2,-6,10,1108.5714,0,1,1,0,0,11,0.0909,0,0,,2002-2003
David Ling,CBJ,R,35,3,2,5,-6,86,476.3714,0,0,0,0,0,37,0.08108,3,5,0.4,2002-2003
David Vyborny,CBJ,R,79,20,26,46,12,16,980.1645,4,6,1,0,4,125,0.16,15,34,0.32608,2002-2003
Derrick Walser,CBJ,D,53,4,13,17,-9,34,891.7169,3,5,0,0,2,86,0.04651,1,9,1.0,2002-2003
Duvie Westcott,CBJ,D,39,0,7,7,-3,77,1120.6666,0,1,0,0,0,27,0.0,0,5,,2002-2003
Espen Knutsen,CBJ,C,31,5,4,9,-15,20,1004.2903,3,1,0,0,1,28,0.17857,2,5,0.39384,2002-2003
Geoff Sanderson,CBJ,L,82,34,33,67,-4,34,1123.6951,15,11,2,0,2,286,0.11888,17,38,0.41666,2002-2003
Grant Marshall,CBJ,R,76,9,23,32,-11,78,818.2763,3,8,0,0,2,113,0.07964,6,21,0.48148,2002-2003
Grant Marshall,CBJ,R,76,9,23,32,-11,78,818.2763,3,8,0,0,2,113,0.07964,6,21,0.48148,2002-2003
Hannes Hyvonen,CBJ,R,36,4,5,9,-11,22,602.2222,0,1,0,0,0,48,0.08333,4,8,0.25,2002-2003
Jamie Allison,CBJ,D,48,0,1,1,-15,99,716.875,0,0,0,0,0,23,0.0,0,1,1.0,2002-2003
Jaroslav Spacek,CBJ,D,81,9,36,45,-23,70,1487.0123,5,20,0,1,1,166,0.05421,4,18,,2002-2003
Jean-Luc Grand-Pierre,CBJ,D,41,1,0,1,-6,64,818.439,0,0,0,0,0,32,0.03125,1,1,,2002-2003
Kent McDonell,CBJ,R,3,0,0,0,-1,0,520.3333,0,0,0,0,0,4,0.0,0,0,,2002-2003
Kevin Dineen,CBJ,R,4,0,0,0,0,12,640.25,0,0,0,0,0,7,0.0,0,0,0.5,2002-2003
Kevin Dineen,CBJ,R,4,0,0,0,0,12,640.25,0,0,0,0,0,7,0.0,0,0,0.5,2002-2003
Lasse Pirjeta,CBJ,L,51,11,10,21,-4,12,688.2352,2,1,0,0,2,80,0.1375,9,18,0.43119,2002-2003
Luke Richardson,CBJ,D,82,0,13,13,-16,73,1411.5,0,0,0,0,0,56,0.0,0,11,0.5,2002-2003
Mathieu Darche,CBJ,L,1,0,0,0,-1,0,417.0,0,0,0,0,0,0,,0,0,,2002-2003
Matt Davidson,CBJ,R,34,4,5,9,-12,18,708.6176,0,0,0,0,0,28,0.14285,4,9,0.28571,2002-2003
Matt Davidson,CBJ,R,34,4,5,9,-12,18,708.6176,0,0,0,0,0,28,0.14285,4,9,0.28571,2002-2003
Mike Sillinger,CBJ,C,75,18,25,43,-21,52,1148.0933,9,7,3,0,3,128,0.14062,6,21,0.5651,2002-2003
Paul Manning,CBJ,D,8,0,0,0,0,2,782.25,0,0,0,0,0,4,0.0,0,0,,2002-2003
Paul Manning,CBJ,D,8,0,0,0,0,2,782.25,0,0,0,0,0,4,0.0,0,0,,2002-2003
Ray Whitney,CBJ,L,81,24,52,76,-26,22,1260.0864,8,34,2,0,2,235,0.10212,14,31,0.44827,2002-2003
Rick Nash,CBJ,L,74,17,22,39,-27,78,836.8783,6,10,0,1,2,154,0.11038,11,23,0.35714,2002-2003
Rostislav Klesla,CBJ,D,72,2,14,16,-22,71,1125.1388,0,6,0,0,0,89,0.02247,2,9,,2002-2003
Scott Lachance,CBJ,D,61,0,1,1,-20,46,1200.8196,0,0,0,0,0,35,0.0,0,1,,2002-2003
Sean Pronger,CBJ,C,78,7,6,13,-26,72,691.5512,1,1,0,0,0,67,0.10447,6,10,0.49465,2002-2003
Tomi Kallio,CBJ,R,24,2,4,6,-10,14,771.75,0,0,0,0,0,28,0.07142,2,6,0.5,2002-2003
Tyler Wright,CBJ,C,70,19,11,30,-25,113,967.3428,3,1,2,1,3,108,0.17592,14,24,0.41315,2002-2003
