Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Sutton,WPG,D,79,7,19,26,-19.0,32,21:56,3,7,105,6.7,,,,,,0,0,0.0
Ben Simon,WPG,C,5,0,2,2,-2.0,4,12:46,0,0,3,0.0,,,,,,0,0,0.0
Brad Tapper,WPG,RW,36,10,4,14,-4.0,34,10:53,0,1,41,24.4,,,,,,0,0,0.0
Chris Herperger,WPG,C,40,0,5,5,-5.0,20,18:37,0,0,21,0.0,,,,,,0,0,0.0
Chris Tamer,WPG,D,43,2,9,11,-4.0,16,19:20,0,1,38,5.3,,,,,,0,0,0.0
Dan Snyder,WPG,C,75,3,12,15,-20.0,26,21:53,1,2,65,4.6,,,,,,0,0,0.0
Daniel Tjarnqvist,WPG,D,37,7,9,16,3.0,8,12:30,0,2,54,13.0,,,,,,0,0,0.0
Francis Lessard,WPG,RW,16,2,0,2,-5.0,8,12:04,0,0,21,9.5,,,,,,0,0,0.0
Frantisek Kaberle,WPG,D,80,9,17,26,-16.0,14,16:05,2,5,86,10.5,,,,,,0,0,0.0
Garnet Exelby,WPG,D,3,1,1,2,3.0,0,15:47,0,0,2,50.0,,,,,,0,0,0.0
Ilya Kovalchuk,WPG,LW,79,21,49,70,-10.0,66,20:00,9,20,185,11.4,,,,,,0,0,0.0
J.P. Vigier,WPG,RW,4,0,0,0,-2.0,10,15:18,0,0,1,0.0,,,,,,0,0,0.0
Jeff Cowan,WPG,RW,62,1,7,8,-11.0,8,11:46,0,0,47,2.1,,,,,,0,0,0.0
Jeff Farkas,WPG,C,13,0,0,0,-13.0,4,14:07,0,0,21,0.0,,,,,,0,0,0.0
Jeff Odgers,WPG,RW,23,5,2,7,-8.0,6,10:51,1,0,25,20.0,,,,,,0,0,0.0
Joe DiPenta,WPG,D,32,2,2,4,-10.0,14,15:02,0,1,21,9.5,,,,,,0,0,0.0
Kamil Piros,WPG,C,74,2,4,6,-13.0,171,7:47,0,0,48,4.2,,,,,,0,0,0.0
Kirill Safronov,WPG,D,27,4,1,5,-11.0,7,12:30,0,0,26,15.4,,,,,,0,0,0.0
Kurtis Foster,WPG,D,2,0,0,0,-1.0,2,12:37,0,0,3,0.0,,,,,,0,0,0.0
Lubos Bartecko,WPG,LW,53,3,18,21,-8.0,114,18:00,1,7,65,4.6,,,,,,0,0,0.0
Marc Savard C *,WPG,,81,38,29,67,-24.0,57,19:26,9,13,257,14.8,,,,,,0,0,0.0
Mark Hartigan,WPG,C,66,3,5,8,-15.0,115,8:23,0,0,52,5.8,,,,,,0,0,0.0
Mike Weaver,WPG,D,3,3,2,5,4.0,2,17:05,0,1,8,37.5,,,,,,0,0,0.0
Pascal Rheaume C *,WPG,,35,10,4,14,2.0,23,13:03,1,0,68,14.7,,,,,,0,0,0.0
Patrik Stefan,WPG,C,57,16,31,47,-11.0,77,19:49,6,13,127,12.6,,,,,,0,0,0.0
Per Svartvadet,WPG,C,72,1,9,10,-10.0,118,15:40,0,0,53,1.9,,,,,,0,0,0.0
Richard Smehlik D *,WPG,,56,4,9,13,-8.0,24,12:16,0,1,70,5.7,,,,,,0,0,0.0
Shawn McEachern,WPG,LW,75,8,22,30,-27.0,32,21:44,5,16,151,5.3,,,,,,0,0,0.0
Simon Gamache,WPG,LW,4,0,0,0,-1.0,0,10:31,0,0,2,0.0,,,,,,0,0,0.0
Tomi Kallio LW *,WPG,,18,0,2,2,1.0,61,5:39,0,0,7,0.0,,,,,,0,0,0.0
Tony Hrkac,WPG,C,46,10,16,26,-27.0,28,19:17,4,7,120,8.3,,,,,,0,0,0.0
Total,WPG,,2,0,0,0,-2.0,0,11:05,0,0,1,0.0,,,,,,0,0,0.0
Uwe Krupp,WPG,D,10,0,1,1,0.0,9,9:24,0,0,7,0.0,,,,,,0,0,0.0
Vyacheslav Kozlov,WPG,LW,77,41,48,89,-8.0,58,21:57,19,20,252,16.3,,,,,,0,0,0.0
Yannick Tremblay,WPG,D,71,13,21,34,-10.0,12,16:49,3,4,96,13.5,,,,,,0,0,0.0
Yuri Butsayev,WPG,LW,15,0,2,2,0.0,41,18:03,0,0,9,0.0,,,,,,0,0,0.0
Zdenek Blatny,WPG,LW,3,0,0,0,-1.0,0,13:32,0,0,5,0.0,,,,,,0,0,0.0
