Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Ward,CAR,D,77,3,6,9,-23,90,1104.2857,0,1,0,1,1,66,0.04545,3,8,,2002-2003
Bates Battaglia,CAR,L,83,6,19,25,-19,100,1074.0722,1,6,1,0,2,123,0.04878,4,17,0.21052,2002-2003
Brad Defauw,CAR,L,9,3,0,3,-2,2,825.1111,1,0,0,0,1,19,0.15789,2,2,,2002-2003
Bret Hedican,CAR,D,72,3,14,17,-24,75,1362.5694,1,6,0,0,1,113,0.02654,2,9,,2002-2003
Bruno St. Jacques,CAR,D,24,2,5,7,-4,14,1039.875,0,0,0,0,0,19,0.10526,2,7,,2002-2003
Craig Adams,CAR,R,81,6,12,18,-11,71,722.432,1,1,0,1,1,107,0.05607,5,16,0.35,2002-2003
Craig MacDonald,CAR,C,35,1,3,4,-3,20,561.1428,0,0,0,0,0,43,0.02325,1,4,0.55555,2002-2003
Damian Surma,CAR,L,1,1,0,1,0,0,435.0,0,0,0,0,0,1,1.0,1,1,,2002-2003
Darren Langdon,CAR,L,54,0,1,1,-2,159,298.9629,0,0,0,0,0,19,0.0,0,1,0.0,2002-2003
David Tanabe,CAR,D,68,3,10,13,-27,24,1091.8676,2,6,0,0,0,104,0.02884,1,5,,2002-2003
Erik Cole,CAR,L,53,14,13,27,1,72,1018.1509,6,3,2,0,3,125,0.112,6,15,0.39285,2002-2003
Glen Wesley,CAR,D,70,1,10,11,-2,44,1280.1142,1,4,0,0,0,77,0.01298,0,5,,2002-2003
Harold Druken,CAR,C,22,1,4,5,-1,4,399.409,0,0,0,0,0,16,0.0625,1,5,0.47058,2002-2003
Jan Hlavac,CAR,L,61,10,16,26,-10,28,958.1639,6,4,0,0,1,123,0.0813,4,16,0.38095,2002-2003
Jaroslav Svoboda,CAR,L,48,3,11,14,-5,32,873.2708,1,5,0,0,0,63,0.04761,2,8,0.4,2002-2003
Jeff Daniels,CAR,L,59,0,4,4,-9,8,496.8474,0,0,0,0,0,41,0.0,0,4,0.40186,2002-2003
Jeff Heerema,CAR,R,10,3,0,3,-2,2,531.5,1,0,0,0,0,16,0.1875,2,2,,2002-2003
Jeff O'Neill,CAR,C,82,30,31,61,-21,38,1135.3048,11,15,0,0,7,316,0.09493,19,34,0.54056,2002-2003
Jesse Boulerice,CAR,R,48,2,1,3,-2,108,231.375,0,0,0,0,0,12,0.16666,2,3,,2002-2003
Josef Vasicek,CAR,C,57,10,10,20,-19,33,939.3684,4,1,0,0,1,87,0.11494,6,15,0.49539,2002-2003
Kevyn Adams,CAR,C,77,9,9,18,-8,57,863.935,0,2,0,0,0,169,0.05325,9,15,0.53045,2002-2003
Marek Malik,CAR,D,79,7,13,20,20,68,1077.6582,1,3,1,1,2,77,0.0909,5,14,0.0,2002-2003
Mike Watt,CAR,L,5,0,0,0,-1,0,450.2,0,0,0,0,0,2,0.0,0,0,0.47368,2002-2003
Mike Zigomanis,CAR,C,19,2,1,3,-4,0,583.0,1,0,1,0,0,19,0.10526,0,1,0.59183,2002-2003
Niclas Wallin,CAR,D,77,2,8,10,-19,71,954.8441,0,0,0,0,2,69,0.02898,2,10,,2002-2003
Pavel Brendl,CAR,R,50,5,8,13,5,6,665.0,1,0,0,0,1,94,0.05319,4,11,0.27272,2002-2003
Radim Vrbata,CAR,R,76,16,19,35,-7,18,875.0131,6,8,0,1,4,215,0.07441,10,21,0.48275,2002-2003
Rod Brind'Amour,CAR,C,48,14,23,37,-9,37,1425.9375,7,13,1,0,0,110,0.12727,6,15,0.56521,2002-2003
Ron Francis,CAR,C,82,22,35,57,-22,30,1182.7439,8,15,1,0,1,156,0.14102,13,33,0.525,2002-2003
Sami Kapanen,CAR,R,71,10,21,31,-18,18,1117.6056,5,11,0,0,2,189,0.05291,5,14,0.33333,2002-2003
Sean Hill,CAR,D,82,5,24,29,4,141,1443.439,1,18,0,0,0,188,0.02659,4,10,0.0,2002-2003
Steven Halko,CAR,D,6,0,0,0,1,0,539.3333,0,0,0,0,0,5,0.0,0,0,,2002-2003
Tomas Kurka,CAR,L,14,3,2,5,1,2,898.7142,0,0,0,0,0,22,0.13636,3,5,0.5,2002-2003
Tomas Malec,CAR,D,41,0,2,2,-5,43,651.0487,0,1,0,0,0,30,0.0,0,1,1.0,2002-2003
Tommy Vestlund,CAR,L,3,0,0,0,0,0,389.0,0,0,0,0,0,0,,0,0,0.625,2002-2003
