Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andre Savage,PHI,C,16,2,1,3,2,4,469.0625,0,0,0,0,1,13,0.15384,2,3,0.55405,2002-2003
Bruno St. Jacques,PHI,D,24,2,5,7,-4,14,1039.875,0,0,0,0,0,19,0.10526,2,7,,2002-2003
Chris McAllister,PHI,L,33,0,1,1,4,47,533.909,0,0,0,0,0,13,0.0,0,1,,2002-2003
Chris Therien,PHI,D,80,1,8,9,10,38,1048.375,0,0,0,0,0,106,0.00943,1,8,,2002-2003
Claude Lapointe,PHI,C,13,2,3,5,0,14,795.0769,0,0,0,0,0,9,0.22222,2,5,0.50877,2002-2003
Claude Lapointe,PHI,C,80,8,8,16,2,36,723.4625,0,0,0,0,1,87,0.09195,8,16,0.56116,2002-2003
Dan McGillis,PHI,D,71,3,17,20,3,60,1233.8873,2,6,0,0,0,130,0.02307,1,12,,2002-2003
Dennis Seidenberg,PHI,D,58,4,9,13,8,20,1010.1206,1,2,0,0,0,123,0.03252,3,10,0.0,2002-2003
Dmitry Yushkevich,PHI,D,13,1,4,5,7,2,1459.5384,0,0,0,0,1,16,0.0625,1,5,,2002-2003
Dmitry Yushkevich,PHI,D,83,3,11,14,-9,46,1234.4216,0,3,0,0,0,75,0.04,3,10,0.2,2002-2003
Donald Brashear,PHI,L,93,9,19,28,4,182,783.9139,0,0,0,0,1,114,0.07894,9,28,0.33333,2002-2003
Eric Chouinard,PHI,C,28,4,4,8,2,8,577.5714,1,0,0,0,0,45,0.08888,3,7,0.33333,2002-2003
Eric Desjardins,PHI,D,84,10,25,35,32,35,1391.6547,1,7,0,1,2,213,0.04694,9,26,0.0,2002-2003
Eric Weinrich,PHI,D,94,4,21,25,14,52,1313.6382,2,6,1,0,0,119,0.03361,1,16,0.0,2002-2003
Guillaume Lefebvre,PHI,L,26,2,4,6,2,4,725.1153,0,1,0,0,0,19,0.10526,2,5,1.0,2002-2003
Ian MacNeil,PHI,C,2,0,0,0,1,0,608.0,0,0,0,0,0,2,0.0,0,0,,2002-2003
Jamie Wright,PHI,L,23,2,2,4,0,16,679.4347,0,0,0,0,0,18,0.11111,2,4,0.42857,2002-2003
Jeremy Roenick,PHI,C,92,30,37,67,21,83,1147.413,8,10,1,1,7,234,0.1282,21,47,0.51221,2002-2003
Jim Vandermeer,PHI,D,32,2,2,4,10,36,807.2812,0,1,0,0,0,29,0.06896,2,3,,2002-2003
Joe Sacco,PHI,L,38,1,5,6,-2,20,718.8684,0,0,0,0,1,52,0.01923,1,6,0.0,2002-2003
John LeClair,PHI,L,48,20,13,33,15,26,985.4791,9,2,0,1,4,130,0.15384,11,22,0.66666,2002-2003
Justin Williams,PHI,R,53,9,21,30,17,30,933.3962,0,2,0,1,3,126,0.07142,9,28,0.44444,2002-2003
Keith Primeau,PHI,C,93,20,28,48,2,107,1165.3333,6,7,0,0,4,199,0.1005,14,33,0.5218,2002-2003
Kim Johnsson,PHI,D,95,10,32,42,10,46,1461.9894,5,15,0,0,2,197,0.05076,5,21,,2002-2003
Kirby Law,PHI,R,2,0,0,0,0,2,100.5,0,0,0,0,0,0,,0,0,,2002-2003
Marcus Ragnarsson,PHI,D,13,0,1,1,4,6,1522.7692,0,0,0,0,0,10,0.0,0,1,,2002-2003
Marcus Ragnarsson,PHI,D,68,3,13,16,7,62,1353.0147,1,4,0,0,0,79,0.03797,2,10,1.0,2002-2003
Mark Greig,PHI,R,5,0,1,1,1,2,302.4,0,0,0,0,0,2,0.0,0,1,,2002-2003
Mark Recchi,PHI,R,92,27,35,62,4,37,1123.0652,9,18,1,1,4,200,0.135,17,34,0.5238,2002-2003
Marty Murray,PHI,C,80,11,15,26,-3,17,738.025,1,3,1,0,0,110,0.1,9,21,0.55274,2002-2003
Michal Handzus,PHI,C,95,25,27,52,16,52,1059.6526,1,8,1,2,10,153,0.16339,23,42,0.52511,2002-2003
Patrick Sharp,PHI,L,3,0,0,0,0,2,358.6666,0,0,0,0,0,3,0.0,0,0,0.42857,2002-2003
Paul Ranheim,PHI,L,68,3,8,11,-8,16,717.6764,0,0,0,0,0,71,0.04225,3,9,0.50943,2002-2003
Pavel Brendl,PHI,R,50,5,8,13,5,6,665.0,1,0,0,0,1,94,0.05319,4,11,0.27272,2002-2003
Radovan Somik,PHI,R,65,9,11,20,9,16,929.6615,0,0,1,0,2,101,0.0891,8,19,0.35,2002-2003
Sami Kapanen,PHI,R,13,4,3,7,2,6,1211.6923,2,0,0,0,0,25,0.16,2,5,0.5,2002-2003
Sami Kapanen,PHI,R,71,10,21,31,-18,18,1117.6056,5,11,0,0,2,189,0.05291,5,14,0.33333,2002-2003
Todd Fedoruk,PHI,L,64,1,5,6,1,105,388.2031,0,0,0,0,0,35,0.02857,1,6,0.0,2002-2003
Todd Warriner,PHI,L,49,6,10,16,1,32,647.0816,0,2,0,0,1,72,0.08333,6,14,0.44117,2002-2003
Tomi Kallio,PHI,R,24,2,4,6,-10,14,771.75,0,0,0,0,0,28,0.07142,2,6,0.5,2002-2003
Tony Amonte,PHI,R,13,1,6,7,2,4,1155.6923,0,1,0,0,0,37,0.02702,1,6,0.0,2002-2003
Tony Amonte,PHI,R,72,20,31,51,0,28,1147.9027,7,20,1,1,5,207,0.09661,12,23,0.35714,2002-2003
