Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Mair,BUF,C,79,6,11,17,-4,146,636.924,0,0,1,0,1,83,0.07228,5,16,0.51223,2002-2003
Ales Kotalik,BUF,R,68,21,14,35,-2,30,915.0147,4,3,0,1,2,138,0.15217,17,28,0.51351,2002-2003
Alexei Zhitnik,BUF,D,70,3,18,21,-5,85,1564.2285,0,9,0,0,1,138,0.02173,3,11,0.0,2002-2003
Brian Campbell,BUF,D,65,2,17,19,-8,20,1120.0,0,3,0,0,1,90,0.02222,2,16,0.0,2002-2003
Chris Gratton,BUF,C,80,15,30,45,-16,107,993.6875,4,11,0,0,2,215,0.06976,11,30,0.58571,2002-2003
Chris Taylor,BUF,C,11,1,3,4,-1,2,835.4545,0,0,0,0,0,10,0.1,1,3,0.47368,2002-2003
Curtis Brown,BUF,C,74,15,16,31,4,40,1012.9864,3,6,4,0,4,144,0.10416,8,18,0.49531,2002-2003
Daniel Brière,BUF,C,82,24,34,58,-20,62,1029.756,9,16,0,1,4,181,0.13259,15,33,0.5213,2002-2003
Denis Hamel,BUF,L,25,2,0,2,-4,17,760.08,0,0,0,0,1,41,0.04878,2,2,0.25,2002-2003
Dmitri Kalinin,BUF,D,65,8,13,21,-7,57,1300.5538,3,1,1,0,0,83,0.09638,4,15,,2002-2003
Doug Houda,BUF,D,1,0,0,0,-2,2,759.0,0,0,0,0,0,1,0.0,0,0,,2002-2003
Doug Janik,BUF,D,6,0,0,0,1,2,462.3333,0,0,0,0,0,1,0.0,0,0,,2002-2003
Eric Boulton,BUF,L,58,1,5,6,1,178,394.6724,0,0,0,0,0,33,0.0303,1,6,0.33333,2002-2003
Henrik Tallinder,BUF,D,46,3,10,13,-3,28,1192.6304,1,4,0,0,0,37,0.08108,2,7,,2002-2003
J-P Dumont,BUF,R,76,14,21,35,-14,44,903.9342,2,8,0,0,2,135,0.1037,12,25,0.2,2002-2003
James Patrick,BUF,D,69,4,12,16,-3,26,1134.5942,2,6,0,0,1,63,0.06349,2,8,1.0,2002-2003
Jaroslav Kristek,BUF,R,6,0,0,0,-2,4,697.0,0,0,0,0,0,4,0.0,0,0,,2002-2003
Jason Botterill,BUF,L,17,1,4,5,1,14,648.0,1,0,0,0,0,20,0.05,0,4,0.4,2002-2003
Jason Woolley,BUF,D,76,6,20,26,11,51,973.5921,1,8,0,1,2,81,0.07407,5,17,,2002-2003
Jay McKee,BUF,D,59,0,5,5,-16,49,1125.1186,0,0,0,0,0,44,0.0,0,5,,2002-2003
Jochen Hecht,BUF,C,49,10,16,26,4,30,1074.9591,2,5,0,1,2,145,0.06896,8,18,0.30303,2002-2003
Maxim Afinogenov,BUF,R,35,5,6,11,-12,21,804.2285,2,0,0,0,2,77,0.06493,3,9,0.5,2002-2003
Milan Bartovic,BUF,R,3,1,0,1,0,0,592.3333,0,0,0,0,0,5,0.2,1,1,1.0,2002-2003
Miroslav Satan,BUF,R,79,26,49,75,-3,20,1283.3417,11,20,1,1,3,240,0.10833,14,40,0.2,2002-2003
Norman Milley,BUF,R,8,0,2,2,-2,6,640.5,0,0,0,0,0,8,0.0,0,2,0.5,2002-2003
Paul Gaustad,BUF,C,1,0,0,0,0,0,348.0,0,0,0,0,0,0,,0,0,0.42857,2002-2003
Radoslav Hecl,BUF,D,14,0,0,0,0,2,600.8571,0,0,0,0,0,3,0.0,0,0,,2002-2003
Rhett Warrener,BUF,D,50,0,9,9,1,63,1094.1,0,1,0,0,0,47,0.0,0,7,,2002-2003
Rob Ray,BUF,R,46,0,0,0,-5,96,266.7826,0,0,0,0,0,14,0.0,0,0,0.33333,2002-2003
Rory Fitzpatrick,BUF,D,36,1,3,4,-7,16,1021.8611,0,2,0,0,0,29,0.03448,1,2,,2002-2003
Sean McMorrow,BUF,R,1,0,0,0,0,0,87.0,0,0,0,0,0,0,,0,0,,2002-2003
Stu Barnes,BUF,C,81,13,26,39,-11,28,1098.5061,4,6,1,0,3,149,0.08724,8,28,0.48648,2002-2003
Taylor Pyatt,BUF,L,78,14,14,28,-8,38,845.6538,2,2,0,0,0,110,0.12727,12,24,0.25,2002-2003
Tim Connolly,BUF,C,80,12,13,25,-28,32,959.575,6,8,0,0,2,159,0.07547,6,11,0.4284,2002-2003
Vaclav Varada,BUF,R,55,9,10,19,1,31,952.8363,2,0,0,0,0,81,0.11111,7,17,0.33333,2002-2003
