Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Svitov,TB,C,82,4,8,12,-13.0,38,13:33,0,0,95,4.2,,,,,,0,0,0.0
Andre Roy,TB,RW,65,6,12,18,-2.0,57,13:38,1,2,103,5.8,,,,,,0,0,0.0
Ben Clymer,TB,LW,75,3,19,22,-7.0,78,21:05,0,9,139,2.2,,,,,,0,0,0.0
Brad Lukowich,TB,D,62,10,7,17,0.0,119,10:34,0,0,85,11.8,,,,,,0,0,0.0
Brad Richards,TB,C,80,33,45,78,0.0,39,19:17,11,13,274,12.0,,,,,,0,0,0.0
Brian Holzinger C *,TB,,2,1,0,1,1.0,0,18:14,0,0,2,50.0,,,,,,0,0,0.0
Chris Dingman,TB,LW,28,1,3,4,3.0,31,18:25,0,0,23,4.3,,,,,,0,0,0.0
Cory Sarich,TB,D,70,1,14,15,4.0,46,17:16,0,1,52,1.9,,,,,,0,0,0.0
Dan Boyle,TB,D,82,33,37,70,10.0,32,19:31,12,7,201,16.4,,,,,,0,0,0.0
Darren Rumble,TB,D,5,0,1,1,1.0,2,9:08,0,0,3,0.0,,,,,,0,0,0.0
Dave Andreychuk,TB,LW,76,17,23,40,7.0,43,17:22,2,6,179,9.5,,,,,,0,0,0.0
Fredrik Modin,TB,LW,77,13,40,53,9.0,44,24:12,8,19,136,9.6,,,,,,0,0,0.0
Janne Laukkanen D *,TB,,37,0,3,3,-2.0,16,10:27,0,0,30,0.0,,,,,,0,0,0.0
Jassen Cullimore,TB,D,70,1,4,5,-6.0,43,18:41,0,1,38,2.6,,,,,,0,0,0.0
Jimmie Olvestad,TB,LW,51,2,1,3,-11.0,91,9:23,0,0,41,4.9,,,,,,0,0,0.0
Marc Bergevin D *,TB,,19,0,0,0,-2.0,6,10:46,0,0,10,0.0,,,,,,0,0,0.0
Martin St. Louis,TB,RW,80,17,57,74,3.0,24,19:42,4,34,277,6.1,,,,,,0,0,0.0
Nikita Alexeev,TB,RW,37,2,5,7,-1.0,24,10:14,0,1,51,3.9,,,,,,0,0,0.0
Nolan Pratt,TB,D,63,4,4,8,-4.0,58,8:42,1,0,69,5.8,,,,,,0,0,0.0
Pavel Kubina,TB,D,76,19,13,32,-7.0,44,15:45,6,2,114,16.7,,,,,,0,0,0.0
Ruslan Fedotenko,TB,LW,72,20,14,34,-12.0,34,16:11,15,13,170,11.8,,,,,,0,0,0.0
Sheldon Keefe,TB,RW,67,1,7,8,-6.0,35,17:17,0,0,38,2.6,,,,,,0,0,0.0
Stan Neckar,TB,D,37,4,2,6,-6.0,8,11:15,1,1,52,7.7,,,,,,0,0,0.0
Tim Taylor,TB,C,82,5,9,14,-3.0,63,19:20,0,0,79,6.3,,,,,,0,0,0.0
Total,TB,,1,0,0,0,-2.0,0,18:26,0,0,0,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,80,22,57,79,9.0,53,18:22,9,20,134,16.4,,,,,,0,0,0.0
