Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Blumbergs,Halifax Thunderbirds,D,1,0,0,0,0,0,0,0,4,0,0,0,1,0/0,-
Carter McKenzie,Halifax Thunderbirds,D,10,0,0,0,13,0,0,0,12,0,2,3,0,0/0,-
Christian Watts,Halifax Thunderbirds,F,1,0,1,1,0,0,0,0,1,0,0,0,3,0/0,-
Clarke Petterson,Halifax Thunderbirds,F,18,30,70,100,2,6,21,0,115,45,4,1,172,0/0,-
Cody Jamieson,Halifax Thunderbirds,F,15,23,23,46,14,7,5,0,50,34,3,1,75,0/0,-
Cole Kirst,Halifax Thunderbirds,F,7,6,9,15,0,0,0,1,23,12,0,0,23,0/0,-
Colton Armstrong,Halifax Thunderbirds,T,18,7,8,15,12,0,0,0,56,8,20,10,22,0/0,-
Curtis Romanchych,Halifax Thunderbirds,D,16,1,4,5,12,0,0,0,37,6,0,5,2,0/0,-
Dawson Theede,Halifax Thunderbirds,F,12,32,22,54,41,8,5,2,70,35,6,0,116,0/0,-
Drew Hutchison,Halifax Thunderbirds,G,18,0,2,2,0,0,0,0,8,1,0,0,0,0/0,-
Graeme Hossack,Halifax Thunderbirds,D,18,5,16,21,14,0,1,1,151,20,20,15,16,3/17,18%
Jake Withers,Halifax Thunderbirds,T,17,5,16,21,36,0,0,0,227,20,21,16,14,299/472,63%
Jason Knox,Halifax Thunderbirds,F,16,12,27,39,4,2,6,0,51,18,2,1,58,0/0,-
Johnny Pearson,Halifax Thunderbirds,T,17,1,3,4,16,0,0,0,38,5,8,12,7,0/1,-
Max Wilson,Halifax Thunderbirds,D,7,0,2,2,0,0,0,0,8,1,6,3,0,2/6,33%
Mike Robinson,Halifax Thunderbirds,F,18,22,32,54,6,0,1,2,96,31,4,0,107,0/0,-
Mitch Wilde,Halifax Thunderbirds,T,10,0,1,1,4,0,0,0,28,0,3,3,0,0/0,-
Nonkon Thompson,Halifax Thunderbirds,D,8,2,2,4,38,0,0,0,28,5,6,2,4,0/0,-
Randy Staats,Halifax Thunderbirds,F,17,32,70,102,33,8,19,0,67,60,2,0,212,0/0,-
Ryan Terefenko,Halifax Thunderbirds,T,18,17,21,38,8,1,0,4,142,14,12,9,48,8/24,33%
Thomas Hoggarth,Halifax Thunderbirds,F,18,31,31,62,4,4,6,1,71,32,3,0,131,0/0,-
Trevor Smyth,Halifax Thunderbirds,D,18,4,3,7,6,0,0,2,57,8,17,19,10,0/0,-
Tyson Bell,Halifax Thunderbirds,D,10,2,2,4,18,0,0,0,51,3,9,10,3,0/0,-
Wake:Riat BowHunter,Halifax Thunderbirds,F,15,7,5,12,0,0,0,0,18,13,0,0,30,0/0,-
Warren Hill,Halifax Thunderbirds,G,18,0,5,5,0,0,0,0,8,7,0,0,1,0/0,-
