Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Ben McDonald,Colorado Mammoth,F,5,5,4,9,2,0,1,2,12,9,0,0,18,0/0,-
Brent Mitchell,Colorado Mammoth,D,6,0,2,2,9,0,0,0,5,1,3,1,0,0/1,-
Brett Craig,Colorado Mammoth,D,9,0,1,1,37,0,0,0,30,6,5,0,2,0/0,-
Conner Cook,Colorado Mammoth,D,17,1,1,2,14,0,0,0,29,5,13,3,3,0/0,-
Connor Kelly,Colorado Mammoth,F,14,30,31,61,2,8,4,0,45,51,2,0,126,0/0,-
Connor Robinson,Colorado Mammoth,F,17,23,44,67,2,4,6,1,59,30,2,0,110,0/0,-
Dalton Sulver,Colorado Mammoth,T,3,0,2,2,0,0,0,0,1,0,0,0,2,0/1,-
Damon Edwards,Colorado Mammoth,D,16,1,6,7,26,0,0,0,48,3,12,11,9,0/0,-
Dan Taylor,Colorado Mammoth,F,5,0,3,3,0,0,1,0,12,6,0,2,9,0/0,-
Dillon Ward,Colorado Mammoth,G,17,0,7,7,6,0,0,0,29,8,0,0,0,0/0,-
Eli McLaughlin,Colorado Mammoth,F,12,23,23,46,4,1,9,0,49,27,1,1,95,0/0,-
Ethan Robertson,Colorado Mammoth,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Jalen Chaster,Colorado Mammoth,T,18,1,5,6,14,0,1,0,50,5,8,9,11,0/4,-
Jordan Gilles,Colorado Mammoth,T,18,2,10,12,4,0,0,0,104,13,16,17,15,0/0,-
Nathan Whittom,Colorado Mammoth,G,16,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Owen Down,Colorado Mammoth,D,15,0,5,5,10,0,0,0,53,9,12,12,1,0/5,-
Owen Rahn,Colorado Mammoth,T,14,3,4,7,2,0,0,1,44,8,4,0,14,3/21,14%
Robert Hope,Colorado Mammoth,D,17,0,8,8,20,0,0,0,155,11,16,19,4,0/0,-
Ryan Lee,Colorado Mammoth,F,18,36,59,95,22,3,5,2,79,53,5,0,131,0/0,-
Sean Kriwokon,Colorado Mammoth,D,8,0,1,1,4,0,0,0,18,2,7,4,0,0/0,-
Thomas Vela,Colorado Mammoth,F,17,12,20,32,6,0,1,0,45,27,4,0,48,0/0,-
Tim Edwards,Colorado Mammoth,D,18,2,4,6,10,0,0,0,82,16,9,7,7,178/425,42%
TJ Comizio,Colorado Mammoth,D,15,0,8,8,12,0,0,0,84,16,15,5,8,2/15,13%
Tyson Gibson,Colorado Mammoth,F,10,5,12,17,0,2,2,0,35,16,1,0,46,0/0,-
Warren Jeffrey,Colorado Mammoth,D,18,1,7,8,35,0,0,0,68,7,15,16,3,0/0,-
Will Malcom,Colorado Mammoth,F,18,35,46,81,2,6,8,1,84,54,18,0,144,0/2,-
Zed Williams,Colorado Mammoth,F,10,15,18,33,6,1,2,0,40,19,1,0,57,0/0,-
