Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Billy Hostrawser,Toronto Rock,D,18,0,7,7,59,0,0,0,47,4,10,7,5,0/1,-
Brad Kri,Toronto Rock,D,14,1,9,10,29,0,0,0,102,9,25,16,7,1/1,100%
Brian Cameron,Toronto Rock,F,12,9,14,23,0,0,0,0,36,16,1,0,54,0/0,-
Challen Rogers,Toronto Rock,T,14,12,27,39,12,3,3,0,67,26,3,7,39,1/2,50%
Chris Boushy,Toronto Rock,F,18,40,32,72,33,10,5,0,62,57,0,0,168,0/0,-
Chris Weier,Toronto Rock,D,18,2,6,8,6,0,0,1,58,4,11,9,9,1/2,50%
Corey Small,Toronto Rock,F,18,25,26,51,4,8,8,0,55,33,0,0,133,0/0,-
Dan Craig,Toronto Rock,F,16,12,34,46,12,3,11,0,75,34,9,1,89,0/0,-
Elijah Gash,Toronto Rock,D,18,2,2,4,38,1,0,0,59,4,16,4,11,0/0,-
Gowah Abrams,Toronto Rock,G,12,0,1,1,0,0,0,0,3,0,0,0,0,0/0,-
Jake Darlison,Toronto Rock,D,7,3,2,5,4,0,0,0,18,4,8,1,5,0/0,-
Josh Dawick,Toronto Rock,F,18,42,33,75,0,9,6,2,51,40,1,0,161,0/0,-
Josh Jubenville,Toronto Rock,D,15,2,7,9,19,0,0,0,82,5,16,15,8,25/118,21%
Justin J. Martin,Toronto Rock,D,15,6,7,13,6,0,0,1,62,7,17,6,14,0/1,-
Latrell Harris,Toronto Rock,D,13,3,3,6,6,0,1,0,56,9,13,8,14,2/7,29%
Luke Robinson,Toronto Rock,F,1,1,0,1,0,0,0,0,2,1,0,0,1,0/0,-
Mark Matthews,Toronto Rock,F,4,1,11,12,6,0,6,0,11,10,0,0,28,0/0,-
Nathan Grenon,Toronto Rock,F,10,7,5,12,14,1,1,1,30,17,3,1,49,0/0,-
Phil Mazzuca,Toronto Rock,T,15,1,5,6,4,0,0,0,53,12,6,6,8,1/8,12%
Robert Hudson,Toronto Rock,T,14,1,2,3,2,0,0,0,48,5,7,3,2,0/0,-
TD Ierlan,Toronto Rock,T,10,1,3,4,0,1,0,0,90,10,4,0,6,159/257,62%
Tom Schreiber,Toronto Rock,F,9,13,30,43,0,0,11,1,57,21,1,1,76,0/0,-
Troy Holowchuk,Toronto Rock,G,18,0,2,2,0,0,0,0,2,4,0,0,0,0/0,-
Zack Kearney,Toronto Rock,F,13,1,11,12,0,0,0,0,48,12,13,9,2,25/74,34%
