Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Borgatti,Ottawa Black Bears,D,17,0,4,4,8,0,0,0,30,1,2,0,1,0/0,-
Brady Kearnan,Ottawa Black Bears,F,1,0,1,1,0,0,0,0,1,2,0,0,3,0/0,-
Brent Noseworthy,Ottawa Black Bears,D,18,1,6,7,64,0,0,0,117,12,13,11,5,0/5,-
Callum Jones,Ottawa Black Bears,D,9,2,5,7,24,0,0,0,68,13,14,3,5,0/0,-
Cameron Dunkerley,Ottawa Black Bears,G,18,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Connor Kearnan,Ottawa Black Bears,F,17,19,46,65,10,10,14,0,58,54,2,0,93,0/0,-
Dustyn Birkhof,Ottawa Black Bears,D,4,0,0,0,15,0,0,0,7,1,1,0,0,0/0,-
Eric Fannell,Ottawa Black Bears,F,14,5,20,25,4,1,3,0,33,16,1,1,43,0/0,-
Jacob Dunbar,Ottawa Black Bears,F,12,23,15,38,0,4,1,1,53,38,1,0,88,0/0,-
Jake Stevens,Ottawa Black Bears,T,18,3,10,13,12,0,1,0,81,15,11,6,27,0/0,-
Jay Thorimbert,Ottawa Black Bears,T,18,1,4,5,0,0,0,0,79,11,9,4,3,223/442,50%
Jeff Teat,Ottawa Black Bears,F,18,56,55,111,2,5,19,1,107,79,9,1,230,0/0,-
John LaFontaine,Ottawa Black Bears,T,18,2,7,9,10,0,0,0,97,12,9,13,12,0/0,-
Kevin Brownell,Ottawa Black Bears,T,15,0,4,4,18,0,0,0,74,7,10,9,10,0/0,-
Kieran McKay,Ottawa Black Bears,D,5,0,1,1,6,0,0,0,7,4,0,0,0,0/0,-
Larson Sundown,Ottawa Black Bears,F,18,24,12,36,6,9,1,0,36,31,1,2,70,0/0,-
Luc Magnan,Ottawa Black Bears,D,17,1,1,2,8,0,0,1,53,6,9,11,5,0/0,-
Matt Marinier,Ottawa Black Bears,D,17,2,8,10,36,0,0,0,87,13,12,17,6,0/0,-
Reed Kurtz,Ottawa Black Bears,D,17,1,7,8,8,0,0,1,78,6,7,3,12,4/10,40%
Reilly O'Connor,Ottawa Black Bears,F,13,15,26,41,2,6,7,0,36,22,0,0,52,0/0,-
Sam La Roue,Ottawa Black Bears,D,6,0,1,1,12,0,0,0,11,4,2,0,3,0/0,-
Taggart Clark,Ottawa Black Bears,F,18,15,20,35,6,0,2,1,48,35,2,0,96,0/0,-
Travis Longboat,Ottawa Black Bears,F,14,11,24,35,0,1,3,0,34,26,3,1,82,0/0,-
Zach Higgins,Ottawa Black Bears,G,18,0,1,1,0,0,0,0,11,11,1,0,0,0/0,-
