Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Wiedemann,Georgia Swarm,D,12,2,11,13,14,0,0,0,71,9,11,9,11,0/0,-
Andrew Kew,Georgia Swarm,F,17,28,46,74,12,8,10,1,90,45,3,0,136,0/0,-
Angus Goodleaf,Georgia Swarm,G,18,0,0,0,0,0,0,0,4,2,0,0,0,0/0,-
Brendan Bomberry,Georgia Swarm,F,18,13,44,57,6,2,12,0,61,30,3,3,73,0/0,-
Brett Dobson,Georgia Swarm,G,18,0,9,9,5,0,0,0,25,8,4,0,0,0/0,-
Bryan Cole,Georgia Swarm,T,18,33,31,64,2,4,11,1,68,37,2,4,101,0/0,-
Jacob Hickey,Georgia Swarm,D,9,1,2,3,2,0,0,0,20,2,4,5,4,0/0,-
Jeff Henrick,Georgia Swarm,D,12,1,4,5,18,0,0,0,46,9,12,9,6,0/0,-
Jeremy Thompson,Georgia Swarm,T,16,2,4,6,28,0,0,0,102,13,6,3,11,164/341,48%
Joey Cupido,Georgia Swarm,T,18,4,4,8,8,0,0,1,77,9,7,9,16,0/0,-
John Ranagan,Georgia Swarm,D,17,1,3,4,8,0,0,0,38,4,14,12,9,23/93,25%
Jordan MacIntosh,Georgia Swarm,T,18,13,17,30,18,1,0,0,128,27,18,18,46,6/31,19%
Kaleb Benedict,Georgia Swarm,F,8,5,6,11,0,0,0,0,23,10,4,0,22,0/0,-
Kason Tarbell,Georgia Swarm,T,13,0,3,3,4,0,0,0,25,4,9,5,2,0/0,-
Liam Byrnes,Georgia Swarm,D,15,1,3,4,2,0,0,0,38,4,5,1,8,0/0,-
Liam McGrath,Georgia Swarm,T,2,0,0,0,0,0,0,0,3,1,1,1,0,0/0,-
Lyle Thompson,Georgia Swarm,F,18,42,52,94,2,5,8,5,111,60,11,1,199,0/1,-
Mike Manley,Georgia Swarm,D,18,2,5,7,16,0,0,0,60,7,15,17,4,6/34,18%
Miles Thompson,Georgia Swarm,F,9,11,12,23,2,4,1,0,23,16,1,0,53,0/0,-
Richie Connell,Georgia Swarm,F,4,2,2,4,0,0,0,0,8,3,0,0,9,0/0,-
Seth Oakes,Georgia Swarm,F,10,9,13,22,2,1,2,0,30,25,5,0,53,0/0,-
Seth Van Schepen,Georgia Swarm,T,17,2,7,9,2,0,0,0,58,5,14,6,2,0/0,-
Shayne Jackson,Georgia Swarm,F,18,32,42,74,6,7,8,0,58,34,1,1,125,0/0,-
Toron Eccleston,Georgia Swarm,F,10,10,15,25,2,0,1,0,38,17,1,0,35,0/0,-
