Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Ducommun,Calgary Roughnecks,F,3,0,0,0,2,0,0,0,2,7,0,0,4,0/0,-
Bennett Smith,Calgary Roughnecks,D,15,6,5,11,38,1,0,1,77,16,17,12,15,0/0,-
Brayden Laity,Calgary Roughnecks,D,17,1,6,7,8,0,1,0,89,9,16,17,5,0/0,-
Brayden Mayea,Calgary Roughnecks,F,11,12,20,32,7,0,2,0,50,23,2,0,45,0/0,-
Caelan Mander,Calgary Roughnecks,D,4,0,1,1,0,0,0,0,11,0,0,2,0,0/0,-
Cam MacLeod,Calgary Roughnecks,G,18,0,2,2,0,0,0,0,4,5,0,0,1,0/0,-
Colby Bowman,Calgary Roughnecks,G,6,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Curtis Dickson,Calgary Roughnecks,F,18,48,60,108,6,8,17,2,73,64,3,1,195,0/0,-
Dane Dobbie,Calgary Roughnecks,F,15,36,27,63,34,12,9,1,55,35,5,1,142,0/0,-
Eli Salama,Calgary Roughnecks,D,18,0,7,7,20,0,0,0,128,13,11,17,7,0/1,-
Ethan Ticehurst,Calgary Roughnecks,T,17,2,5,7,0,0,0,0,40,4,7,8,8,0/0,-
Griffin Hall,Calgary Roughnecks,D,16,1,3,4,4,0,0,0,25,2,4,7,3,0/0,-
Haiden Dickson,Calgary Roughnecks,F,15,20,17,37,10,7,2,0,62,28,3,0,81,0/0,-
Harrison Matsuoka,Calgary Roughnecks,T,18,0,4,4,8,0,0,0,68,13,9,6,3,0/1,-
Jack Follows,Calgary Roughnecks,D,17,1,4,5,2,0,0,0,39,4,13,5,3,0/0,-
Jesse King,Calgary Roughnecks,F,18,30,75,105,10,12,28,0,85,52,5,1,136,0/0,-
John Lintz,Calgary Roughnecks,D,10,0,5,5,8,0,0,0,31,5,5,9,0,0/0,-
Justin Inacio,Calgary Roughnecks,T,18,2,1,3,29,0,0,0,156,16,9,0,10,297/492,60%
Mathieu Gautier,Calgary Roughnecks,F,10,7,12,19,2,0,0,0,27,13,1,0,34,0/0,-
Matt Sykes,Calgary Roughnecks,D,7,1,0,1,2,0,0,0,19,6,3,6,1,0/0,-
Nick Rose,Calgary Roughnecks,G,18,0,8,8,2,0,0,0,8,13,1,0,1,0/0,-
Reece Callies,Calgary Roughnecks,D,13,2,7,9,10,0,0,0,43,9,10,12,3,0/0,-
Riley Isaacs,Calgary Roughnecks,F,4,1,0,1,4,0,0,0,13,1,1,1,1,0/0,-
Tanner Cook,Calgary Roughnecks,F,18,30,40,70,30,6,9,0,56,39,3,1,135,0/0,-
Tyler Hendrycks,Calgary Roughnecks,T,9,2,5,7,2,0,0,0,28,7,6,1,6,0/0,-
Tyler Pace,Calgary Roughnecks,F,14,16,41,57,2,4,13,0,49,37,1,0,72,0/0,-
