Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Simmons,Oshawa Fire Wolves,F,18,37,59,96,6,10,13,2,81,58,4,2,197,0/0,-
Andrew Kidd,Oshawa Fire Wolves,G,18,0,0,0,2,0,0,0,0,0,2,0,0,0/0,-
Ben MacDonnell,Oshawa Fire Wolves,D,3,0,1,1,2,0,0,0,14,2,2,0,0,0/0,-
Blake Gibson-McDonald,Oshawa Fire Wolves,T,12,0,0,0,2,0,0,0,22,1,6,8,1,0/0,-
Carson Moyer,Oshawa Fire Wolves,F,4,2,4,6,2,0,0,0,7,4,1,0,16,0/0,-
Colton Watkinson,Oshawa Fire Wolves,T,14,2,1,3,14,0,0,1,59,9,17,6,2,0/0,-
Doug Jamieson,Oshawa Fire Wolves,G,18,0,2,2,2,0,0,0,10,9,0,0,0,0/0,-
Dyson Williams,Oshawa Fire Wolves,F,18,26,39,65,2,8,16,0,45,42,1,0,139,0/0,-
Ethan O'Connor,Oshawa Fire Wolves,D,14,1,2,3,6,0,0,0,57,4,3,18,3,0/2,-
Ethan Walker,Oshawa Fire Wolves,F,17,27,47,74,4,10,17,0,77,32,1,0,100,0/0,-
Jackson Nishimura,Oshawa Fire Wolves,D,6,0,3,3,4,0,0,0,21,1,4,3,1,0/0,-
Jakson Raposo,Oshawa Fire Wolves,D,2,0,0,0,0,0,0,0,6,1,0,0,0,0/0,-
Joe Nardella,Oshawa Fire Wolves,T,18,2,4,6,16,0,0,1,154,15,4,11,9,298/458,65%
John Piatelli,Oshawa Fire Wolves,F,10,9,9,18,0,0,0,2,30,8,1,0,49,0/0,-
John Wagner,Oshawa Fire Wolves,D,3,0,0,0,12,0,0,0,15,2,2,0,0,0/0,-
Johnathan Peshko,Oshawa Fire Wolves,F,16,11,13,24,2,1,2,0,48,26,1,0,62,0/0,-
Kyle Jackson,Oshawa Fire Wolves,F,14,14,33,47,8,2,2,0,38,37,1,0,65,0/0,-
Mike Byrne,Oshawa Fire Wolves,D,18,2,2,4,10,0,0,0,76,9,12,14,6,5/13,38%
Nicholas Volkov,Oshawa Fire Wolves,D,11,1,2,3,8,0,0,0,26,3,9,3,4,0/0,-
Nick Chaykowsky,Oshawa Fire Wolves,D,16,3,3,6,20,1,0,0,98,13,12,7,8,0/0,-
Patrick Kaschalk,Oshawa Fire Wolves,T,18,6,9,15,36,0,1,0,91,5,10,17,25,0/0,-
Sam Firth,Oshawa Fire Wolves,F,17,15,18,33,8,3,2,0,28,15,0,1,74,0/0,-
Tye Kurtz,Oshawa Fire Wolves,F,18,35,52,87,2,6,13,3,106,64,2,1,178,0/0,-
Will Johansen,Oshawa Fire Wolves,T,18,6,6,12,15,0,0,2,146,6,15,7,17,0/0,-
Zac Masson,Oshawa Fire Wolves,D,18,3,3,6,23,0,0,0,60,10,11,6,8,0/0,-
Zachary Young,Oshawa Fire Wolves,D,18,0,2,2,18,0,0,0,47,9,5,5,0,0/0,-
