Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Charalambides,Vancouver Warriors,F,18,30,54,84,12,4,14,1,76,72,4,1,159,0/0,-
Aden Walsh,Vancouver Warriors,G,18,0,3,3,0,0,0,0,16,9,1,0,0,0/0,-
Alec Stathakis,Vancouver Warriors,T,18,1,4,5,4,0,0,0,137,23,3,2,5,261/440,59%
Brett Mydske,Vancouver Warriors,D,18,1,3,4,14,0,0,0,37,6,15,16,2,0/0,-
Christian Del Bianco,Vancouver Warriors,G,6,0,4,4,0,0,0,0,8,8,0,0,0,0/0,-
Connor O'Toole,Vancouver Warriors,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dylan McIntosh,Vancouver Warriors,F,6,5,9,14,0,0,1,0,18,8,1,0,24,0/0,-
Jackson Suboch,Vancouver Warriors,D,18,0,3,3,55,0,0,0,41,2,4,9,5,0/0,-
Jeff Cornwall,Vancouver Warriors,D,16,4,3,7,12,1,0,1,69,9,16,19,17,0/0,-
Keegan Bal,Vancouver Warriors,F,18,43,69,112,4,14,9,1,68,66,0,1,178,0/0,-
Kevin Crowley,Vancouver Warriors,F,18,22,31,53,6,4,7,1,45,30,4,0,117,0/0,-
Marcus Klarich,Vancouver Warriors,F,14,21,16,37,2,1,2,1,42,41,5,0,89,0/0,-
Matt Beers,Vancouver Warriors,D,15,1,6,7,31,1,0,0,78,6,4,15,4,0/0,-
Owen Grant,Vancouver Warriors,T,18,15,9,24,34,0,0,3,103,21,28,27,40,1/1,100%
Payton Cormier,Vancouver Warriors,F,8,3,3,6,0,0,0,0,12,12,1,0,22,0/0,-
Reid Bowering,Vancouver Warriors,D,18,6,7,13,22,0,0,1,109,12,14,10,20,0/0,-
Remo Schenato,Vancouver Warriors,D,10,0,2,2,6,0,0,0,21,3,1,4,2,0/0,-
Riley Loewen,Vancouver Warriors,F,16,19,22,41,2,1,1,2,25,14,1,0,54,0/0,-
Ryan Dilks,Vancouver Warriors,D,18,0,5,5,12,0,0,0,104,10,31,12,6,0/0,-
Ryan Martel,Vancouver Warriors,F,16,14,22,36,8,2,4,0,57,43,5,0,71,0/0,-
Steph Charbonneau,Vancouver Warriors,D,17,1,3,4,8,0,0,0,42,3,12,11,4,0/0,-
Tyson Kirkness,Vancouver Warriors,D,2,0,0,0,2,0,0,0,4,2,1,0,0,0/0,-
