Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Cam Wyers,Buffalo Bandits,D,16,2,7,9,12,0,0,0,81,8,14,17,7,0/0,-
Chase Fraser,Buffalo Bandits,F,17,26,24,50,20,3,2,1,42,32,2,1,110,0/0,-
Chris Cloutier,Buffalo Bandits,F,14,17,20,37,4,1,3,0,47,23,2,0,78,0/0,-
Clay Scanlan,Buffalo Bandits,F,11,9,7,16,4,1,1,0,25,8,2,0,27,0/0,-
Connor Farrell,Buffalo Bandits,T,18,1,3,4,2,0,0,0,129,17,2,0,6,269/505,53%
Dhane Smith,Buffalo Bandits,F,18,32,102,134,6,6,13,0,116,72,10,2,171,0/0,-
Dylan Robinson,Buffalo Bandits,D,11,3,8,11,32,0,0,0,58,2,8,8,12,0/0,-
Ian MacKay,Buffalo Bandits,T,18,37,17,54,16,9,3,3,94,27,12,2,131,1/3,33%
Josh Byrne,Buffalo Bandits,F,18,44,90,134,18,4,17,2,88,61,8,1,189,0/0,-
Justin Martin,Buffalo Bandits,D,16,2,0,2,0,0,0,0,11,1,5,7,3,0/0,-
Kiel Matisz,Buffalo Bandits,T,17,6,35,41,6,1,10,0,83,27,5,3,42,0/0,-
Kyle Buchanan,Buffalo Bandits,F,18,34,21,55,4,3,1,0,86,31,5,0,106,0/0,-
Lukas Nielsen,Buffalo Bandits,F,2,1,1,2,0,0,1,0,5,6,0,0,10,0/0,-
Matt Spanger,Buffalo Bandits,D,8,1,1,2,4,0,0,0,28,4,4,4,4,0/0,-
Matt Vinc,Buffalo Bandits,G,18,1,2,3,0,0,0,0,16,6,2,0,1,0/0,-
Nick Weiss,Buffalo Bandits,T,18,7,19,26,52,0,0,0,138,7,27,13,18,0/0,-
Paul Dawson,Buffalo Bandits,D,18,2,2,4,18,0,0,0,60,2,7,53,6,0/0,-
Ron John,Buffalo Bandits,T,15,2,6,8,6,0,0,0,57,4,10,5,6,0/0,-
Steve Orleman,Buffalo Bandits,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Steve Priolo,Buffalo Bandits,D,18,4,13,17,34,0,1,0,111,11,17,21,13,0/0,-
Taylor Dooley,Buffalo Bandits,D,4,0,1,1,2,0,0,0,7,1,1,2,0,0/0,-
Tehoka Nanticoke,Buffalo Bandits,F,16,18,15,33,10,2,2,1,38,34,2,0,76,0/0,-
Thomas Whitty,Buffalo Bandits,T,17,0,9,9,10,0,0,0,81,5,5,12,3,0/0,-
Zack Belter,Buffalo Bandits,D,14,0,2,2,49,0,0,0,15,3,9,8,1,0/0,-
