Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Poitras,Las Vegas Desert Dogs,T,17,23,24,47,18,2,1,1,89,39,17,4,83,0/0,-
Brandon Goodwin,Las Vegas Desert Dogs,T,18,9,12,21,23,1,0,2,76,13,22,12,25,1/3,33%
Casey Jackson,Las Vegas Desert Dogs,F,17,28,27,55,20,11,6,0,27,26,2,1,117,0/0,-
Connor Kirst,Las Vegas Desert Dogs,T,16,5,7,12,4,0,0,2,122,20,23,9,30,52/117,44%
David Brock,Las Vegas Desert Dogs,D,17,0,5,5,43,0,0,0,86,9,15,8,10,1/3,33%
Dylan Hutchison,Las Vegas Desert Dogs,D,18,0,11,11,6,0,1,0,64,6,13,8,2,0/0,-
Dylan Kinnear,Las Vegas Desert Dogs,F,4,0,0,0,0,0,0,0,4,4,0,0,4,0/0,-
Dylan Watson,Las Vegas Desert Dogs,F,9,11,13,24,0,4,3,0,28,19,1,0,62,0/0,-
Holden Cattoni,Las Vegas Desert Dogs,F,17,29,50,79,4,5,18,0,35,47,0,1,118,0/0,-
Jack Hannah,Las Vegas Desert Dogs,F,18,36,46,82,6,5,16,2,75,62,4,1,173,2/4,50%
Jackson Webster,Las Vegas Desert Dogs,F,13,16,21,37,17,2,0,0,30,28,1,0,55,0/0,-
Jake Saunders,Las Vegas Desert Dogs,D,7,0,3,3,4,0,0,0,26,4,3,1,2,0/0,-
Jonathan Donville,Las Vegas Desert Dogs,F,18,21,63,84,4,3,16,1,82,56,1,3,134,0/0,-
Jonathan Gagliardi,Las Vegas Desert Dogs,T,16,1,4,5,60,0,0,0,41,12,9,11,5,36/108,33%
Josh Jackson,Las Vegas Desert Dogs,D,17,2,2,4,10,0,0,0,51,3,10,4,3,0/0,-
Justin Geddie,Las Vegas Desert Dogs,G,14,0,5,5,0,0,0,0,2,4,2,0,0,0/0,-
Justin Sykes,Las Vegas Desert Dogs,F,2,0,0,0,2,0,0,0,2,0,0,0,4,0/0,-
Kyle Killen,Las Vegas Desert Dogs,F,17,20,22,42,8,6,6,0,40,23,3,0,86,0/0,-
Landon Kells,Las Vegas Desert Dogs,G,18,0,3,3,6,0,0,0,18,5,2,0,0,0/0,-
Luke Pilcher,Las Vegas Desert Dogs,F,1,1,1,2,0,0,0,0,2,1,0,0,4,0/0,-
Marshal King,Las Vegas Desert Dogs,F,4,2,3,5,0,0,0,0,4,2,0,0,11,0/0,-
Max Wayne,Las Vegas Desert Dogs,D,3,0,0,0,0,0,0,0,5,1,1,1,0,0/0,-
Nick Preston,Las Vegas Desert Dogs,T,12,1,5,6,6,0,0,0,47,5,6,1,3,0/1,-
Sean Westley,Las Vegas Desert Dogs,F,7,5,6,11,0,0,1,0,14,9,3,0,24,0/0,-
Sheldon Burns,Las Vegas Desert Dogs,D,4,0,0,0,2,0,0,0,8,0,2,4,0,0/0,-
Tyler Carpenter,Las Vegas Desert Dogs,D,1,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Tyrell Hamer-Jackson,Las Vegas Desert Dogs,T,8,1,0,1,8,0,0,0,35,2,1,0,1,99/221,45%
