Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Alisa Burras,32,24,19.8,8.7,1.6,3.0,4.6,0.2,0.3,0.2,1.5,1.8,0.1,3.7,5.8,62.9,0.0,0.0,0.0,1.4,1.6,84.6,3.7,5.8,62.9,1.495,0.63,NA,False
Amber Hall,20,0,5.2,1.5,0.4,0.9,1.3,0.1,0.4,0.1,0.6,0.6,0.1,0.6,1.2,45.8,0.0,0.0,0.0,0.4,0.8,50.0,0.6,1.2,45.8,1.250,0.46,NA,False
Carolyn Young,19,0,9.8,4.4,0.3,0.5,0.7,0.6,0.2,0.0,0.9,0.9,0.7,1.4,3.9,35.1,0.5,1.2,0.0,1.1,1.3,87.5,0.8,2.7,30.8,1.122,0.42,NA,False
DeMya Chakheia Walker,31,29,27.4,10.9,1.8,3.2,5.0,1.6,0.8,1.1,2.9,3.1,0.6,4.5,9.3,48.4,0.1,0.4,0.0,1.9,3.1,62.1,4.4,8.9,49.8,1.181,0.49,F,False
Jackie Marie Stiles,21,3,18.2,6.0,0.3,0.5,0.9,1.0,0.2,0.0,1.0,1.8,1.0,2.0,6.4,31.9,0.7,2.1,0.0,1.1,1.4,80.0,1.3,4.3,30.8,0.926,0.37,NA,False
Jenny Mowe,5,0,3.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.2,0.0,1.000,0.00,NA,False
Kristin Folkl,32,4,18.8,4.8,1.3,3.3,4.6,1.0,0.6,0.5,1.0,1.8,1.0,1.9,3.9,49.2,0.0,0.1,0.0,1.0,1.1,88.6,1.9,3.8,50.4,1.230,0.49,NA,False
LaQuanda Quick,17,3,17.0,5.9,1.1,1.3,2.4,0.7,0.5,0.4,1.4,1.8,0.5,2.1,5.9,35.6,0.3,1.3,0.0,1.4,1.5,88.5,1.8,4.6,39.2,0.990,0.38,NA,False
Stacey Thomas,32,6,19.4,4.5,1.1,1.9,2.9,2.1,1.3,0.4,1.1,1.9,1.9,1.6,4.6,34.5,0.3,1.2,0.0,1.0,1.9,50.8,1.3,3.4,37.6,0.966,0.38,NA,False
Sylvia Crawley,32,31,25.6,8.7,1.4,2.8,4.2,1.5,0.6,1.2,1.9,2.8,0.8,3.6,8.9,40.1,0.2,0.5,0.0,1.4,2.0,69.8,3.3,8.3,40.1,0.982,0.41,NA,False
Tamicha Jackson,32,10,21.6,9.8,0.6,1.2,1.8,3.0,1.7,0.0,2.0,1.8,1.5,3.8,9.1,41.9,0.8,2.4,0.0,1.4,2.1,69.7,3.1,6.7,45.6,1.079,0.46,NA,False
Tully Bevilaqua,27,19,15.6,3.1,0.3,1.0,1.2,1.6,0.8,0.1,1.0,1.8,1.6,0.9,2.3,41.0,0.6,1.3,0.0,0.7,1.1,65.5,0.4,0.9,40.0,1.377,0.53,G,False
Ukari Figgs,31,31,27.9,8.5,0.4,2.2,2.6,3.4,0.8,0.1,1.4,1.6,2.4,2.7,7.5,35.6,1.3,3.9,0.0,1.9,2.1,90.8,1.4,3.6,38.9,1.133,0.44,NA,False
