Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Ashley Battle,34,0,22.3,7.4,0.9,2.8,3.7,1.6,1.0,0.1,1.4,1.5,1.2,2.6,7.2,36.5,0.9,2.7,31.2,1.3,1.7,77.6,1.8,4.4,39.7,1.033,0.42,NA,False
Barbara Farris,28,0,8.5,1.9,0.6,1.0,1.5,0.5,0.2,0.0,0.7,1.1,0.7,0.7,2.1,34.5,0.0,0.0,0.0,0.5,0.6,81.3,0.7,2.1,34.5,0.914,0.34,F,False
Cathrine Kraayeveld,34,0,28.4,10.8,1.1,3.4,4.5,1.5,0.9,0.6,2.5,2.5,0.6,3.8,8.8,43.3,1.6,3.8,41.1,1.6,2.1,78.6,2.2,5.0,45.0,1.228,0.52,F,False
Erin Thorn,29,0,30.4,9.7,0.6,2.4,3.0,2.5,0.9,0.0,1.7,1.4,1.5,3.6,8.4,42.4,1.7,4.2,39.0,0.9,1.2,73.5,1.9,4.2,45.9,1.147,0.52,G,False
Janel McCarville,32,0,21.2,10.4,1.4,3.3,4.8,1.1,1.2,0.6,2.5,2.3,0.5,4.3,7.8,54.6,0.0,0.0,0.0,1.9,2.3,83.3,4.3,7.8,54.8,1.333,0.55,C,False
Jessica Davenport,33,0,11.6,5.3,0.7,2.0,2.7,0.3,0.2,0.9,1.3,2.0,0.2,1.8,4.2,44.5,0.0,0.0,0.0,1.6,2.0,81.8,1.8,4.1,44.9,1.285,0.45,C,False
Lindsay Bowen,6,0,6.2,1.5,0.0,0.3,0.3,0.2,0.0,0.0,0.7,0.0,0.3,0.5,1.7,30.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.7,0.0,0.900,0.45,NA,False
Lisa Willis,16,0,9.8,3.8,0.8,0.9,1.7,0.6,0.6,0.0,1.5,0.9,0.4,1.3,3.8,34.4,0.9,2.8,31.8,0.3,0.5,62.5,0.4,1.1,41.2,1.000,0.46,NA,False
Loree Moore,34,0,34.2,9.6,1.2,2.9,4.1,4.8,2.2,0.1,2.9,2.7,1.6,3.5,8.5,41.2,1.6,4.0,40.7,1.0,1.7,58.6,1.9,4.5,41.6,1.131,0.51,G,False
Martina Weber,2,0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.000,0.00,NA,False
Shameka Christon,33,0,32.3,11.2,1.0,3.5,4.5,2.1,1.0,0.6,2.5,3.0,0.9,3.6,9.9,36.0,1.2,3.6,32.8,2.8,3.5,79.5,2.4,6.3,37.8,1.122,0.42,F,False
Shay Doron,7,0,5.0,1.4,0.0,0.4,0.4,0.0,0.4,0.0,0.1,0.3,0.0,0.6,1.6,36.4,0.1,0.1,100.0,0.1,0.3,50.0,0.4,1.4,30.0,0.909,0.41,NA,False
Sherill Baker,3,0,4.3,1.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.7,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.3,100.0,2.500,1.25,NA,False
Tiffany Jackson-Jones,34,0,13.9,5.1,0.9,2.1,3.1,0.6,0.7,0.4,1.4,1.9,0.4,1.9,4.5,41.6,0.0,0.0,0.0,1.3,2.3,57.0,1.9,4.5,41.6,1.123,0.42,F,False
Total,34,,,71.0,8.4,23.2,31.6,14.7,8.5,3.2,17.1,18.2,0.9,25.6,61.4,41.7,7.1,19.2,37.2,12.6,17.1,74.1,18.4,42.2,43.7,1.156,0.48,,False
