Name,Team,P,G,A
Matthew Taylor,Portsmouth,0.0,0.0,5.0
Patrik Berger,Portsmouth,0.0,0.0,6.0
Steve Stone,Portsmouth,0.0,0.0,5.0
Teddy Sheringham,Portsmouth,31.0,9.0,4.0
Yakubu Ayegbeni,Portsmouth,36.0,16.0,4.0
