Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Zhitnik,LA,LW,84,20,48,68,-7.0,137,0:00,7,26,304,6.6,,,,,,0,0,0.0
Bob Jay,LA,D,5,1,1,2,-1.0,0,0:00,0,0,12,8.3,,,,,,0,0,0.0
Brent Keith Thompson,LA,D,5,0,1,1,1.0,2,0:00,0,0,3,0.0,,,,,,0,0,0.0
Brian McReynolds,LA,C,8,3,3,6,-2.0,2,0:00,2,3,21,14.3,,,,,,0,0,0.0
Charlie Huddy,LA,D,80,10,9,19,-19.0,322,0:00,0,1,105,9.5,,,,,,0,0,0.0
Dan Currie,LA,LW,18,1,1,2,-1.0,10,0:00,0,0,11,9.1,,,,,,0,0,0.0
Darryl Sydor,LA,D,51,17,24,41,-12.0,59,0:00,4,10,121,14.1,,,,,,0,0,0.0
Dave Taylor,LA,RW,56,3,4,7,-8.0,30,0:00,0,0,55,5.5,,,,,,0,0,0.0
Dave Thomlinson,LA,LW,12,1,0,1,-3.0,20,0:00,0,0,9,11.1,,,,,,0,0,0.0
Dixon Ward LW *,LA,,60,1,9,10,-11.0,67,0:00,0,0,38,2.6,,,,,,0,0,0.0
Dominic Lavoie,LA,D,33,4,3,7,-1.0,28,0:00,0,0,39,10.3,,,,,,0,0,0.0
Donald Dufresne D *,LA,,7,0,0,0,-6.0,21,0:00,0,0,6,0.0,,,,,,0,0,0.0
Doug Houda D *,LA,,34,6,2,8,-8.0,45,0:00,2,0,44,13.6,,,,,,0,0,0.0
Gary Shuchuk,LA,RW,54,2,6,8,-15.0,165,0:00,0,0,31,6.5,,,,,,0,0,0.0
Guy Leveque,LA,C,3,0,1,1,-2.0,0,0:00,0,0,2,0.0,,,,,,0,0,0.0
Jari Kurri,LA,RW,83,44,42,86,-20.0,86,0:00,24,16,267,16.5,,,,,,0,0,0.0
Jim Paek D *,LA,,31,0,2,2,4.0,77,0:00,0,0,5,0.0,,,,,,0,0,0.0
Jimmy Carson C *,LA,,79,5,13,18,4.0,71,0:00,1,4,134,3.7,,,,,,0,0,0.0
John Druce,LA,LW,84,8,27,35,-9.0,94,0:00,1,9,146,5.5,,,,,,0,0,0.0
Justin Hocking,LA,D,9,0,0,0,-5.0,10,0:00,0,0,7,0.0,,,,,,0,0,0.0
Keith Redmond,LA,LW,8,0,1,1,-3.0,22,0:00,0,0,4,0.0,,,,,,0,0,0.0
Kevin Todd LW *,LA,,25,4,7,11,-2.0,2,0:00,1,1,47,8.5,,,,,,0,0,0.0
Luc Robitaille,LA,LW,81,38,92,130,-25.0,20,0:00,14,47,233,16.3,,,,,,0,0,0.0
Marc Potvin RW *,LA,,1,0,0,0,0.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Mark Hardy,LA,D,20,1,3,4,-2.0,4,0:00,0,0,10,10.0,,,,,,0,0,0.0
Marty McSorley D *,LA,,12,3,8,11,-1.0,8,0:00,3,2,16,18.8,,,,,,0,0,0.0
Mike Donnelly,LA,LW,81,12,40,52,-11.0,101,0:00,11,18,227,5.3,,,,,,0,0,0.0
Phil Crowe,LA,RW,16,0,3,3,-5.0,27,0:00,0,0,8,0.0,,,,,,0,0,0.0
Rob Blake,LA,D,81,31,46,77,-24.0,48,0:00,14,25,198,15.7,,,,,,0,0,0.0
Rob Murphy,LA,C,24,1,0,1,-1.0,81,0:00,0,0,9,11.1,,,,,,0,0,0.0
Robert Lang,LA,C,50,7,14,21,-2.0,150,0:00,2,0,117,6.0,,,,,,0,0,0.0
Shawn McEachern LW *,LA,,55,14,17,31,16.0,50,0:00,1,0,104,13.5,,,,,,0,0,0.0
Tim Watters,LA,F,18,4,6,10,-3.0,55,0:00,1,4,38,10.5,,,,,,0,0,0.0
Tomas Sandstrom RW *,LA,,81,21,21,42,2.0,34,0:00,4,5,177,11.9,,,,,,0,0,0.0
Tony Granato,LA,LW,49,8,13,21,1.0,24,0:00,0,1,81,9.9,,,,,,0,0,0.0
Total,LA,,3,0,0,0,-3.0,26,0:00,0,0,1,0.0,,,,,,0,0,0.0
Warren Rychel,LA,LW,32,9,10,19,7.0,10,0:00,0,2,41,22.0,,,,,,0,0,0.0
