Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Creighton,TB,C,64,3,18,21,-14.0,135,0:00,0,5,158,1.9,,,,,,0,0,0.0
Bill McDougall,TB,C,16,1,5,6,-11.0,12,0:00,1,4,35,2.9,,,,,,0,0,0.0
Bob Beers D *,TB,,51,2,6,8,-2.0,48,0:00,0,0,49,4.1,,,,,,0,0,0.0
Brent Gretzky,TB,C,27,0,4,4,1.0,77,0:00,0,0,20,0.0,,,,,,0,0,0.0
Chris Gratton,TB,F,81,20,23,43,7.0,32,0:00,8,7,149,13.4,,,,,,0,0,0.0
Chris Joseph D *,TB,,66,11,23,34,-6.0,23,0:00,6,12,142,7.7,,,,,,0,0,0.0
Chris LiPuma,TB,D,22,3,3,6,-4.0,8,0:00,1,1,26,11.5,,,,,,0,0,0.0
Cory Cross,TB,D,4,0,0,0,-1.0,13,0:00,0,0,3,0.0,,,,,,0,0,0.0
Danton Cole,TB,RW,74,18,28,46,-1.0,106,0:00,2,11,181,9.9,,,,,,0,0,0.0
Denis Savard,TB,C,75,28,27,55,-15.0,76,0:00,10,12,167,16.8,,,,,,0,0,0.0
Donald Dufresne D *,TB,,71,3,6,9,3.0,118,0:00,0,0,46,6.5,,,,,,0,0,0.0
Enrico Ciccone D *,TB,,6,1,2,3,2.0,2,0:00,0,0,14,7.1,,,,,,0,0,0.0
Eric Charron,TB,D,5,0,0,0,-3.0,6,0:00,0,0,5,0.0,,,,,,0,0,0.0
Gerard Gallant,TB,C,75,8,7,15,-9.0,30,0:00,0,0,110,7.3,,,,,,0,0,0.0
Jason Lafreniere,TB,C,6,0,0,0,-1.0,10,0:00,0,0,4,0.0,,,,,,0,0,0.0
Jason Ruff,TB,LW,10,1,2,3,0.0,2,0:00,0,0,14,7.1,,,,,,0,0,0.0
Jim Cummins RW *,TB,,1,0,0,0,-1.0,0,0:00,0,0,2,0.0,,,,,,0,0,0.0
Joe Reekie D *,TB,,51,4,9,13,-6.0,74,0:00,1,0,45,8.9,,,,,,0,0,0.0
John Tucker,TB,RW,84,13,29,42,-25.0,123,0:00,5,11,161,8.1,,,,,,0,0,0.0
Marc Bergevin,TB,D,53,10,10,20,-7.0,37,0:00,2,2,77,13.0,,,,,,0,0,0.0
Marc Bureau,TB,C,39,8,7,15,-5.0,40,0:00,2,3,51,15.7,,,,,,0,0,0.0
Mikael Andersson,TB,LW,63,12,14,26,-18.0,64,0:00,3,3,103,11.7,,,,,,0,0,0.0
Normand Rochefort,TB,D,11,0,1,1,-2.0,52,0:00,0,0,10,0.0,,,,,,0,0,0.0
Pat Elynuik RW *,TB,,66,10,19,29,-13.0,108,0:00,7,9,154,6.5,,,,,,0,0,0.0
Petr Klima,TB,LW,78,24,40,64,-8.0,56,0:00,6,15,180,13.3,,,,,,0,0,0.0
Rob DiMaio RW *,TB,,83,1,15,16,-5.0,87,0:00,0,1,76,1.3,,,,,,0,0,0.0
Rob Zamuner,TB,LW,73,1,11,12,8.0,127,0:00,0,0,88,1.1,,,,,,0,0,0.0
Roman Hamrlik,TB,D,76,13,12,25,8.0,23,0:00,1,0,136,9.6,,,,,,0,0,0.0
Rudy Poeschek,TB,D,51,6,5,11,-14.0,6,0:00,0,0,61,9.8,,,,,,0,0,0.0
Shawn Chambers,TB,D,66,17,23,40,9.0,28,0:00,2,5,126,13.5,,,,,,0,0,0.0
Tim Bergland RW *,TB,,59,6,6,12,-9.0,42,0:00,0,0,109,5.5,,,,,,0,0,0.0
Total,TB,,4,0,0,0,0.0,2,0:00,0,0,1,0.0,,,,,,0,0,0.0
