Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Miller,COL,D,6,0,0,0,-2.0,4,0:00,0,0,4,0.0,,,,,,0,0,0.0
Adam Foote,COL,D,22,1,9,10,5.0,18,0:00,1,6,46,2.2,,,,,,0,0,0.0
Alain Cote,COL,D,7,1,0,1,0.0,5,0:00,0,0,3,33.3,,,,,,0,0,0.0
Alexei Gusarov,COL,D,59,11,17,28,2.0,70,0:00,1,0,73,15.1,,,,,,0,0,0.0
Andrei Kovalenko,COL,RW,60,17,20,37,-5.0,23,0:00,2,5,109,15.6,,,,,,0,0,0.0
Bob Bassen C *,COL,,72,5,17,22,-2.0,65,0:00,3,8,97,5.2,,,,,,0,0,0.0
Brad Werenka D *,COL,,37,4,4,8,-2.0,132,0:00,0,0,39,10.3,,,,,,0,0,0.0
Chris Lindberg,COL,LW,48,3,12,15,5.0,41,0:00,2,5,60,5.0,,,,,,0,0,0.0
Chris Simon,COL,LW,45,2,6,8,3.0,67,0:00,0,0,42,4.8,,,,,,0,0,0.0
Claude Lapointe,COL,C,60,9,23,32,4.0,58,0:00,4,5,96,9.4,,,,,,0,0,0.0
Craig Wolanin,COL,D,80,4,13,17,-9.0,159,0:00,0,1,74,5.4,,,,,,0,0,0.0
Curtis Leschyshyn,COL,D,37,9,13,22,3.0,44,0:00,4,1,66,13.6,,,,,,0,0,0.0
David Karpa,COL,D,37,11,8,19,-3.0,55,0:00,1,0,56,19.6,,,,,,0,0,0.0
Dwayne Norris,COL,RW,49,0,4,4,-1.0,101,0:00,0,0,15,0.0,,,,,,0,0,0.0
Ed Ward,COL,RW,9,1,1,2,1.0,0,0:00,0,1,14,7.1,,,,,,0,0,0.0
Garth Butcher D *,COL,,31,6,6,12,-2.0,8,0:00,0,0,53,11.3,,,,,,0,0,0.0
Iain Fraser,COL,C,83,30,21,51,-9.0,113,0:00,13,5,138,21.7,,,,,,0,0,0.0
Jon Klemm,COL,D,1,0,0,0,-1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Kerry Huffman D *,COL,,17,3,4,7,3.0,16,0:00,1,1,25,12.0,,,,,,0,0,0.0
Martin Gelinas LW *,COL,,37,6,8,14,-1.0,12,0:00,0,0,42,14.3,,,,,,0,0,0.0
Martin Rucinsky,COL,LW,58,16,17,33,-5.0,46,0:00,5,6,92,17.4,,,,,,0,0,0.0
Mats Sundin,COL,C,84,28,64,92,-8.0,18,0:00,10,23,279,10.0,,,,,,0,0,0.0
Mike Hurlbut,COL,D,1,0,0,0,0.0,2,0:00,0,0,0,0.0,,,,,,0,0,0.0
Mike McKee,COL,LW,63,6,10,16,16.0,80,0:00,0,2,78,7.7,,,,,,0,0,0.0
Mike Ricci,COL,C,76,26,25,51,-4.0,14,0:00,6,11,236,11.0,,,,,,0,0,0.0
Owen Nolan,COL,RW,44,2,3,5,-3.0,35,0:00,0,0,16,12.5,,,,,,0,0,0.0
Paul MacDermid,COL,C,28,0,6,6,2.0,28,0:00,0,2,44,0.0,,,,,,0,0,0.0
Paxton Schulte,COL,LW,7,0,0,0,-1.0,4,0:00,0,0,11,0.0,,,,,,0,0,0.0
Reggie Savage,COL,C,11,0,7,7,4.0,8,0:00,0,1,17,0.0,,,,,,0,0,0.0
Rene Corbet,COL,LW,4,1,1,2,1.0,4,0:00,0,1,7,14.3,,,,,,0,0,0.0
Ron Sutter C *,COL,,76,5,20,25,3.0,38,0:00,0,6,84,6.0,,,,,,0,0,0.0
Scott Young,COL,RW,76,28,37,65,12.0,42,0:00,6,8,170,16.5,,,,,,0,0,0.0
Steven Finn,COL,D,60,5,12,17,0.0,148,0:00,2,4,48,10.4,,,,,,0,0,0.0
Tommy Sjodin D *,COL,,34,3,9,12,-1.0,67,0:00,0,0,29,10.3,,,,,,0,0,0.0
Tony Twist,COL,LW,6,2,2,4,2.0,8,0:00,0,0,15,13.3,,,,,,0,0,0.0
Total,COL,,1,0,0,0,-1.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Valeri Kamensky,COL,LW,84,32,53,85,1.0,60,0:00,6,21,226,14.2,,,,,,0,0,0.0
