Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andrei Nazarov,SJ,RW,2,0,0,0,-2.0,0,0:00,0,0,5,0.0,,,,,,0,0,0.0
Bob Errey,SJ,LW,84,12,18,30,8.0,28,0:00,0,0,121,9.9,,,,,,0,0,0.0
Dale Craigwell,SJ,C,47,1,9,10,-9.0,59,0:00,1,1,30,3.3,,,,,,0,0,0.0
Dave Capuano,SJ,C,12,0,2,2,-2.0,10,0:00,0,1,6,0.0,,,,,,0,0,0.0
David Bruce,SJ,RW,6,1,0,1,1.0,0,0:00,0,0,5,20.0,,,,,,0,0,0.0
David Maley C *,SJ,,1,0,0,0,0.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Doug Zmolek D *,SJ,,27,1,3,4,-6.0,20,0:00,0,0,16,6.3,,,,,,0,0,0.0
Gaetan Duchesne,SJ,LW,84,15,20,35,-10.0,28,0:00,6,9,151,9.9,,,,,,0,0,0.0
Gary Emmons,SJ,C,4,0,1,1,-5.0,0,0:00,0,1,5,0.0,,,,,,0,0,0.0
Igor Larionov,SJ,C,81,26,38,64,16.0,24,0:00,4,13,157,16.6,,,,,,0,0,0.0
Jamie Baker,SJ,C,81,13,8,21,-13.0,222,0:00,7,4,73,17.8,,,,,,0,0,0.0
Jaroslav Otevrel,SJ,C,22,1,4,5,-4.0,14,0:00,0,1,22,4.5,,,,,,0,0,0.0
Jay More,SJ,D,58,3,6,9,-13.0,16,0:00,0,0,35,8.6,,,,,,0,0,0.0
Jeff McLean,SJ,C,3,1,0,1,-4.0,0,0:00,1,0,6,16.7,,,,,,0,0,0.0
Jeff Norton,SJ,D,80,18,35,53,9.0,28,0:00,7,8,125,14.4,,,,,,0,0,0.0
Jeff Odgers,SJ,RW,74,6,19,25,3.0,31,0:00,3,9,185,3.2,,,,,,0,0,0.0
Johan Garpenlov,SJ,LW,83,22,31,53,-3.0,18,0:00,6,6,193,11.4,,,,,,0,0,0.0
Kip Miller,SJ,LW,26,2,2,4,-3.0,4,0:00,0,0,21,9.5,,,,,,0,0,0.0
Michal Sykora,SJ,D,49,1,6,7,-5.0,63,0:00,0,0,38,2.6,,,,,,0,0,0.0
Mike Lalor D *,SJ,,34,0,2,2,2.0,76,0:00,0,0,14,0.0,,,,,,0,0,0.0
Mike Rathje,SJ,D,13,6,6,12,0.0,0,0:00,3,3,43,14.0,,,,,,0,0,0.0
Mike Sullivan LW *,SJ,,68,0,4,4,-9.0,122,0:00,0,0,29,0.0,,,,,,0,0,0.0
Pat Falloon,SJ,RW,60,18,38,56,20.0,40,0:00,3,13,72,25.0,,,,,,0,0,0.0
Ray Whitney,SJ,LW,64,7,33,40,16.0,36,0:00,1,10,92,7.6,,,,,,0,0,0.0
Rob Gaudreau,SJ,RW,61,14,26,40,2.0,14,0:00,1,8,82,17.1,,,,,,0,0,0.0
Rob Zettler,SJ,,11,2,2,4,-1.0,6,0:00,0,1,21,9.5,,,,,,0,0,0.0
Sandis Ozolinsh,SJ,D,75,25,41,66,-3.0,89,0:00,9,21,180,13.9,,,,,,0,0,0.0
Shawn Cronin,SJ,D,42,0,3,3,-7.0,65,0:00,0,0,28,0.0,,,,,,0,0,0.0
Todd Elik LW *,SJ,,80,30,38,68,11.0,78,0:00,10,11,155,19.4,,,,,,0,0,0.0
Tom Pederson,SJ,C,64,12,18,30,-11.0,126,0:00,5,6,89,13.5,,,,,,0,0,0.0
Total,SJ,,19,0,0,0,-1.0,30,0:00,0,0,4,0.0,,,,,,0,0,0.0
Ulf Dahlen LW *,SJ,,65,12,5,17,2.0,38,0:00,0,0,68,17.6,,,,,,0,0,0.0
Viacheslav Butsayev C *,SJ,,23,0,2,2,-5.0,8,0:00,0,0,19,0.0,,,,,,0,0,0.0
Vlastimil Kroupa,SJ,D,9,3,2,5,-5.0,2,0:00,1,1,11,27.3,,,,,,0,0,0.0
