Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Miller,QUE,D,1,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1993-1994
Aaron Miller,QUE,D,1,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1993-1994
Adam Foote,QUE,D,45,2,6,8,3,67,,0,0,0,0,0,42,0.04761,2,8,,1993-1994
Alain Cote,QUE,D,6,0,0,0,-2,4,,0,0,0,0,0,4,0.0,0,0,,1993-1994
Alexei Gusarov,QUE,D,76,5,20,25,3,38,,0,6,1,0,0,84,0.05952,4,17,,1993-1994
Andrei Kovalenko,QUE,R,58,16,17,33,-5,46,,5,6,0,0,4,92,0.17391,11,22,,1993-1994
Bob Bassen,QUE,L,83,13,15,28,-17,99,,1,0,1,0,0,129,0.10077,11,26,,1993-1994
Brad Werenka,QUE,D,26,0,11,11,3,22,,0,2,0,0,0,28,0.0,0,9,,1993-1994
Chris Lindberg,QUE,L,37,6,8,14,-1,12,,0,0,0,0,0,42,0.14285,6,14,,1993-1994
Chris Simon,QUE,L,37,4,4,8,-2,132,,0,0,0,0,1,39,0.10256,4,8,,1993-1994
Claude Lapointe,QUE,C,59,11,17,28,2,70,,1,0,1,0,1,73,0.15068,9,26,,1993-1994
Craig Wolanin,QUE,D,63,6,10,16,16,80,,0,2,0,0,0,78,0.07692,6,14,,1993-1994
Curtis Leschyshyn,QUE,D,72,5,17,22,-2,65,,3,8,0,0,2,97,0.05154,2,11,,1993-1994
Dave Karpa,QUE,D,60,5,12,17,0,148,,2,4,0,0,0,48,0.10416,3,11,,1993-1994
Dwayne Norris,QUE,R,4,1,1,2,1,4,,0,1,0,0,0,7,0.14285,1,1,,1993-1994
Ed Ward,QUE,R,7,1,0,1,0,5,,0,0,0,0,0,3,0.33333,1,1,,1993-1994
Garth Butcher,QUE,D,77,4,15,19,-7,143,,0,0,2,0,1,66,0.0606,2,14,,1993-1994
Iain Fraser,QUE,C,60,17,20,37,-5,23,,2,5,0,0,2,109,0.15596,15,29,,1993-1994
Joe Sakic,QUE,C,84,28,64,92,-8,18,,10,23,1,0,9,279,0.10035,17,57,,1993-1994
Jon Klemm,QUE,D,7,0,0,0,-1,4,,0,0,0,0,0,11,0.0,0,0,,1993-1994
Kerry Huffman,QUE,D,62,4,14,18,-28,40,,2,6,1,0,0,112,0.03571,1,9,,1993-1994
Martin Gelinas,QUE,L,64,14,14,28,-8,34,,3,2,0,0,1,107,0.13084,11,23,,1993-1994
Martin Rucinsky,QUE,L,60,9,23,32,4,58,,4,5,0,0,1,96,0.09375,5,23,,1993-1994
Mats Sundin,QUE,C,84,32,53,85,1,60,,6,21,2,0,4,226,0.14159,24,53,,1993-1994
Mike Hurlbut,QUE,D,1,0,0,0,-1,0,,0,0,0,0,0,1,0.0,0,0,,1993-1994
Mike McKee,QUE,D,48,3,12,15,5,41,,2,5,0,0,0,60,0.05,1,8,,1993-1994
Mike Ricci,QUE,C,83,30,21,51,-9,113,,13,5,3,0,6,138,0.21739,14,30,,1993-1994
Owen Nolan,QUE,R,6,2,2,4,2,8,,0,0,0,0,0,15,0.13333,2,4,,1993-1994
Paul MacDermid,QUE,R,44,2,3,5,-3,35,,0,0,0,0,0,16,0.125,2,5,,1993-1994
Paxton Schulte,QUE,L,1,0,0,0,0,2,,0,0,0,0,0,0,,0,0,,1993-1994
Reginald Savage,QUE,C,17,3,4,7,3,16,,1,1,0,0,0,25,0.12,2,5,,1993-1994
Rene Corbet,QUE,L,9,1,1,2,1,0,,0,1,0,0,0,14,0.07142,1,1,,1993-1994
Ron Sutter,QUE,C,73,15,25,40,2,90,,5,2,0,1,2,108,0.13888,10,33,,1993-1994
Scott Young,QUE,R,76,26,25,51,-4,14,,6,11,1,0,1,236,0.11016,19,33,,1993-1994
Steven Finn,QUE,D,80,4,13,17,-9,159,,0,1,0,0,1,74,0.05405,4,16,,1993-1994
Tommy Sjodin,QUE,D,29,1,11,12,4,22,,1,8,0,0,0,54,0.01851,0,3,,1993-1994
Tony Twist,QUE,L,49,0,4,4,-1,101,,0,0,0,0,0,15,0.0,0,4,,1993-1994
Valeri Kamensky,QUE,L,76,28,37,65,12,42,,6,8,0,0,1,170,0.1647,22,50,,1993-1994
