Name,Team,P,G,A
Ivan Klasnic,Bolton Wanderers,11.0,4.0,0.0
Kevin Davies,Bolton Wanderers,12.0,4.0,0.0
Martin Petrov,Bolton Wanderers,0.0,0.0,3.0
